Review text,teks_bersih
So happy,happy
keren sangat membantu,keren sangat membantu
mantap sukses selalu,mantap sukses selalu
gokil,gokil
sangat puas tiap blanja d shopee,sangat puas tiap blanja shopee
unsital we tf harus nuggun berhari2,unsital harus nuggun berhari2
Transaksi mudah,Transaksi mudah
"spaylater saya udh 2 tahun lebih d bekuin gabisa d buka lg udh lakuin chat nurutin tahap demi tahap ttp gabisa, suruh sering2 transfer pake shopeepay udah tapi sma aja gabisa d buka lg spaylater nya, kecewa bener nyesel, ampe sekarang 2 tahun lebih tulisannya d bekukan sementara tapi udh 2 tahun lebih gak bisa d gunain lagi",spaylater saya tahun lebih bekuin gabisa buka lakuin chat nurutin tahap demi tahap gabisa suruh sering2 transfer pake shopeepay udah tapi gabisa buka spaylater kecewa bener nyesel ampe sekarang tahun lebih tulisannya bekukan sementara tapi tahun lebih bisa gunain lagi
mudah untuk berbelanjaa,mudah untuk berbelanjaa
saldo saya hilang tidak bertambah setelah topup dri bank lain,saldo saya hilang tidak bertambah setelah topup bank lain
pdhl sudah bayar tp voucher tdk bs dipakai,pdhl sudah bayar voucher dipakai
aplikasi keren dan bermanfàat,aplikasi keren bermanfàat
semoga aplikasi nih bermanfaat,semoga aplikasi bermanfaat
mantap aplikasi nya 👍,mantap aplikasi
kurang memuaskan limit nya tidak terpakai,kurang memuaskan limit tidak terpakai
setiap mau transaksi eror gimana cara betulinya?,setiap transaksi eror gimana cara betulinya
"sangat membantu,disaat LG mendadak",sangat membantudisaat mendadak
sangat mudah transaksi,sangat mudah transaksi
pertama awal paspod lancar..saya sengaja di catat di tempel di pintu supaya ga lupa..eh lama2paspod dipake katanya paspod salah.untung uang tinggal sedikit kasih tahu teman2jangan simpan uang di sopepay banyak2nanti kalo paspod ga bisa dibuka uang bisa hilang,pertama awal paspod lancarsaya sengaja catat tempel pintu supaya lupaeh lama2paspod dipake katanya paspod salahuntung uang tinggal sedikit kasih tahu teman2jangan simpan uang sopepay banyak2nanti kalo paspod bisa dibuka uang bisa hilang
"kecewa sekali, melakukan pembayaran google Play, saldo kepotong, tapi pembayaran tidak masuk",kecewa sekali melakukan pembayaran google Play saldo kepotong tapi pembayaran tidak masuk
"shopee ok,,,",shopee
Shopee Paylater mantap 👍🏼👍🏼,Shopee Paylater mantap
lengkap seperti kantong doraemon,lengkap seperti kantong doraemon
Cukup memuaskan,Cukup memuaskan
"puas, cepat, mudah",puas cepat mudah
mantap banget aplikasinya lumayan mbantu buat orang orang yang memiliki kebutuhan namun pengin cari yang murah namun kualitas mantap,mantap banget aplikasinya lumayan mbantu buat orang orang yang memiliki kebutuhan namun pengin cari yang murah namun kualitas mantap
buruk sekali app lappet,buruk sekali lappet
bagus karna lebih cepat,bagus karna lebih cepat
"setelah download bonus 50rb Koin, stelah di download eh, harus buka tiap hari,, aplikasi nipu",setelah download bonus 50rb Koin stelah download harus buka tiap hari aplikasi nipu
sangat membantu ini kereeen,sangat membantu kereeen
ok gas ok gas...lanjuttt😁,gaslanjuttt
"aku kasih bintang 5, karna bru pertama kali pakai aplikasi shopeepay ni,,,",kasih bintang karna pertama kali pakai aplikasi shopeepay
Sangat bagus trimakasih shopeepay,Sangat bagus trimakasih shopeepay
sengat puas pelayanannya,sengat puas pelayanannya
mantap sangat terbantu dgn ada nya shopiy pay,mantap sangat terbantu shopiy
belanja jadi seasik nonton film,belanja jadi seasik nonton film
tolong cairkan Spaylater & Spinjamnya minn 🥹🥹,tolong cairkan Spaylater Spinjamnya minn
oke bgt,
ok baik membatu sekali,baik membatu sekali
saya sangat kecewa... kenapa spaylater saya di bekukan.padahat semua tagihan yang telat sudah saya lunasi.masak sudah bejalan 3 bulan masi saja di bekukan.spimjam juga sangat mengecewakan kan..,saya sangat kecewa kenapa spaylater saya bekukanpadahat semua tagihan yang telat sudah saya lunasimasak sudah bejalan bulan masi saja bekukanspimjam juga sangat mengecewakan
tepat untuk belanja bayar bulan depan,tepat untuk belanja bayar bulan depan
pengajuan di tolak padahal pinjaman saya sudah lunas sudah lama,pengajuan tolak padahal pinjaman saya sudah lunas sudah lama
aplikasi yg sangat bagus dan menguntungkan,aplikasi sangat bagus menguntungkan
Bonus klaimnya blm dpt,Bonus klaimnya
shopee makin kesini makin ga jelas buat apa diadakan return dengan sistem penjemputan kalo setiap return selalu gagal pnjemputan tnpa memberi kejelasan sudh bbrpa kli konpirmasi ke cs shopee tpi gada jawaban yg memuaskan,shopee makin kesini makin jelas buat diadakan return dengan sistem penjemputan kalo setiap return selalu gagal pnjemputan tnpa memberi kejelasan sudh bbrpa konpirmasi shopee gada jawaban memuaskan
"Saran ya,saya udah daftar pakai pembayaran QRIS. Tolong dong jangan menunggu 24 jam untuk mencairkan uangnya, nggak semua toko buka 24 jam,uang itu juga di butuhkan sekarang atau hari ini juga waktu toko sudah tutup, jangan menunggu besok untuk mencairkan uangnya. dan 1 lagi, waktu jam 12 malam, uang hasil hari ini, hilang beberapa jam,... ke dua,kalo uang mau di cairkan, harus ada pilihan pencairan,misal pendapatan hari ini 535.000,mau di cairkan 500k, jangan semua di cairkan,biar nggak ganjil",Saran yasaya udah daftar pakai pembayaran QRIS Tolong dong jangan menunggu untuk mencairkan uangnya nggak semua toko buka jamuang juga butuhkan sekarang atau hari juga waktu toko sudah tutup jangan menunggu besok untuk mencairkan uangnya lagi waktu malam uang hasil hari hilang beberapa duakalo uang cairkan harus pilihan pencairanmisal pendapatan hari 535000mau cairkan 500k jangan semua cairkanbiar nggak ganjil
nice...,nice
baik bagus aman,baik bagus aman
nice..membantu,nicemembantu
BEKU.. AWET,BEKU AWET
mantap kumplit dan murah,mantap kumplit murah
good oke,good
Sangat bermanfaat untuk transaksi online. Saya mohon Aktifkan Paylater akun saya..,Sangat bermanfaat untuk transaksi online Saya mohon Aktifkan Paylater akun saya
blm coba semoga bermanfaat,coba semoga bermanfaat
sangat kejam shopee ternyata bunga+pokok sudah di bayar kita minta keringanan untuk di hapuskan denda keterlambatan saja tidak di kasih.. mungkin benar Kalau mau besar harus kejam. 😔🙏,sangat kejam shopee ternyata bungapokok sudah bayar kita minta keringanan untuk hapuskan denda keterlambatan saja tidak kasih mungkin benar Kalau besar harus kejam
menjanjikan,menjanjikan
puas menggunakan qris,puas menggunakan qris
Cocok untuk kebutuhan mendadak,Cocok untuk kebutuhan mendadak
Good...Sangat memuaskan,GoodSangat memuaskan
kenapa sih di aplikasi ini di tolak terus kalo ngajuin pinjaman,kenapa aplikasi tolak terus kalo ngajuin pinjaman
"asli ngelesin ni apk , ribet banget mau verikasi kebanyakan ini ono ini ono apa lagi mau paylater gagal mulu",asli ngelesin ribet banget verikasi kebanyakan lagi paylater gagal mulu
serbaguna pokoknya. mantul,serbaguna pokoknya mantul
"scan qris sering gagal, notif shopefood sering gak muncul (kasihan driver), aplikasi lemot, idk perbaiki dulu aja aplikasinya biar kalo scan qris cepet dan gak bikin malu kalo bayar qris pake shopepay soalnya lemot",scan qris sering gagal notif shopefood sering muncul kasihan driver aplikasi lemot perbaiki dulu aplikasinya biar kalo scan qris cepet bikin malu kalo bayar qris pake shopepay soalnya lemot
apakah yang baru download bisa pinjam ga soalnya kepepet ini,apakah yang baru download bisa pinjam soalnya kepepet
jadi makin instan dan mudah.,jadi makin instan mudah
sangat mudah dalam hal apapun mantab dan semoga Shopee tambah baik dan lebih jaya lagi,sangat mudah dalam apapun mantab semoga Shopee tambah baik lebih jaya lagi
Sangat membantu untuk berbelanja,Sangat membantu untuk berbelanja
"spinjam ,,tolong lah limitnya naekin 😁 pertama dapet pinjaman 750.000 (udah lunas) ajuin pinjaman kedua masih 750.000 itu supaya limitnya naik gimana ? saya kasih bintang 5 karna memang bagus,,pertama ajuin pinjaman langsung cepat di acc sukses terus dan selalu jaga kepercayaan nasabah 🙏",spinjam tolong limitnya naekin pertama dapet pinjaman 750000 udah lunas ajuin pinjaman kedua masih 750000 supaya limitnya naik gimana saya kasih bintang karna memang baguspertama ajuin pinjaman langsung cepat sukses terus selalu jaga kepercayaan nasabah
100% Aplikasinya sangat² membantu.,Aplikasinya sangat² membantu
sangat praktis semua ada semua bisa,sangat praktis semua semua bisa
"aplikasi terpercaya, kerennn😍😍😍",aplikasi terpercaya kerennn
semoga shopeepay selalu terbaik,semoga shopeepay selalu terbaik
bingung pesen pake QR,bingung pesen pake
"kasih segitu dulu,soalnya tidak bisa di aktifkan shopeepay dll nya.padahal skor sudah tinggi",kasih segitu dulusoalnya tidak bisa aktifkan shopeepay nyapadahal skor sudah tinggi
trimakasih shopeepay sudah memberikan kemudahan belanja untuk saya,trimakasih shopeepay sudah memberikan kemudahan belanja untuk saya
aplikasi sangat mudah di gunakan,aplikasi sangat mudah gunakan
sering loading lama,sering loading lama
lumayan cukup terpenuhi apa yg q pesan.,lumayan cukup terpenuhi pesan
terima kasih shopee pay saya sangat terbantu sekali dengan pelayanannya 👍,terima kasih shopee saya sangat terbantu sekali dengan pelayanannya
mudah dalam pembelian,mudah dalam pembelian
bagus & sangat membantu. tapi bisakah akun SPAYLATER saya d aktifkan kembali?,bagus sangat membantu tapi bisakah akun SPAYLATER saya aktifkan kembali
"maaf tidak berguna bagi saya ,masih bagusan aplikasi sebelah yg bisa melayani pinjaman sangat² mudah,",maaf tidak berguna bagi saya masih bagusan aplikasi sebelah bisa melayani pinjaman sangat² mudah
banyak manfaat yang bisa di dapat,banyak manfaat yang bisa dapat
gabisa transfer uang harus di upgrade ke plus mulu,gabisa transfer uang harus upgrade plus mulu
aplikasi keren...,aplikasi keren
"simpel, pengembalian mudah, notif bagus. saran: agar ada sistem otomatis blokir penjual yang terbukti menipu keaslian barang yg dijual",simpel pengembalian mudah notif bagus saran agar sistem otomatis blokir penjual yang terbukti menipu keaslian barang dijual
shopee sama shopee pay sama aja sama sama menipu,shopee sama shopee sama sama sama menipu
sangat terbantu mudah dan cepat,sangat terbantu mudah cepat
kenapa kemaanan shoppe pay kurang??? akun saya hampir kena hack,kenapa kemaanan shoppe kurang akun saya hampir kena hack
sangat memb,sangat memb
"admin... saya mau tanya, saya Top up diamond ML pakai Shopee pay kok gak masuk² ya??... padahal bukti transaksi dh masuk di Notifikasi shopee pay ny, tapu di Apk ML nya,gak bertambah diamond ny,.. BOLEH TOLONG BANTUU....",admin saya tanya saya diamond pakai Shopee masuk² padahal bukti transaksi masuk Notifikasi shopee tapu nyagak bertambah diamond BOLEH TOLONG BANTUU
ok.ok,okok
"susah buat pengajuan spaylater, gk ada bantuan. aktifasi msgnya Jaringan Bermasalah...dimananya? padahal lancar2 aja...",susah buat pengajuan spaylater bantuan aktifasi msgnya Jaringan Bermasalahdimananya padahal lancar2
good apps👍👍,good apps
terimakasih bnyak kepada soppe,terimakasih bnyak kepada soppe
"sia sia donwlod apk ini, g bisa login, padahal kode otp sudah sesuai derkali kali ttp g bisa login shiball",donwlod bisa login padahal kode sudah sesuai derkali kali bisa login shiball
"Hai Spaylater saya sudah pulih, tapi kenapa Spinjamnya tidak pulih",Spaylater saya sudah pulih tapi kenapa Spinjamnya tidak pulih
good sih,good
gacor juga ni apk klo bagi bagi hadiah,gacor juga bagi bagi hadiah
Amanda Dan cepat,Amanda cepat
aplikasi bobrok ngadain promo. promonya gak bisa dibeli,aplikasi bobrok ngadain promo promonya bisa dibeli
ok memudahkan pembayaran,memudahkan pembayaran
ok mantab...,mantab
"mantap,komplit.murah",mantapkomplitmurah
simple dan mudah sekali,simple mudah sekali
"voucher banyak tapi pas mau di pake, ada bacaan ""aktifitas mencurigakan"" kalo emang gak boleh pake voucher gak udah di munculin.. voucher cashback coin shopee tapi pas udah di pake gak dapet apa apa tuh..",voucher banyak tapi pake bacaan aktifitas mencurigakan kalo emang boleh pake voucher udah munculin voucher cashback coin shopee tapi udah pake dapet
saya mengajukan pinjaman ditolak melulu aplikasi apa ini...?? sulit.,saya mengajukan pinjaman ditolak melulu aplikasi sulit
"Maaf, kenapa tidam bisa login di Android 6/hp kentang?",Maaf kenapa tidam bisa login Android kentang
"ribet banget shopee,gw mau bayar KAI kga bisa"" udh di coba berkali"",ga bisa di hubungkan dengan KAI,ngelag pulaa",ribet banget shopeegw bayar bisa coba berkaliga bisa hubungkan dengan KAIngelag pulaa
The Best,Best
it is useful,useful
"parah bangeettt.. masa pas mau chekout menyelesaikan pembayaran,, aplikasinya gak jalan,, di klik berapa kalipun tetap gak bisa. kaya ngefrezz gitu.. kirain bakal mempermudah. malah bikin emosi.",parah bangeettt masa chekout menyelesaikan pembayaran aplikasinya jalan klik berapa kalipun tetap bisa kaya ngefrezz gitu kirain bakal mempermudah malah bikin emosi
top markotop 👍👍👍,markotop
belanja apa aja pakai shopeepay lebih mudah,belanja pakai shopeepay lebih mudah
"mudah ,praktis & tidak ribet",mudah praktis tidak ribet
baik pelayanannya,baik pelayanannya
mudah di buat transaksi juga,mudah buat transaksi juga
"""selama ini Masix maxsimal'N Biarlah bintang yg berbicara""",selama Masix maxsimalN Biarlah bintang berbicara
pembayaran jauh lebih mudah lewat shopeepay semua lancar aman dan terpercaya .dari dulu sampai sekarang shopee selalu ada membantu kebutuhan terimah kasih shopee,pembayaran jauh lebih mudah lewat shopeepay semua lancar aman terpercaya dari dulu sampai sekarang shopee selalu membantu kebutuhan terimah kasih shopee
aplikasi berat jelek,aplikasi berat jelek
memudahkan untuk segalanya,memudahkan untuk segalanya
shopy toko blanja buat kami,shopy toko blanja buat kami
Mantap membantu sekali,Mantap membantu sekali
"aman terpercaya, jos pokknya",aman terpercaya pokknya
"aku suka sama aplikasi ini mempermudah dan banyak potongan harga,cuma sayang sekali kenapa gak ada layanan buat bayar BPJS ketenaga kerjaan ya?",suka sama aplikasi mempermudah banyak potongan hargacuma sayang sekali kenapa layanan buat bayar BPJS ketenaga kerjaan
sangat mempermudah dalam proses transaksi,sangat mempermudah dalam proses transaksi
murah dalam bertransaksi,murah dalam bertransaksi
transfer uang sering telat terkirim ya,transfer uang sering telat terkirim
lebih mudah buat pembayaran,lebih mudah buat pembayaran
"ngirim dana 60rb ke bank digital tertera estimasi 30 menit lagi rupanya malah nunggu 2 harian ujar CSnya, wkwkwkw kecewa buat yang mau TF TF Mnding pikir pikir lagi buat pake aplikasi ini",ngirim dana 60rb bank digital tertera estimasi menit lagi rupanya malah nunggu harian ujar CSnya wkwkwkw kecewa buat yang Mnding pikir pikir lagi buat pake aplikasi
sangat murah shopee memang mantap pokoknya is the best,sangat murah shopee memang mantap pokoknya best
biaya admin dan voucher bikin mau co kurang puas,biaya admin voucher bikin kurang puas
Semua jadi mudah,Semua jadi mudah
Aplikasi yg sangat membantu,Aplikasi sangat membantu
aplikasi paling aman dan nyaman untuk transaksi,aplikasi paling aman nyaman untuk transaksi
bagus 👍👍👍👍👍👍👍👍👍👍👍👍👍👍😁😁😁😁😁,bagus
sayang tdk S-pinjam Tidak bisa di aktifkan padahal tdk ada kendala di akun saya,sayang Spinjam Tidak bisa aktifkan padahal kendala akun saya
shopeepay tidakbisa di gunakan meskipun ada saldo lebih dr cukup,shopeepay tidakbisa gunakan meskipun saldo lebih cukup
bagusss akses mudahh,bagusss akses mudahh
"saya di sarankan untuk DM Ig karena pemblokiran shopeepay saya yang di duga melakukan transaksi ilegal, padahal saya cek tidak ada yang aneh, shopee mengarahkan untuk DM Instagram, ternyata jawabannya sama saja seperti costumer service di aplikasinya.. kalau ngasih kendala siap juga ngasih solusi, ini tidak adil , akun saya tiba tiba terblokir tanpa sebab, yang diduga duga oleh sistem saja jawabannya selalu saja bahwasanya akun shopeepay anda tidak dapat di pulihkan",saya sarankan untuk karena pemblokiran shopeepay saya yang duga melakukan transaksi ilegal padahal saya tidak yang aneh shopee mengarahkan untuk Instagram ternyata jawabannya sama saja seperti costumer service aplikasinya kalau ngasih kendala siap juga ngasih solusi tidak adil akun saya tiba tiba terblokir tanpa sebab yang diduga duga oleh sistem saja jawabannya selalu saja bahwasanya akun shopeepay anda tidak dapat pulihkan
Guud,Guud
menguntungkan,menguntungkan
mudah dan membantu,mudah membantu
"bagi tidak ada duanya Shopee pay ini ,,maka nya ga pernah pake yang lain dah lama pake Shopee,,pas Poko nya kalau mau belanja pake Shopee/Leter oke mantap pokonya,,semoga sehat semua,Amin,,",bagi tidak duanya Shopee maka pernah pake yang lain lama pake Shopeepas Poko kalau belanja pake ShopeeLeter mantap pokonyasemoga sehat semuaAmin
sangat membantu apl ok,sangat membantu
"sangat membantu,mudah digunakan benar2 instan👍",sangat membantumudah digunakan benar2 instan
mantap bosku,mantap bosku
"mudah digunakan, aman",mudah digunakan aman
banyak diskon nya,banyak diskon
fiturnya ko beda jauh sih sama yg di aplikasi shoppenya. terutama di tagihan/cicilan di aplikasi shoppe tersedia BAF sedangkan di aplikasi shoppepay tidak adak.. dan masih banyak lagi yg beda. hadeuhh,fiturnya beda jauh sama aplikasi shoppenya terutama tagihancicilan aplikasi shoppe tersedia sedangkan aplikasi shoppepay tidak adak masih banyak lagi beda hadeuhh
bunga 30% barang hp yg di jual palsu,bunga barang jual palsu
baik. apalagi gratis tanpa biaya bikin senang,baik apalagi gratis tanpa biaya bikin senang
mantap cepet banget transfer nya,mantap cepet banget transfer
"makin demen pake shopee pay fitur lengkap, tampilan makin bagus dan smooth dan tentunya karna kuota free tf makin banyak.",makin demen pake shopee fitur lengkap tampilan makin bagus smooth tentunya karna kuota free makin banyak
aok,
"aplikasi ini sangat membantu saya untuk membayar langsung untuk belanja ,transfer uang kemna aja dengan gratis",aplikasi sangat membantu saya untuk membayar langsung untuk belanja transfer uang kemna dengan gratis
Good app,Good
😎,
bgus bngt,bgus bngt
"Aplikasi yang bagus, banyak promo dengan biaya tf secara gratis good job",Aplikasi yang bagus banyak promo dengan biaya secara gratis good
gampang buat transaksi top banget apk nya,gampang buat transaksi banget
sangat sangat bagus dan sangat menarik banget cocok buat belanja online nihhhhh,sangat sangat bagus sangat menarik banget cocok buat belanja online nihhhhh
good aplikasi best aplikasi,good aplikasi best aplikasi
mudah dan cepat kalau ada uang nya,mudah cepat kalau uang
aplikasinya mudah dan gampang di mengerti,aplikasinya mudah gampang mengerti
shopi memang mantap. cepat 👍🙏,shopi memang mantap cepat
gabisa ajukan pinjaman kebanyakan syarat ribet,gabisa ajukan pinjaman kebanyakan syarat ribet
sangat membantu bagaimana usaha UMKM seperti saya. mantap semakin kesini semangkin kumplit.. saya harap kedepannya lebih enteng lebih ringan aplikasi di gunakan ya.,sangat membantu bagaimana usaha UMKM seperti saya mantap semakin kesini semangkin kumplit saya harap kedepannya lebih enteng lebih ringan aplikasi gunakan
"sangat bagus ni ShopeePay,ya sayang nya pengajuan limit saya di tolak terus",sangat bagus ShopeePayya sayang pengajuan limit saya tolak terus
"sangat membantu, terimakasih",sangat membantu terimakasih
sangat membantu usaha saya,sangat membantu usaha saya
"full fitur, si biru akan tergeser sepertinya..",full fitur biru akan tergeser sepertinya
smoga di acc,smoga
"sejauh ini menggunakan spaylater bagus banget,,",sejauh menggunakan spaylater bagus banget
👍😎,
membuat hidup lebih mudah,membuat hidup lebih mudah
sngt bgus,sngt bgus
sangat membantu untuk membeli produk dari online,sangat membantu untuk membeli produk dari online
aplikany mntap,aplikany mntap
bagus dan memudahkan,bagus memudahkan
"sangat kecewa dengan aplikasi ini, padahal semua tunggakan di spinjam sudah lunas , kredit skor cukup baik, tetapi akun spinjam malah di bekukan, padahal saya sudah lama sekali menggunakan shope",sangat kecewa dengan aplikasi padahal semua tunggakan spinjam sudah lunas kredit skor cukup baik tetapi akun spinjam malah bekukan padahal saya sudah lama sekali menggunakan shope
bgs sih kpn bisa dpt cuan lg nih modal upgrade ke plus,bisa cuan modal upgrade plus
mantap sekali aplikasi shopee Pi karena fitur-fiturnya lengkap,mantap sekali aplikasi shopee karena fiturfiturnya lengkap
gbbisa buat spay later. selalu tdk valid padahal udah 100% bener dan sesuai KTP,gbbisa buat spay later selalu valid padahal udah bener sesuai
baru coba semoga mudah dan tidak ada kendala.,baru coba semoga mudah tidak kendala
mantap kali,mantap kali
lebih mudah digunakan,lebih mudah digunakan
"bagus, semoga selalu baguss lagi",bagus semoga selalu baguss lagi
nice and recommended,nice recommended
service exelent,service exelent
ngak ribet pemakaian yang pasti tranfernya banyak gratis smoga langgeng buksn promo,ngak ribet pemakaian yang pasti tranfernya banyak gratis smoga langgeng buksn promo
instimewah,instimewah
gods,gods
Dompet digital yang sangat membantu saat belanja online dan Trf ke E Wallet program internalnya juga oke bgt bebas iklan dan bug,Dompet digital yang sangat membantu saat belanja online Wallet program internalnya juga bebas iklan
sangat membantu dak baik,sangat membantu baik
bagus bagus bagus bagus bagus,bagus bagus bagus bagus bagus
"Terlalu ketat keamanan nya pake biometric sidik jari, pin, harus verifikasi muka tiap mau bayar, kadang malu kalau di tempat umum, berasa lagi verif pinjol",Terlalu ketat keamanan pake biometric sidik jari harus verifikasi muka tiap bayar kadang malu kalau tempat umum berasa lagi verif pinjol
love uu,love
bagus mempermudah hidup,bagus mempermudah hidup
plis shopee di metode pembayaran nya harus ada fitur Qris plissss biar kalo checkout ngak usah pake vitulacon🤭🙂‍↕️,plis shopee metode pembayaran harus fitur Qris plissss biar kalo checkout ngak usah pake vitulacon
kode otp nya g kekirim sama sekali padahal udah di spam masih aj belum terkirim an- emang,kode kekirim sama sekali padahal udah spam masih belum terkirim emang
"aplikasi yang sangat membantu kehidupan sehari-hari terimakasih banyak, semoga makin bermanfaat bagi umat manusia . . .",aplikasi yang sangat membantu kehidupan seharihari terimakasih banyak semoga makin bermanfaat bagi umat manusia
memudahkan pembayaran dan banyak promo,memudahkan pembayaran banyak promo
Saya uda bayar keterlmbatan tp kenapa akun saya masih dibekukan saya melakukan tranfer tp dana belum masuk ke penerimanya,Saya bayar keterlmbatan kenapa akun saya masih dibekukan saya melakukan tranfer dana belum masuk penerimanya
bagusssss sangat memudahkan transaksi dan mempercepat transaksi yg penting,bagusssss sangat memudahkan transaksi mempercepat transaksi penting
Cukup lengkap,Cukup lengkap
helpfull..Thanks,helpfullThanks
parah bener ganti device bari jadi gabisa transaksi. udah nunggu 1x24jam masih aja gabisa transaksi. bikin laporan ke CS jawabannya masih aja sama belum ada kejelasan.,parah bener ganti device bari jadi gabisa transaksi udah nunggu 1x24jam masih gabisa transaksi bikin laporan jawabannya masih sama belum kejelasan
luar biasa. Shopee no 1,luar biasa Shopee
mudah dan praktis untuk di gunakan untuk alat pembayaran,mudah praktis untuk gunakan untuk alat pembayaran
"LELET KALI PALE SHOPEE INSTAN ,PERCUMA MURAH... KALAU LELET LAMBAT APLIKASINYA (buka driver nya. driver nya pas dapat semua bagus..) nunggu OK APLIKASINYA LAMBAAAT KALI BISA 2-3 JAM AN.. DAH BNAYAK YANG DI BATALIN .. GRAB JUGA CEPAT..",LELET KALI PALE SHOPEE INSTAN PERCUMA MURAH KALAU LELET LAMBAT APLIKASINYA buka driver driver dapat semua bagus nunggu APLIKASINYA LAMBAAAT KALI BISA BNAYAK YANG BATALIN GRAB JUGA CEPAT
"parah TF ke bank aja 2 hari baru terkirim, padal 1 negara, 1 mata uang",parah bank hari baru terkirim padal negara mata uang
amanah sangat membantu,amanah sangat membantu
biaya aman hemat dan terpercaya,biaya aman hemat terpercaya
Shopee sangat membantu saya dan keluarga,Shopee sangat membantu saya keluarga
cara ubah nmr yg udah ga aktif gimana min,cara ubah udah aktif gimana
Baguss sangat membantu sekali,Baguss sangat membantu sekali
aplikasinya sangat mudah di pakai dan memuaskan hati para pelanggan untuk mengakses ke arah yang lebih baik,aplikasinya sangat mudah pakai memuaskan hati para pelanggan untuk mengakses arah yang lebih baik
"sangat buruk , Pending transaksi sampai 3 Hari , saya tidak mrekomendasikan ini buat hal keuangan",sangat buruk Pending transaksi sampai Hari saya tidak mrekomendasikan buat keuangan
saya kasi 4 bintang dulu karna saya blm tau seperti apa,saya kasi bintang dulu karna saya seperti
shopeepay bagus saya kasih bintang lima karena bisa top up game,shopeepay bagus saya kasih bintang lima karena bisa game
mantap min,mantap
"bagus, menarik.dan untuk transaksi banyak pilihan sesuai kebutuhan",bagus menarikdan untuk transaksi banyak pilihan sesuai kebutuhan
baguss mudah di gunakann promo menarik serba seribu mantap,baguss mudah gunakann promo menarik serba seribu mantap
Shopee memudahkan & sgt membantu Terimakasih Shopee,Shopee memudahkan membantu Terimakasih Shopee
"susah baget login ya Kon****,me****,anj*****",susah baget login Konmeanj
aplikasi ini sangat membantu..,aplikasi sangat membantu
man tap,
belom coba semoga berguna,belom coba semoga berguna
memudahkan setiap transaksi,memudahkan setiap transaksi
pembayaran mudah tanpa ribet,pembayaran mudah tanpa ribet
transaksi sangat cepat,transaksi sangat cepat
kirim uang mudah gk bayar banyak discount enak lhh pokoknya pakai Shopee pay🥰,kirim uang mudah bayar banyak discount enak pokoknya pakai Shopee
kenapa kok selalu coba aplikasi pinjaman selalu nolak apa formalitas saja aplikasi ini,kenapa selalu coba aplikasi pinjaman selalu nolak formalitas saja aplikasi
sangat membantu n apk bagus,sangat membantu bagus
sangat membatu sukses untuk shopeepay,sangat membatu sukses untuk shopeepay
aku mau login dgn no hp kok susah? pdhl jaringanku bagud,login susah pdhl jaringanku bagud
kurang bgs tolong di hapus data saya,kurang tolong hapus data saya
🔥🔥🔥🔥,
iya mksh,mksh
terima kasih sudah membantu,terima kasih sudah membantu
semongah shoppe pay leter saya bisa diaktifkan,semongah shoppe leter saya bisa diaktifkan
lebih mudah dan terpercaya,lebih mudah terpercaya
mantaf memper mudah pembayaran,mantaf memper mudah pembayaran
mantullll,mantullll
5 BINTANG YAHH 😍😘😘,BINTANG YAHH
asli berguna harga pada murah banget,asli berguna harga pada murah banget
lebih gampang dan cepat,lebih gampang cepat
pin pin dari tadi mana pin gada,dari tadi mana gada
Shopee sll di dpn,Shopee
"sangat membatu ,Poko nya keren ShopeePay👍",sangat membatu Poko keren ShopeePay
kasi bintang 2 aja.. karna mau ngaktifin shopee pay dan SP pinjam nya di tolak terus.. padahal pake shopee udah lama dan sering banget belanja di ahopee..agak kecewA...,kasi bintang karna ngaktifin shopee pinjam tolak terus padahal pake shopee udah lama sering banget belanja ahopeeagak kecewA
kecewa bet sama shopee promo serba seribu nya Bulsitt..uang gua melayang banyak,kecewa sama shopee promo serba seribu Bulsittuang melayang banyak
memang terbaik,memang terbaik
ok.baru pertama coba,okbaru pertama coba
shoppe tempat belanja paling puas,shoppe tempat belanja paling puas
"bagus, mudah pengaplikasiannya",bagus mudah pengaplikasiannya
"selalu susah jarang dapat promo yang shopeepay serbu. padahal sudah datang paling awal antri scan barcode no 1 tetap tidak dapat, pembagian kuota bagaimana tidak jelas!!!! ada customer datang dengan hp banyak scan barcode sampai 4-8 hp yang berbeda yang dapat customer itu semua, tidak adil dan curang, masak satu orang customer bisa dapat 4-8,, yang lain nihil aneh!!!! lebih diperbanyak kuotanya, lalu sistem disetiap akun shopee paymya itu bagaimana tidak jelas banget!!!. susah pengajuan pinjm",selalu susah jarang dapat promo yang shopeepay serbu padahal sudah datang paling awal antri scan barcode tetap tidak dapat pembagian kuota bagaimana tidak jelas customer datang dengan banyak scan barcode sampai yang berbeda yang dapat customer semua tidak adil curang masak satu orang customer bisa dapat yang lain nihil aneh lebih diperbanyak kuotanya lalu sistem disetiap akun shopee paymya bagaimana tidak jelas banget susah pengajuan pinjm
sgt memuaskan,memuaskan
kecewaa ga sesuai harapan,kecewaa sesuai harapan
SANGAT AMAN UNTUK SIMPAN UANG,SANGAT AMAN UNTUK SIMPAN UANG
"i love shopeepay, is easy to use trusted and awesome",love shopeepay easy trusted awesome
baik byk untung iya,baik untung
mudah dalam berbelanja,mudah dalam berbelanja
sangat bagus dan sangat membantu nyaman di gunakan,sangat bagus sangat membantu nyaman gunakan
memudahkan akses,memudahkan akses
