full_text,clean_text,normalisasi_text,tokenize,stopword_removal,steming_data,label
Langsung aja chat @Polaris_stellar kalo mau buat/review cv cover letter sama linkedin konsultasi karir latihan interview. HR 6 tahun pengalaman dan tembus BUMN BCA mandiri paragon shopee pertamina unilever dan lainnya9 #zonauang #jokicv #jokilinkedin #zonaba #zonajajan,langsung chat polarisstellar kalo buatreview cover letter sama linkedin konsultasi karir latihan interview tahun pengalaman tembus bumn mandiri paragon shopee pertamina unilever lainnya zonauang jokicv jokilinkedin zonaba zonajajan,langsung chat polarisstellar kalau buatreview cover letter sama linkedin konsultasi karir latihan interview tahun pengalaman tembus bumn mandiri paragon shopee pertamina unilever lainnya zonauang jokicv jokilinkedin zonaba zonajajan,"['langsung', 'chat', 'polarisstellar', 'kalau', 'buatreview', 'cover', 'letter', 'sama', 'linkedin', 'konsultasi', 'karir', 'latihan', 'interview', 'tahun', 'pengalaman', 'tembus', 'bumn', 'mandiri', 'paragon', 'shopee', 'pertamina', 'unilever', 'lainnya', 'zonauang', 'jokicv', 'jokilinkedin', 'zonaba', 'zonajajan']","['langsung', 'chat', 'polarisstellar', 'buatreview', 'cover', 'letter', 'linkedin', 'konsultasi', 'karir', 'latihan', 'interview', 'pengalaman', 'tembus', 'bumn', 'mandiri', 'paragon', 'shopee', 'pertamina', 'unilever', 'zonauang', 'jokicv', 'jokilinkedin', 'zonaba', 'zonajajan']",langsung chat polarisstellar buatreview cover letter linkedin konsultasi karir latih interview alam tembus bumn mandiri paragon shopee pertamina unilever zonauang jokicv jokilinkedin zonaba zonajajan,
@tabloidlugas @taufik_bush @JeffrySentana @humasaceh @KemenkesRI @HumasPoldaAceh @kodam_im @pertamina @maharprastowo Terima kasih atas informasinya. Banjir di Langsa akhir November 2025 memang menyebabkan kelangkaan BBM dan kenaikan harga bahan pokok seperti dilaporkan BNPB dan media lokal. Bantuan sedang didistribusikan oleh pemerintah Aceh dan Pertamina meski ada keterlambatan di beberapa,tabloidlugas taufikbush jeffrysentana humasaceh kemenkesri humaspoldaaceh kodamim pertamina maharprastowo terima kasih atas informasinya banjir langsa akhir november  memang menyebabkan kelangkaan kenaikan harga bahan pokok seperti dilaporkan bnpb media lokal bantuan sedang didistribusikan oleh pemerintah aceh pertamina meski keterlambatan beberapa,tabloidlugas taufikbush jeffrysentana humasaceh kemenkesri humaspoldaaceh kodamim pertamina maharprastowo terima kasih atas informasinya banjir langsa akhir november memang menyebabkan kelangkaan kenaikan harga bahan pokok seperti dilaporkan bnpb media lokal bantuan sedang didistribusikan oleh pemerintah aceh pertamina meski keterlambatan beberapa,"['tabloidlugas', 'taufikbush', 'jeffrysentana', 'humasaceh', 'kemenkesri', 'humaspoldaaceh', 'kodamim', 'pertamina', 'maharprastowo', 'terima', 'kasih', 'atas', 'informasinya', 'banjir', 'langsa', 'akhir', 'november', 'memang', 'menyebabkan', 'kelangkaan', 'kenaikan', 'harga', 'bahan', 'pokok', 'seperti', 'dilaporkan', 'bnpb', 'media', 'lokal', 'bantuan', 'sedang', 'didistribusikan', 'oleh', 'pemerintah', 'aceh', 'pertamina', 'meski', 'keterlambatan', 'beberapa']","['tabloidlugas', 'taufikbush', 'jeffrysentana', 'humasaceh', 'kemenkesri', 'humaspoldaaceh', 'kodamim', 'pertamina', 'maharprastowo', 'terima', 'kasih', 'informasinya', 'banjir', 'langsa', 'november', 'menyebabkan', 'kelangkaan', 'kenaikan', 'harga', 'bahan', 'pokok', 'dilaporkan', 'bnpb', 'media', 'lokal', 'bantuan', 'didistribusikan', 'pemerintah', 'aceh', 'pertamina', 'keterlambatan']",tabloidlugas taufikbush jeffrysentana humasaceh kemenkesri humaspoldaaceh kodamim pertamina maharprastowo terima kasih informasi banjir langsa november sebab langka naik harga bahan pokok lapor bnpb media lokal bantu distribusi perintah aceh pertamina lambat,
IKI MANG YO NGONO SENG NGISI BENSIN PERTAMINA KAKEAN NGOMONG AE NGAREPKU JALUK 20K LAKOK DIISI 15K NGONO YO CENGAR CENGIR AE NGENTOT FOKUS O COK KOK ANTRIAN E AKEH BANGSAT MALAH NGOMONG AE BUKAN GAK OLEH NGOMONG CUKUP FOKUS O AE TOT,mang ngono seng ngisi bensin pertamina kakean ngomong ngarepku jaluk lakok diisi ngono cengar cengir ngentot fokus antrian akeh bangsat malah ngomong bukan oleh ngomong cukup fokus,memang ngono seng ngisi bensin pertamina kakean mengomong ngarepku jaluk lakok diisi ngono cengar cengir ngentot fokus antrian akeh bangsat malah mengomong bukan oleh mengomong cukup fokus,"['memang', 'ngono', 'seng', 'ngisi', 'bensin', 'pertamina', 'kakean', 'mengomong', 'ngarepku', 'jaluk', 'lakok', 'diisi', 'ngono', 'cengar', 'cengir', 'ngentot', 'fokus', 'antrian', 'akeh', 'bangsat', 'malah', 'mengomong', 'bukan', 'oleh', 'mengomong', 'cukup', 'fokus']","['ngono', 'seng', 'ngisi', 'bensin', 'pertamina', 'kakean', 'mengomong', 'ngarepku', 'jaluk', 'lakok', 'diisi', 'ngono', 'cengar', 'cengir', 'ngentot', 'fokus', 'antrian', 'akeh', 'bangsat', 'mengomong', 'mengomong', 'fokus']",ngono seng ngisi bensin pertamina kakean omong ngarepku jaluk lakok isi ngono cengar cengir ngentot fokus antri akeh bangsat omong omong fokus,
@jusSemangkaaaa huhuhu pertamina br sdar isi 25k ga smpe 2 liter,jussemangkaaaa huhuhu pertamina sdar smpe liter,jussemangkaaaa huhuhu pertamina sdar sampai liter,"['jussemangkaaaa', 'huhuhu', 'pertamina', 'sdar', 'sampai', 'liter']","['jussemangkaaaa', 'huhuhu', 'pertamina', 'sdar', 'liter']",jussemangkaaaa huhuhu pertamina sdar liter,
Dan juga Komisaris Independen Pertamina si Naniek Deyang orang Madiun itu,juga komisaris independen pertamina naniek deyang orang madiun,juga komisaris independen pertamina naniek deyang orang madiun,"['juga', 'komisaris', 'independen', 'pertamina', 'naniek', 'deyang', 'orang', 'madiun']","['komisaris', 'independen', 'pertamina', 'naniek', 'deyang', 'orang', 'madiun']",komisaris independen pertamina naniek deyang orang madiun,
Pertamina Bergerak! Truk logistik dan truk BBM udah masuk ke wilayah Aceh Tamiang meski jalan masih digenangin air pokoknya terabas terus aja deh demi bantuan bisa sampe ke lokasi yang jadi pusat banjir. Fokus diutamakan bantuan logistik dan evakuasi warga bisa lebih cepat. https://t.co/Ejpwx3IMwY,pertamina bergerak truk logistik truk udah masuk wilayah aceh tamiang meski jalan masih digenangin pokoknya terabas terus demi bantuan bisa sampe lokasi yang jadi pusat banjir fokus diutamakan bantuan logistik evakuasi warga bisa lebih cepat tcoejpwximwy,pertamina bergerak truk logistik truk sudah masuk wilayah aceh tamiang meski jalan masih digenangin pokoknya terabas terus demi bantuan bisa sampai lokasi yang jadi pusat banjir fokus diutamakan bantuan logistik evakuasi warga bisa lebih cepat tcoejpwximwy,"['pertamina', 'bergerak', 'truk', 'logistik', 'truk', 'sudah', 'masuk', 'wilayah', 'aceh', 'tamiang', 'meski', 'jalan', 'masih', 'digenangin', 'pokoknya', 'terabas', 'terus', 'demi', 'bantuan', 'bisa', 'sampai', 'lokasi', 'yang', 'jadi', 'pusat', 'banjir', 'fokus', 'diutamakan', 'bantuan', 'logistik', 'evakuasi', 'warga', 'bisa', 'lebih', 'cepat', 'tcoejpwximwy']","['pertamina', 'bergerak', 'truk', 'logistik', 'truk', 'masuk', 'wilayah', 'aceh', 'tamiang', 'jalan', 'digenangin', 'pokoknya', 'terabas', 'bantuan', 'lokasi', 'pusat', 'banjir', 'fokus', 'diutamakan', 'bantuan', 'logistik', 'evakuasi', 'warga', 'cepat', 'tcoejpwximwy']",pertamina gerak truk logistik truk masuk wilayah aceh tamiang jalan digenangin pokok rabas bantu lokasi pusat banjir fokus utama bantu logistik evakuasi warga cepat tcoejpwximwy,
Proyek RDMP Balikpapan terus memberikan dampak positif bagi Kota Balikpapan. Selain menjadi proyek strategis aktivitas pembangunan RDMP turut menggerakkan perekonomian kota dan membuka banyak peluang bagi masyarakat. Terima kasih kepada Pertamina yang telah banyak mempekerjakan https://t.co/57fnnrjmIh,proyek rdmp balikpapan terus memberikan dampak positif bagi kota balikpapan selain menjadi proyek strategis aktivitas pembangunan rdmp turut menggerakkan perekonomian kota membuka banyak peluang bagi masyarakat terima kasih kepada pertamina yang telah banyak mempekerjakan tcofnnrjmih,proyek rdmp balikpapan terus memberikan dampak positif bagi kota balikpapan selain menjadi proyek strategis aktivitas pembangunan rdmp turut menggerakkan perekonomian kota membuka banyak peluang bagi masyarakat terima kasih kepada pertamina yang telah banyak mempekerjakan tcofnnrjmih,"['proyek', 'rdmp', 'balikpapan', 'terus', 'memberikan', 'dampak', 'positif', 'bagi', 'kota', 'balikpapan', 'selain', 'menjadi', 'proyek', 'strategis', 'aktivitas', 'pembangunan', 'rdmp', 'turut', 'menggerakkan', 'perekonomian', 'kota', 'membuka', 'banyak', 'peluang', 'bagi', 'masyarakat', 'terima', 'kasih', 'kepada', 'pertamina', 'yang', 'telah', 'banyak', 'mempekerjakan', 'tcofnnrjmih']","['proyek', 'rdmp', 'balikpapan', 'dampak', 'positif', 'kota', 'balikpapan', 'proyek', 'strategis', 'aktivitas', 'pembangunan', 'rdmp', 'menggerakkan', 'perekonomian', 'kota', 'membuka', 'peluang', 'masyarakat', 'terima', 'kasih', 'pertamina', 'mempekerjakan', 'tcofnnrjmih']",proyek rdmp balikpapan dampak positif kota balikpapan proyek strategis aktivitas bangun rdmp gerak ekonomi kota buka peluang masyarakat terima kasih pertamina kerja tcofnnrjmih,positive
@pertamina135 @pertamina Kalau ingin menukar tabung bright gas 12kg ke tabung 5 5kg di kota jogja bisa di spbu coco? Dan berapa harganya?,pertamina pertamina kalau ingin menukar tabung bright kg tabung kota jogja bisa spbu coco berapa harganya,pertamina pertamina kalau ingin menukar tabung bright kg tabung kota jogja bisa spbu coco berapa harganya,"['pertamina', 'pertamina', 'kalau', 'ingin', 'menukar', 'tabung', 'bright', 'kg', 'tabung', 'kota', 'jogja', 'bisa', 'spbu', 'coco', 'berapa', 'harganya']","['pertamina', 'pertamina', 'menukar', 'tabung', 'bright', 'kg', 'tabung', 'kota', 'jogja', 'spbu', 'coco', 'harganya']",pertamina pertamina tukar tabung bright kg tabung kota jogja spbu coco harga,
Bjir sepupuku kerja di pertamina tapi wajar sih bapaknya pensiunan dosen jadi relasinya banyak.,bjir sepupuku kerja pertamina tapi wajar bapaknya pensiunan dosen jadi relasinya banyak,bjir sepupuku kerja pertamina tapi wajar bapaknya pensiunan dosen jadi relasinya banyak,"['bjir', 'sepupuku', 'kerja', 'pertamina', 'tapi', 'wajar', 'bapaknya', 'pensiunan', 'dosen', 'jadi', 'relasinya', 'banyak']","['bjir', 'sepupuku', 'kerja', 'pertamina', 'wajar', 'bapaknya', 'pensiunan', 'dosen', 'relasinya']",bjir sepupu kerja pertamina wajar bapak pensiun dosen relasi,
Narasumber dari PPATK Stranas PK Ditjen Pajak Kementerian ESDM dan Pertamina memberikan rekomendasi teknis dan kebijakan lanjutan. #KementerianHukum #KanwilKemenkumDIY #LayananHukumMakinMudah #Setahunberdampak Kanwil Kemenkum DIY Setahun Bekerja Bergerak - Berdampak ,narasumber dari ppatk stranas ditjen pajak kementerian esdm pertamina memberikan rekomendasi teknis kebijakan lanjutan kementerianhukum kanwilkemenkumdiy layananhukummakinmudah setahunberdampak kanwil kemenkum setahun bekerja bergerak berdampak,narasumber dari ppatk stranas ditjen pajak kementerian esdm pertamina memberikan rekomendasi teknis kebijakan lanjutan kementerianhukum kanwilkemenkumdiy layananhukummakinmudah setahunberdampak kanwil kemenkum setahun bekerja bergerak berdampak,"['narasumber', 'dari', 'ppatk', 'stranas', 'ditjen', 'pajak', 'kementerian', 'esdm', 'pertamina', 'memberikan', 'rekomendasi', 'teknis', 'kebijakan', 'lanjutan', 'kementerianhukum', 'kanwilkemenkumdiy', 'layananhukummakinmudah', 'setahunberdampak', 'kanwil', 'kemenkum', 'setahun', 'bekerja', 'bergerak', 'berdampak']","['narasumber', 'ppatk', 'stranas', 'ditjen', 'pajak', 'kementerian', 'esdm', 'pertamina', 'rekomendasi', 'teknis', 'kebijakan', 'lanjutan', 'kementerianhukum', 'kanwilkemenkumdiy', 'layananhukummakinmudah', 'setahunberdampak', 'kanwil', 'kemenkum', 'setahun', 'bergerak', 'berdampak']",narasumber ppatk stranas ditjen pajak menteri esdm pertamina rekomendasi teknis bijak lanjut kementerianhukum kanwilkemenkumdiy layananhukummakinmudah setahunberdampak kanwil kemenkum tahun gerak dampak,
pengen jadi petugas pertamina ,pengen jadi petugas pertamina,pengin jadi petugas pertamina,"['pengin', 'jadi', 'petugas', 'pertamina']","['pengin', 'petugas', 'pertamina']",pengin tugas pertamina,
Pak @prabowo tolong sikat mafia @pertamina aspal curah di Jawa Timur langka ditahan tdk dikeluarkan. Mengakibatkan semua proyek jalan hotmix tertunda,prabowo tolong sikat mafia pertamina aspal curah jawa timur langka ditahan dikeluarkan mengakibatkan semua proyek jalan hotmix tertunda,prabowo tolong sikat mafia pertamina aspal curah jawa timur langka ditahan dikeluarkan mengakibatkan semua proyek jalan hotmix tertunda,"['prabowo', 'tolong', 'sikat', 'mafia', 'pertamina', 'aspal', 'curah', 'jawa', 'timur', 'langka', 'ditahan', 'dikeluarkan', 'mengakibatkan', 'semua', 'proyek', 'jalan', 'hotmix', 'tertunda']","['prabowo', 'tolong', 'sikat', 'mafia', 'pertamina', 'aspal', 'curah', 'jawa', 'timur', 'langka', 'ditahan', 'dikeluarkan', 'mengakibatkan', 'proyek', 'jalan', 'hotmix', 'tertunda']",prabowo tolong sikat mafia pertamina aspal curah jawa timur langka tahan keluar akibat proyek jalan hotmix tunda,
@Aceh @pertamina @BNPB_Indonesia @Puspen_TNI Darurat listrik gas bbm telur sinyal komunikasi. Semoga segera normal kembali,aceh pertamina bnpbindonesia puspentni darurat listrik telur sinyal komunikasi semoga segera normal kembali,aceh pertamina bnpbindonesia puspentni darurat listrik telur sinyal komunikasi semoga segera normal kembali,"['aceh', 'pertamina', 'bnpbindonesia', 'puspentni', 'darurat', 'listrik', 'telur', 'sinyal', 'komunikasi', 'semoga', 'segera', 'normal', 'kembali']","['aceh', 'pertamina', 'bnpbindonesia', 'puspentni', 'darurat', 'listrik', 'telur', 'sinyal', 'komunikasi', 'semoga', 'normal']",aceh pertamina bnpbindonesia puspentni darurat listrik telur sinyal komunikasi moga normal,
Harusnya Pertamina yang kena denda jika temukan ada kendaraan yang beremisi tinggi. Semua ranmor beli BBM bermasalah itu dari Pertamina https://t.co/76EFaVWJ0I,harusnya pertamina yang kena denda jika temukan kendaraan yang beremisi tinggi semua ranmor beli bermasalah dari pertamina tcoefavwji,harusnya pertamina yang kena denda jika temukan kendaraan yang beremisi tinggi semua ranmor beli bermasalah dari pertamina tcoefavwji,"['harusnya', 'pertamina', 'yang', 'kena', 'denda', 'jika', 'temukan', 'kendaraan', 'yang', 'beremisi', 'tinggi', 'semua', 'ranmor', 'beli', 'bermasalah', 'dari', 'pertamina', 'tcoefavwji']","['pertamina', 'kena', 'denda', 'temukan', 'kendaraan', 'beremisi', 'ranmor', 'beli', 'bermasalah', 'pertamina', 'tcoefavwji']",pertamina kena denda temu kendara emis ranmor beli masalah pertamina tcoefavwji,
Pasokan BBM dan alat berat dari #Pertamina #PUPR dan #Kemenhub terus lancar dari Medan ke Aceh Tamiang! Jalur darat semakin baik tiap hari akses kembali terbuka lebar dan aman. https://t.co/pbOUS0Ve2u,pasokan alat berat dari pertamina pupr kemenhub terus lancar dari medan aceh tamiang jalur darat semakin baik tiap hari akses kembali terbuka lebar aman tcopbousveu,pasokan alat berat dari pertamina pupr kemenhub terus lancar dari medan aceh tamiang jalur darat semakin baik tiap hari akses kembali terbuka lebar aman tcopbousveu,"['pasokan', 'alat', 'berat', 'dari', 'pertamina', 'pupr', 'kemenhub', 'terus', 'lancar', 'dari', 'medan', 'aceh', 'tamiang', 'jalur', 'darat', 'semakin', 'baik', 'tiap', 'hari', 'akses', 'kembali', 'terbuka', 'lebar', 'aman', 'tcopbousveu']","['pasokan', 'alat', 'berat', 'pertamina', 'pupr', 'kemenhub', 'lancar', 'medan', 'aceh', 'tamiang', 'jalur', 'darat', 'akses', 'terbuka', 'lebar', 'aman', 'tcopbousveu']",pasok alat berat pertamina pupr kemenhub lancar medan aceh tamiang jalur darat akses buka lebar aman tcopbousveu,
@nasihangatz Naik terus tpi pertamina tetep rugi ,nasihangatz naik terus pertamina tetep rugi,nasihangatz naik terus pertamina tetap rugi,"['nasihangatz', 'naik', 'terus', 'pertamina', 'tetap', 'rugi']","['nasihangatz', 'pertamina', 'rugi']",nasihangatz pertamina rugi,
Di tengah jalur darat yang putus dan akses yang tersendat akibat bencana di Sumatra sejumlah mobil tangki LPG skid tank bergerak perlahan meninggalkan Integrated Terminal (IT) Teluk Kabung Selasa 2 Desember 2025. Baca berita selengkapnya https://t.co/jCQat9uQG4,tengah jalur darat yang putus akses yang tersendat akibat bencana sumatra sejumlah mobil tangki skid tank bergerak perlahan meninggalkan integrated terminal teluk kabung selasa desember  baca berita selengkapnya tcojcqatuqg,tengah jalur darat yang putus akses yang tersendat akibat bencana sumatra sejumlah mobil tangki skid tank bergerak perlahan meninggalkan integrated terminal teluk kabung selasa desember baca berita selengkapnya tcojcqatuqg,"['tengah', 'jalur', 'darat', 'yang', 'putus', 'akses', 'yang', 'tersendat', 'akibat', 'bencana', 'sumatra', 'sejumlah', 'mobil', 'tangki', 'skid', 'tank', 'bergerak', 'perlahan', 'meninggalkan', 'integrated', 'terminal', 'teluk', 'kabung', 'selasa', 'desember', 'baca', 'berita', 'selengkapnya', 'tcojcqatuqg']","['jalur', 'darat', 'putus', 'akses', 'tersendat', 'akibat', 'bencana', 'sumatra', 'mobil', 'tangki', 'skid', 'tank', 'bergerak', 'perlahan', 'meninggalkan', 'integrated', 'terminal', 'teluk', 'kabung', 'selasa', 'desember', 'baca', 'berita', 'selengkapnya', 'tcojcqatuqg']",jalur darat putus akses sendat akibat bencana sumatra mobil tangki skid tank gerak perlahan tinggal integrated terminal teluk kabung selasa desember baca berita lengkap tcojcqatuqg,
@pertamina Halo saya ahmad mau tanya apakah ketentuan disetiap SPBU untuk pembelian pertalite roda dua wajib menggunakan mesin edc ?,pertamina halo saya ahmad tanya apakah ketentuan disetiap spbu untuk pembelian pertalite roda wajib menggunakan mesin,pertamina halo saya ahmad tanya apakah ketentuan disetiap spbu untuk pembelian pertalite roda wajib menggunakan mesin,"['pertamina', 'halo', 'saya', 'ahmad', 'tanya', 'apakah', 'ketentuan', 'disetiap', 'spbu', 'untuk', 'pembelian', 'pertalite', 'roda', 'wajib', 'menggunakan', 'mesin']","['pertamina', 'halo', 'ahmad', 'ketentuan', 'disetiap', 'spbu', 'pembelian', 'pertalite', 'roda', 'wajib', 'mesin']",pertamina halo ahmad tentu tiap spbu beli pertalite roda wajib mesin,
Penyediaan BBM dan alat berat dari Pertamina Kementerian Pekerjaan Umum dan Kementerian Perhubungan dalam perjalanan dari Medan menuju Aceh Tamiang. Pemulihan akses jalur darat sedang dan terus dilakukan sehingga seiring waktu kondisi jalan akan lebih baik dan semakin bisa https://t.co/DjbhbOK5rZ,penyediaan alat berat dari pertamina kementerian pekerjaan umum kementerian perhubungan dalam perjalanan dari medan menuju aceh tamiang pemulihan akses jalur darat sedang terus dilakukan sehingga seiring waktu kondisi jalan akan lebih baik semakin bisa tcodjbhbokrz,penyediaan alat berat dari pertamina kementerian pekerjaan umum kementerian perhubungan dalam perjalanan dari medan menuju aceh tamiang pemulihan akses jalur darat sedang terus dilakukan sehingga seiring waktu kondisi jalan akan lebih baik semakin bisa tcodjbhbokrz,"['penyediaan', 'alat', 'berat', 'dari', 'pertamina', 'kementerian', 'pekerjaan', 'umum', 'kementerian', 'perhubungan', 'dalam', 'perjalanan', 'dari', 'medan', 'menuju', 'aceh', 'tamiang', 'pemulihan', 'akses', 'jalur', 'darat', 'sedang', 'terus', 'dilakukan', 'sehingga', 'seiring', 'waktu', 'kondisi', 'jalan', 'akan', 'lebih', 'baik', 'semakin', 'bisa', 'tcodjbhbokrz']","['penyediaan', 'alat', 'berat', 'pertamina', 'kementerian', 'pekerjaan', 'kementerian', 'perhubungan', 'perjalanan', 'medan', 'aceh', 'tamiang', 'pemulihan', 'akses', 'jalur', 'darat', 'seiring', 'kondisi', 'jalan', 'tcodjbhbokrz']",sedia alat berat pertamina menteri kerja menteri hubung jalan medan aceh tamiang pulih akses jalur darat iring kondisi jalan tcodjbhbokrz,positive
@yourtinysamo Chat ke kak @Polaris_stellar aja. HR 6 tahun pengalaman udah banyak yang tembus BUMN shopee BCA paragon pertamina dll8,yourtinysamo chat polarisstellar tahun pengalaman udah banyak yang tembus bumn shopee paragon pertamina dll,yourtinysamo chat polarisstellar tahun pengalaman sudah banyak yang tembus bumn shopee paragon pertamina dll,"['yourtinysamo', 'chat', 'polarisstellar', 'tahun', 'pengalaman', 'sudah', 'banyak', 'yang', 'tembus', 'bumn', 'shopee', 'paragon', 'pertamina', 'dll']","['yourtinysamo', 'chat', 'polarisstellar', 'pengalaman', 'tembus', 'bumn', 'shopee', 'paragon', 'pertamina', 'dll']",yourtinysamo chat polarisstellar alam tembus bumn shopee paragon pertamina dll,
@ade_kang Wah superhero Cipanas Cianjur siap libas Pertamina kalau rusak hutan! Tapi tenang ini candaan ya. Pertamina lagi jalankan program REVIVE 2025 buat restorasi sungai &amp; lingkungan (sumber situs resmi). Kalau serius care yuk pantau update seismic di BMKG. Prediksi Profesor X mu,adekang superhero cipanas cianjur siap libas pertamina kalau rusak hutan tapi tenang candaan pertamina lagi jalankan program revive  buat restorasi sungai lingkungan sumber situs resmi kalau serius care pantau update seismic bmkg prediksi profesor,adekang superhero cipanas cianjur siap libas pertamina kalau rusak hutan tapi tenang candaan pertamina lagi jalankan program revive buat restorasi sungai lingkungan sumber situs resmi kalau serius care pantau update seismic bmkg prediksi profesor,"['adekang', 'superhero', 'cipanas', 'cianjur', 'siap', 'libas', 'pertamina', 'kalau', 'rusak', 'hutan', 'tapi', 'tenang', 'candaan', 'pertamina', 'lagi', 'jalankan', 'program', 'revive', 'buat', 'restorasi', 'sungai', 'lingkungan', 'sumber', 'situs', 'resmi', 'kalau', 'serius', 'care', 'pantau', 'update', 'seismic', 'bmkg', 'prediksi', 'profesor']","['adekang', 'superhero', 'cipanas', 'cianjur', 'libas', 'pertamina', 'rusak', 'hutan', 'tenang', 'candaan', 'pertamina', 'jalankan', 'program', 'revive', 'restorasi', 'sungai', 'lingkungan', 'sumber', 'situs', 'resmi', 'serius', 'care', 'pantau', 'update', 'seismic', 'bmkg', 'prediksi', 'profesor']",adekang superhero cipanas cianjur libas pertamina rusak hutan tenang canda pertamina jalan program revive restorasi sungai lingkung sumber situs resmi serius care pantau update seismic bmkg prediksi profesor,positive
@grok Sebagai superhero Cipanas Cianjur aku akan menjaga lingkungan hutan alam jika Pertamina merusak akan ku bumi hancurkan dan ku libas ku benamkan ke dalam tanah biar menyatu biar minyak bbm meledak tuh hancur terus gempa bumi ini baru candaan jika serius i care,grok sebagai superhero cipanas cianjur akan menjaga lingkungan hutan alam jika pertamina merusak akan bumi hancurkan libas benamkan dalam tanah biar menyatu biar minyak meledak hancur terus gempa bumi baru candaan jika serius care,grok sebagai superhero cipanas cianjur akan menjaga lingkungan hutan alam jika pertamina merusak akan bumi hancurkan libas benamkan dalam tanah biar menyatu biar minyak meledak hancur terus gempa bumi baru candaan jika serius care,"['grok', 'sebagai', 'superhero', 'cipanas', 'cianjur', 'akan', 'menjaga', 'lingkungan', 'hutan', 'alam', 'jika', 'pertamina', 'merusak', 'akan', 'bumi', 'hancurkan', 'libas', 'benamkan', 'dalam', 'tanah', 'biar', 'menyatu', 'biar', 'minyak', 'meledak', 'hancur', 'terus', 'gempa', 'bumi', 'baru', 'candaan', 'jika', 'serius', 'care']","['grok', 'superhero', 'cipanas', 'cianjur', 'menjaga', 'lingkungan', 'hutan', 'alam', 'pertamina', 'merusak', 'bumi', 'hancurkan', 'libas', 'benamkan', 'tanah', 'biar', 'menyatu', 'biar', 'minyak', 'meledak', 'hancur', 'gempa', 'bumi', 'candaan', 'serius', 'care']",grok superhero cipanas cianjur jaga lingkung hutan alam pertamina rusak bumi hancur libas benam tanah biar satu biar minyak ledak hancur gempa bumi canda serius care,
HAHAHHA IYA BGT ANJIR DI RUMAHKU CM ADA PERTAMINA,hahahha anjir rumahku pertamina,hahahha anjir rumahku pertamina,"['hahahha', 'anjir', 'rumahku', 'pertamina']","['hahahha', 'anjir', 'rumahku', 'pertamina']",hahahha anjir rumah pertamina,
@ade_kang Wah prediksi gempa Cianjur Cipanas lagi nih! Baru aja ada gempa kecil 2.1 SR pagi ini (2 Des 2025 sumber Volcano Discovery) tapi belum signifikan. Pertamina emang lagi kontroversi besar korupsi impor minyak kerugian Rp193T (sumber Wikipedia). Telepatimu Profesor X mantap ,adekang prediksi gempa cianjur cipanas lagi baru gempa kecil pagi  sumber volcano discovery tapi belum signifikan pertamina emang lagi kontroversi besar korupsi impor minyak kerugian rpt sumber wikipedia telepatimu profesor mantap,adekang prediksi gempa cianjur cipanas lagi baru gempa kecil pagi sumber volcano discovery tapi belum signifikan pertamina memang lagi kontroversi besar korupsi impor minyak kerugian rpt sumber wikipedia telepatimu profesor mantap,"['adekang', 'prediksi', 'gempa', 'cianjur', 'cipanas', 'lagi', 'baru', 'gempa', 'kecil', 'pagi', 'sumber', 'volcano', 'discovery', 'tapi', 'belum', 'signifikan', 'pertamina', 'memang', 'lagi', 'kontroversi', 'besar', 'korupsi', 'impor', 'minyak', 'kerugian', 'rpt', 'sumber', 'wikipedia', 'telepatimu', 'profesor', 'mantap']","['adekang', 'prediksi', 'gempa', 'cianjur', 'cipanas', 'gempa', 'pagi', 'sumber', 'volcano', 'discovery', 'signifikan', 'pertamina', 'kontroversi', 'korupsi', 'impor', 'minyak', 'kerugian', 'rpt', 'sumber', 'wikipedia', 'telepatimu', 'profesor', 'mantap']",adekang prediksi gempa cianjur cipanas gempa pagi sumber volcano discovery signifikan pertamina kontroversi korupsi impor minyak rugi rpt sumber wikipedia telepati profesor mantap,
@jimans_ hadah pertamina ini di isi kencing kali ya,jimans hadah pertamina kencing kali,jimans hadah pertamina kencing kali,"['jimans', 'hadah', 'pertamina', 'kencing', 'kali']","['jimans', 'hadah', 'pertamina', 'kencing', 'kali']",jimans hadah pertamina kencing kali,
