Review text,clean_text,normalisasi_text,tokenize,stopword_removal,steming_data,score,label
semoga semakin maju dan bisa selalu di perbaiki jiga ada masalah keluhan. thx,semoga semakin maju bisa selalu perbaiki jiga masalah keluhan,semoga semakin maju bisa selalu perbaiki jiga masalah keluhan,"['semoga', 'semakin', 'maju', 'bisa', 'selalu', 'perbaiki', 'jiga', 'masalah', 'keluhan']","['semoga', 'maju', 'perbaiki', 'jiga', 'keluhan']",moga maju baik jiga keluh,4,positive
"Metode pembayaran ShopeePay belanja di shopee jangan terlalu tinggi, cukup 1ribu saja. hal ini akan dapat meningkatkan pengguna shopeepay",metode pembayaran shopeepay belanja shopee jangan terlalu tinggi cukup ribu saja akan dapat meningkatkan pengguna shopeepay,metode pembayaran shopeepay belanja shopee jangan terlalu tinggi cukup ribu saja akan dapat meningkatkan pengguna shopeepay,"['metode', 'pembayaran', 'shopeepay', 'belanja', 'shopee', 'jangan', 'terlalu', 'tinggi', 'cukup', 'ribu', 'saja', 'akan', 'dapat', 'meningkatkan', 'pengguna', 'shopeepay']","['metode', 'pembayaran', 'shopeepay', 'belanja', 'shopee', 'ribu', 'meningkatkan', 'pengguna', 'shopeepay']",metode bayar shopeepay belanja shopee ribu tingkat guna shopeepay,0,neutral
baguss mudah di gunakan,baguss mudah gunakan,bagus mudah gunakan,"['bagus', 'mudah', 'gunakan']","['bagus', 'mudah']",bagus mudah,6,positive
mantaapp poko nya josss aplikasi shopeePay..,mantaapp poko josss aplikasi shopeepay,mantaapp pokok josss aplikasi shopeepay,"['mantaapp', 'pokok', 'josss', 'aplikasi', 'shopeepay']","['mantaapp', 'pokok', 'josss', 'aplikasi', 'shopeepay']",mantaapp pokok josss aplikasi shopeepay,-1,negative
optimalkan sistem,optimalkan sistem,optimalkan sistem,"['optimalkan', 'sistem']","['optimalkan', 'sistem']",optimal sistem,-4,negative
gak bisa pinjam,bisa pinjam,bisa pinjam,"['bisa', 'pinjam']",['pinjam'],pinjam,0,neutral
mudah belanja dan murah,mudah belanja murah,mudah belanja murah,"['mudah', 'belanja', 'murah']","['mudah', 'belanja', 'murah']",mudah belanja murah,9,positive
keren. Transfer gratis dan update setelah TF cepet. hanya saja kebanyakan fitur dan iklan yg membuat tampilan bikin pusing. harap Beri perhatikan ama pihak shopee ya,keren transfer gratis update setelah cepet hanya saja kebanyakan fitur iklan membuat tampilan bikin pusing harap beri perhatikan pihak shopee,keren transfer gratis update setelah cepat hanya saja kebanyakan fitur iklan membuat tampilan bikin pusing harap beri perhatikan pihak shopee,"['keren', 'transfer', 'gratis', 'update', 'setelah', 'cepat', 'hanya', 'saja', 'kebanyakan', 'fitur', 'iklan', 'membuat', 'tampilan', 'bikin', 'pusing', 'harap', 'beri', 'perhatikan', 'pihak', 'shopee']","['keren', 'transfer', 'gratis', 'update', 'cepat', 'kebanyakan', 'fitur', 'iklan', 'tampilan', 'bikin', 'pusing', 'harap', 'perhatikan', 'shopee']",keren transfer gratis update cepat banyak fitur iklan tampil bikin pusing harap perhati shopee,10,positive
puas pake pay later,puas pake later,puas pakai later,"['puas', 'pakai', 'later']","['puas', 'pakai', 'later']",puas pakai later,3,positive
Masuk,masuk,masuk,['masuk'],['masuk'],masuk,-3,negative
kenapa akun saya di batasi? padahal saya ga melakukan tindakan yang melanggar ketentuan shopee,kenapa akun saya batasi padahal saya melakukan tindakan yang melanggar ketentuan shopee,kenapa akun saya batasi padahal saya melakukan tindakan yang melanggar ketentuan shopee,"['kenapa', 'akun', 'saya', 'batasi', 'padahal', 'saya', 'melakukan', 'tindakan', 'yang', 'melanggar', 'ketentuan', 'shopee']","['akun', 'batasi', 'tindakan', 'melanggar', 'ketentuan', 'shopee']",akun batas tindak langgar tentu shopee,-6,negative
"GHOVVLOK KENAL AJA KAGA DI MASUKIN KE NOMOR DARURAT, NAGIH-NAGIH. LOLOT",ghovvlok kenal kaga masukin nomor darurat nagihnagih lolot,ghovvlok kenal kagak memasuki nomor darurat nagihnagih lolot,"['ghovvlok', 'kenal', 'kagak', 'memasuki', 'nomor', 'darurat', 'nagihnagih', 'lolot']","['ghovvlok', 'kenal', 'kagak', 'memasuki', 'nomor', 'darurat', 'nagihnagih', 'lolot']",ghovvlok kenal kagak pasuk nomor darurat nagihnagih lolot,3,positive
aplikasi yang sangat bermanfaat dan mudah dalam penggunaan ny serta sangat membatu dalam melakukan kegiatan pemabayaran,aplikasi yang sangat bermanfaat mudah dalam penggunaan serta sangat membatu dalam melakukan kegiatan pemabayaran,aplikasi yang sangat bermanfaat mudah dalam penggunaan serta sangat membatu dalam melakukan kegiatan pemabayaran,"['aplikasi', 'yang', 'sangat', 'bermanfaat', 'mudah', 'dalam', 'penggunaan', 'serta', 'sangat', 'membatu', 'dalam', 'melakukan', 'kegiatan', 'pemabayaran']","['aplikasi', 'bermanfaat', 'mudah', 'penggunaan', 'membatu', 'kegiatan', 'pemabayaran']",aplikasi manfaat mudah guna batu giat pemabayaran,8,positive
"LAMBAT BANGET DALAM MENGATISIPASI KELUHAN DARI PENGGUNA,Sudah 4 kali saya kirim tidak ada balasan apa apa tentang KTP sudah ada di akun lain,kalau sudah direspon saya ubah bintang..",lambat banget dalam mengatisipasi keluhan dari penggunasudah kali saya kirim tidak balasan tentang sudah akun lainkalau sudah direspon saya ubah bintang,lambat banget dalam mengatisipasi keluhan dari penggunasudah kali saya kirim tidak balasan tentang sudah akun lainkalau sudah direspon saya ubah bintang,"['lambat', 'banget', 'dalam', 'mengatisipasi', 'keluhan', 'dari', 'penggunasudah', 'kali', 'saya', 'kirim', 'tidak', 'balasan', 'tentang', 'sudah', 'akun', 'lainkalau', 'sudah', 'direspon', 'saya', 'ubah', 'bintang']","['lambat', 'banget', 'mengatisipasi', 'keluhan', 'penggunasudah', 'kali', 'kirim', 'balasan', 'akun', 'lainkalau', 'direspon', 'ubah', 'bintang']",lambat banget mengatisipasi keluh penggunasudah kali kirim balas akun lainkalau direspon ubah bintang,5,positive
bner bagus 👍👍,bner bagus,benar bagus,"['benar', 'bagus']",['bagus'],bagus,2,positive
ga jadi download keluhan bintang 1 nya ga pernah di tanggapi,jadi download keluhan bintang pernah tanggapi,jadi download keluhan bintang pernah tanggapi,"['jadi', 'download', 'keluhan', 'bintang', 'pernah', 'tanggapi']","['download', 'keluhan', 'bintang', 'tanggapi']",download keluh bintang tanggap,3,positive
cukup membantu dan mempermudah dalam pembayaran,cukup membantu mempermudah dalam pembayaran,cukup membantu mempermudah dalam pembayaran,"['cukup', 'membantu', 'mempermudah', 'dalam', 'pembayaran']","['membantu', 'mempermudah', 'pembayaran']",bantu mudah bayar,8,positive
super sekali,super sekali,super sekali,"['super', 'sekali']",['super'],super,3,positive
sangat mempermudah transaksi ke bang manapun,sangat mempermudah transaksi bang manapun,sangat mempermudah transaksi abang manapun,"['sangat', 'mempermudah', 'transaksi', 'abang', 'manapun']","['mempermudah', 'transaksi', 'abang', 'manapun']",mudah transaksi abang mana,8,positive
internet jangan dihapus biar dapet akses lengkap spam rekening bank..yang pasti ada rewadrnya dari upload foto nya,internet jangan dihapus biar dapet akses lengkap spam rekening bankyang pasti rewadrnya dari upload foto,internet jangan dihapus biar dapat akses lengkap spam rekening bankyang pasti rewadrnya dari upload foto,"['internet', 'jangan', 'dihapus', 'biar', 'dapat', 'akses', 'lengkap', 'spam', 'rekening', 'bankyang', 'pasti', 'rewadrnya', 'dari', 'upload', 'foto']","['internet', 'dihapus', 'biar', 'akses', 'lengkap', 'spam', 'rekening', 'bankyang', 'rewadrnya', 'upload', 'foto']",internet hapus biar akses lengkap spam rekening bankyang rewadrnya upload foto,2,positive
sangat membantu...👍👍👍,sangat membantu,sangat membantu,"['sangat', 'membantu']",['membantu'],bantu,3,positive
bagus banget buat yg suka online shpee,bagus banget buat suka online shpee,bagus banget buat suka online shpee,"['bagus', 'banget', 'buat', 'suka', 'online', 'shpee']","['bagus', 'banget', 'suka', 'online', 'shpee']",bagus banget suka online shpee,6,positive
sangat berguna dan mudah digunakan,sangat berguna mudah digunakan,sangat berguna mudah digunakan,"['sangat', 'berguna', 'mudah', 'digunakan']","['berguna', 'mudah']",guna mudah,5,positive
bisa plus ngga ya,bisa plus ngga,bisa plus tidak,"['bisa', 'plus', 'tidak']",['plus'],plus,2,positive
"Aplikasi dungu, pembayaran pake Qris selalu gagal, udah buat laporan ke customer service tapi sampe sekarang gaada solusi, apus aja tuu fitur qris klo ga berfungsi. Mending pake ovo, gopay, dll lebih mudah.",aplikasi dungu pembayaran pake qris selalu gagal udah buat laporan customer service tapi sampe sekarang gaada solusi apus fitur qris berfungsi mending pake gopay lebih mudah,aplikasi dungu pembayaran pakai qris selalu gagal sudah buat laporan customer service tapi sampai sekarang tidak ada solusi hapus fitur qris berfungsi mending pakai gopay lebih mudah,"['aplikasi', 'dungu', 'pembayaran', 'pakai', 'qris', 'selalu', 'gagal', 'sudah', 'buat', 'laporan', 'customer', 'service', 'tapi', 'sampai', 'sekarang', 'tidak', 'ada', 'solusi', 'hapus', 'fitur', 'qris', 'berfungsi', 'mending', 'pakai', 'gopay', 'lebih', 'mudah']","['aplikasi', 'dungu', 'pembayaran', 'pakai', 'qris', 'gagal', 'laporan', 'customer', 'service', 'solusi', 'hapus', 'fitur', 'qris', 'berfungsi', 'mending', 'pakai', 'gopay', 'mudah']",aplikasi dungu bayar pakai qris gagal lapor customer service solusi hapus fitur qris fungsi mending pakai gopay mudah,-4,negative
"bagus aaya suka,yg penting jangan di persulit cara penggunaanya bagi orang²awam seperti saya,🙏👍👍👍👍👍🔯🔯🔯🔯🔯 & ini jempol & bintangnya,🙏saya kasih 5-5,😁😁😁🙏🙏🙏🤭🤭🤭🤭",bagus aaya sukayg penting jangan persulit cara penggunaanya bagi orangawam seperti saya jempol bintangnyasaya kasih,bagus aaya sukayg penting jangan persulit cara penggunaanya bagi orangawam seperti saya jempol bintangnyasaya kasih,"['bagus', 'aaya', 'sukayg', 'penting', 'jangan', 'persulit', 'cara', 'penggunaanya', 'bagi', 'orangawam', 'seperti', 'saya', 'jempol', 'bintangnyasaya', 'kasih']","['bagus', 'aaya', 'sukayg', 'persulit', 'penggunaanya', 'orangawam', 'jempol', 'bintangnyasaya', 'kasih']",bagus aaya sukayg sulit penggunaanya orangawam jempol bintangnyasaya kasih,8,positive
Mudah dan aman untuk transaksi beli barang,mudah aman untuk transaksi beli barang,mudah aman untuk transaksi beli barang,"['mudah', 'aman', 'untuk', 'transaksi', 'beli', 'barang']","['mudah', 'aman', 'transaksi', 'beli', 'barang']",mudah aman transaksi beli barang,10,positive
sangat membantu adanya aplikasi ini bisa buat belanja online membuat kita menjadi lebih mudah untuk pembayaran,sangat membantu adanya aplikasi bisa buat belanja online membuat kita menjadi lebih mudah untuk pembayaran,sangat membantu adanya aplikasi bisa buat belanja online membuat kita menjadi lebih mudah untuk pembayaran,"['sangat', 'membantu', 'adanya', 'aplikasi', 'bisa', 'buat', 'belanja', 'online', 'membuat', 'kita', 'menjadi', 'lebih', 'mudah', 'untuk', 'pembayaran']","['membantu', 'aplikasi', 'belanja', 'online', 'mudah', 'pembayaran']",bantu aplikasi belanja online mudah bayar,6,positive
ShopeePay-Dompet SerbaBisa,shopeepaydompet serbabisa,shopeepaydompet serbabisa,"['shopeepaydompet', 'serbabisa']","['shopeepaydompet', 'serbabisa']",shopeepaydompet serbabisa,0,neutral
membanbtu,membanbtu,membanbtu,['membanbtu'],['membanbtu'],membanbtu,0,neutral
ok terimakasih semoga aku nyaman,terimakasih semoga nyaman,terimakasih semoga nyaman,"['terimakasih', 'semoga', 'nyaman']","['terimakasih', 'semoga', 'nyaman']",terimakasih moga nyaman,10,positive
seru dan mentap tnp ribet,seru mentap ribet,seru mentap ribet,"['seru', 'mentap', 'ribet']","['seru', 'mentap', 'ribet']",seru tap ribet,1,positive
Terbaik dan sempurna sekali,terbaik sempurna sekali,terbaik sempurna sekali,"['terbaik', 'sempurna', 'sekali']","['terbaik', 'sempurna']",baik sempurna,6,positive
bagus baik okeh mantap sip sip. mudah baik,bagus baik okeh mantap mudah baik,bagus baik okeh mantap mudah baik,"['bagus', 'baik', 'okeh', 'mantap', 'mudah', 'baik']","['bagus', 'okeh', 'mantap', 'mudah']",bagus okeh mantap mudah,11,positive
"keren,dapat promo2 sangat menyenangkan...",kerendapat promo sangat menyenangkan,kerendapat promo sangat menyenangkan,"['kerendapat', 'promo', 'sangat', 'menyenangkan']","['kerendapat', 'promo', 'menyenangkan']",kerendapat promo senang,8,positive
"aplikasinya sangat bagus, tapi kenapa fitur merchant nya harus menunggu 1 hari agar bisa ditarik, itu sangat mengganggu",aplikasinya sangat bagus tapi kenapa fitur merchant harus menunggu hari agar bisa ditarik sangat mengganggu,aplikasinya sangat bagus tapi kenapa fitur merchant harus menunggu hari agar bisa ditarik sangat mengganggu,"['aplikasinya', 'sangat', 'bagus', 'tapi', 'kenapa', 'fitur', 'merchant', 'harus', 'menunggu', 'hari', 'agar', 'bisa', 'ditarik', 'sangat', 'mengganggu']","['aplikasinya', 'bagus', 'fitur', 'merchant', 'menunggu', 'ditarik', 'mengganggu']",aplikasi bagus fitur merchant tunggu tarik ganggu,-3,negative
mantap sekali shopee,mantap sekali shopee,mantap sekali shopee,"['mantap', 'sekali', 'shopee']","['mantap', 'shopee']",mantap shopee,5,positive
baguss banget,baguss banget,bagus banget,"['bagus', 'banget']","['bagus', 'banget']",bagus banget,3,positive
aplikasi nya bagus banget banget banget banget banget,aplikasi bagus banget banget banget banget banget,aplikasi bagus banget banget banget banget banget,"['aplikasi', 'bagus', 'banget', 'banget', 'banget', 'banget', 'banget']","['aplikasi', 'bagus', 'banget', 'banget', 'banget', 'banget', 'banget']",aplikasi bagus banget banget banget banget banget,3,positive
baguss🌟🌟🌟🌟🌟,baguss,bagus,['bagus'],['bagus'],bagus,2,positive
saya sbg affiliator selalu video saya dianggap mencuri padahal itu video punya saya. makin lama makin nyesel jadi affiliate shopee ditambah banyak kasus hack saldo shopee. semoga diperbaiki kedepannya.,saya affiliator selalu video saya dianggap mencuri padahal video punya saya makin lama makin nyesel jadi affiliate shopee ditambah banyak kasus hack saldo shopee semoga diperbaiki kedepannya,saya affiliator selalu video saya dianggap mencuri padahal video punya saya makin lama makin menyesal jadi affiliate shopee ditambah banyak kasus hack saldo shopee semoga diperbaiki kedepannya,"['saya', 'affiliator', 'selalu', 'video', 'saya', 'dianggap', 'mencuri', 'padahal', 'video', 'punya', 'saya', 'makin', 'lama', 'makin', 'menyesal', 'jadi', 'affiliate', 'shopee', 'ditambah', 'banyak', 'kasus', 'hack', 'saldo', 'shopee', 'semoga', 'diperbaiki', 'kedepannya']","['affiliator', 'video', 'dianggap', 'mencuri', 'video', 'menyesal', 'affiliate', 'shopee', 'ditambah', 'hack', 'saldo', 'shopee', 'semoga', 'diperbaiki', 'kedepannya']",affiliator video anggap curi video sesal affiliate shopee tambah hack saldo shopee moga baik depan,1,positive
Mudah melakukan transaksi di shopeepay dan Alhamdulillah belum menemui kendala dan lancar jaya dalam melakukan pembayaran melalui Shopeepay,mudah melakukan transaksi shopeepay alhamdulillah belum menemui kendala lancar jaya dalam melakukan pembayaran melalui shopeepay,mudah melakukan transaksi shopeepay alhamdulillah belum menemui kendala lancar jaya dalam melakukan pembayaran melalui shopeepay,"['mudah', 'melakukan', 'transaksi', 'shopeepay', 'alhamdulillah', 'belum', 'menemui', 'kendala', 'lancar', 'jaya', 'dalam', 'melakukan', 'pembayaran', 'melalui', 'shopeepay']","['mudah', 'transaksi', 'shopeepay', 'alhamdulillah', 'menemui', 'kendala', 'lancar', 'jaya', 'pembayaran', 'shopeepay']",mudah transaksi shopeepay alhamdulillah temu kendala lancar jaya bayar shopeepay,24,positive
"ga ada klaim 50.000 nya, uninstal aja lagi",klaim  uninstal lagi,klaim uninstal lagi,"['klaim', 'uninstal', 'lagi']","['klaim', 'uninstal']",klaim uninstal,0,neutral
semua nya bisa mudah pakai shopeepay..,semua bisa mudah pakai shopeepay,semua bisa mudah pakai shopeepay,"['semua', 'bisa', 'mudah', 'pakai', 'shopeepay']","['mudah', 'pakai', 'shopeepay']",mudah pakai shopeepay,4,positive
sakjosee,sakjosee,sakjosee,['sakjosee'],['sakjosee'],sakjosee,0,neutral
semoga lebih baik dan syar'i,semoga lebih baik syari,semoga lebih baik syari,"['semoga', 'lebih', 'baik', 'syari']","['semoga', 'syari']",moga syar,1,positive
"gak bagus ni Shopeepay, Spinjamanya besar bunga y, padahal belum jatu tempo bayar y.",bagus shopeepay spinjamanya besar bunga padahal belum jatu tempo bayar,bagus shopeepay spinjamanya besar bunga padahal belum jatu tempo bayar,"['bagus', 'shopeepay', 'spinjamanya', 'besar', 'bunga', 'padahal', 'belum', 'jatu', 'tempo', 'bayar']","['bagus', 'shopeepay', 'spinjamanya', 'bunga', 'jatu', 'tempo', 'bayar']",bagus shopeepay spinjamanya bunga jatu tempo bayar,7,positive
apapun jadi gampang,apapun jadi gampang,apapun jadi gampang,"['apapun', 'jadi', 'gampang']","['apapun', 'gampang']",apa gampang,1,positive
"shopeepay sangat membantu dompet digital yg aman dan simpel untuk transaksi maupun belanja,",shopeepay sangat membantu dompet digital aman simpel untuk transaksi maupun belanja,shopeepay sangat membantu dompet digital aman simpel untuk transaksi maupun belanja,"['shopeepay', 'sangat', 'membantu', 'dompet', 'digital', 'aman', 'simpel', 'untuk', 'transaksi', 'maupun', 'belanja']","['shopeepay', 'membantu', 'dompet', 'digital', 'aman', 'simpel', 'transaksi', 'belanja']",shopeepay bantu dompet digital aman simpel transaksi belanja,12,positive
goood...mudah....cepat,gooodmudahcepat,gooodmudahcepat,['gooodmudahcepat'],['gooodmudahcepat'],gooodmudahcepat,0,neutral
oke buat pembayaran,buat pembayaran,buat pembayaran,"['buat', 'pembayaran']",['pembayaran'],bayar,1,positive
aplikasinya sangat baik dan bagus,aplikasinya sangat baik bagus,aplikasinya sangat baik bagus,"['aplikasinya', 'sangat', 'baik', 'bagus']","['aplikasinya', 'bagus']",aplikasi bagus,-2,negative
mantap undang teman dapat hadiah,mantap undang teman dapat hadiah,mantap undang teman dapat hadiah,"['mantap', 'undang', 'teman', 'dapat', 'hadiah']","['mantap', 'undang', 'teman', 'hadiah']",mantap undang teman hadiah,11,positive
"pencairan Spinjam lambat tidak pernah telat pembayaran setiap bulan, mohon di tingkatkan sebelumnya tidak seperti ini....",pencairan spinjam lambat tidak pernah telat pembayaran setiap bulan mohon tingkatkan sebelumnya tidak seperti,pencairan spinjam lambat tidak pernah telat pembayaran setiap bulan mohon tingkatkan sebelumnya tidak seperti,"['pencairan', 'spinjam', 'lambat', 'tidak', 'pernah', 'telat', 'pembayaran', 'setiap', 'bulan', 'mohon', 'tingkatkan', 'sebelumnya', 'tidak', 'seperti']","['pencairan', 'spinjam', 'lambat', 'telat', 'pembayaran', 'mohon', 'tingkatkan']",cair spinjam lambat telat bayar mohon tingkat,-1,negative
"tambahkan opsi untuk melakukan pembatalan pada transaksi pengiriman uang dalam status ""sedang diproses"" . menunggu 1 hari itu terlalu lama jika dihadapkan dengan hal yang mendesak.",tambahkan opsi untuk melakukan pembatalan pada transaksi pengiriman uang dalam status sedang diproses menunggu hari terlalu lama jika dihadapkan dengan yang mendesak,tambahkan opsi untuk melakukan pembatalan pada transaksi pengiriman uang dalam status sedang diproses menunggu hari terlalu lama jika dihadapkan dengan yang mendesak,"['tambahkan', 'opsi', 'untuk', 'melakukan', 'pembatalan', 'pada', 'transaksi', 'pengiriman', 'uang', 'dalam', 'status', 'sedang', 'diproses', 'menunggu', 'hari', 'terlalu', 'lama', 'jika', 'dihadapkan', 'dengan', 'yang', 'mendesak']","['tambahkan', 'opsi', 'pembatalan', 'transaksi', 'pengiriman', 'uang', 'status', 'diproses', 'menunggu', 'dihadapkan', 'mendesak']",tambah opsi batal transaksi kirim uang status proses tunggu hadap desak,7,positive
"sagat bagus aplikasi shope ini dagat ,membantu belanja onlen jadi mudah,terima kasih shopee makin maju jaya selalu",sagat bagus aplikasi shope dagat membantu belanja onlen jadi mudahterima kasih shopee makin maju jaya selalu,sagat bagus aplikasi shope dagat membantu belanja onlen jadi mudahterima kasih shopee makin maju jaya selalu,"['sagat', 'bagus', 'aplikasi', 'shope', 'dagat', 'membantu', 'belanja', 'onlen', 'jadi', 'mudahterima', 'kasih', 'shopee', 'makin', 'maju', 'jaya', 'selalu']","['sagat', 'bagus', 'aplikasi', 'shope', 'dagat', 'membantu', 'belanja', 'onlen', 'mudahterima', 'kasih', 'shopee', 'maju', 'jaya']",sagat bagus aplikasi shope dagat bantu belanja onlen mudahterima kasih shopee maju jaya,9,positive
"verifikasi puluhan kali gak jadi jadi.setiap buka,ajukan ulang terus.hanya membuang buang waktu saja..MALESS BANGET",verifikasi puluhan kali jadi jadisetiap bukaajukan ulang terushanya membuang buang waktu sajamaless banget,verifikasi puluhan kali jadi jadisetiap bukaajukan ulang terushanya membuang buang waktu sajamaless banget,"['verifikasi', 'puluhan', 'kali', 'jadi', 'jadisetiap', 'bukaajukan', 'ulang', 'terushanya', 'membuang', 'buang', 'waktu', 'sajamaless', 'banget']","['verifikasi', 'puluhan', 'kali', 'jadisetiap', 'bukaajukan', 'ulang', 'terushanya', 'membuang', 'buang', 'sajamaless', 'banget']",verifikasi puluh kali jadisetiap bukaajukan ulang terushanya buang buang sajamaless banget,-5,negative
AKU Supe👨‍👨‍👦‍👦r👨‍👨‍👦‍👦👨‍❤️‍👨🌡️🌊 Re⚕️ward😴🚞😵🇵🇪😵👥👩‍👩‍👧‍👧!!!,super reward,super reward,"['super', 'reward']","['super', 'reward']",super reward,3,positive
Percobaan,percobaan,percobaan,['percobaan'],['percobaan'],coba,2,positive
setiap transaksi..lancar dan begitu mudah,setiap transaksilancar begitu mudah,setiap transaksilancar begitu mudah,"['setiap', 'transaksilancar', 'begitu', 'mudah']","['transaksilancar', 'mudah']",transaksilancar mudah,4,positive
beli pulsa ga masuk min,beli pulsa masuk,beli pulsa masuk,"['beli', 'pulsa', 'masuk']","['beli', 'pulsa', 'masuk']",beli pulsa masuk,-4,negative
tolong diperbaiki selagi ada limit kenapa terus tdk bs digunakan,tolong diperbaiki selagi limit kenapa terus digunakan,tolong diperbaiki selagi limit kenapa terus digunakan,"['tolong', 'diperbaiki', 'selagi', 'limit', 'kenapa', 'terus', 'digunakan']","['tolong', 'diperbaiki', 'selagi', 'limit']",tolong baik selagi limit,4,positive
"Saya transfer topup lewat BCA gak nyampe. Ketika menghubungi CS diminta nunggu 24 jam. Setelah nunggu 24 jam lebih lalu baru lah diminta isi form. Lalu setelah isi form diminta nunggu lagi 24 jam. Kenapa gak dari awal diminta isi form? Yg diisi di form juga sebetulnya sudah disampaikan sejak 24 jam sebelumnya lengkap dgn bukti transfer. Itu cara shopee ngulur2 waktu saja. Layanan yg jahat. Layanan dgn staf sama saja dgn layanan AI, jawaban standar diulang2 tapi tanpa solusi.",saya transfer topup lewat nyampe ketika menghubungi diminta nunggu setelah nunggu lebih lalu baru diminta form lalu setelah form diminta nunggu lagi kenapa dari awal diminta form diisi form juga sebetulnya sudah disampaikan sejak sebelumnya lengkap bukti transfer cara shopee ngulur waktu saja layanan jahat layanan staf sama saja layanan jawaban standar diulang tapi tanpa solusi,saya transfer topup lewat sampai ketika menghubungi diminta menunggu setelah menunggu lebih lalu baru diminta form lalu setelah form diminta menunggu lagi kenapa dari awal diminta form diisi form juga sebetulnya sudah disampaikan sejak sebelumnya lengkap bukti transfer cara shopee ngulur waktu saja layanan jahat layanan staf sama saja layanan jawaban standar diulang tapi tanpa solusi,"['saya', 'transfer', 'topup', 'lewat', 'sampai', 'ketika', 'menghubungi', 'diminta', 'menunggu', 'setelah', 'menunggu', 'lebih', 'lalu', 'baru', 'diminta', 'form', 'lalu', 'setelah', 'form', 'diminta', 'menunggu', 'lagi', 'kenapa', 'dari', 'awal', 'diminta', 'form', 'diisi', 'form', 'juga', 'sebetulnya', 'sudah', 'disampaikan', 'sejak', 'sebelumnya', 'lengkap', 'bukti', 'transfer', 'cara', 'shopee', 'ngulur', 'waktu', 'saja', 'layanan', 'jahat', 'layanan', 'staf', 'sama', 'saja', 'layanan', 'jawaban', 'standar', 'diulang', 'tapi', 'tanpa', 'solusi']","['transfer', 'topup', 'menghubungi', 'menunggu', 'menunggu', 'form', 'form', 'menunggu', 'form', 'diisi', 'form', 'lengkap', 'bukti', 'transfer', 'shopee', 'ngulur', 'layanan', 'jahat', 'layanan', 'staf', 'layanan', 'standar', 'diulang', 'solusi']",transfer topup hubung tunggu tunggu form form tunggu form isi form lengkap bukti transfer shopee ngulur layan jahat layan staf layan standar ulang solusi,8,positive
yah ini aplikasi yg sangat berguna juga,aplikasi sangat berguna juga,aplikasi sangat berguna juga,"['aplikasi', 'sangat', 'berguna', 'juga']","['aplikasi', 'berguna']",aplikasi guna,-3,negative
seneng banget bisa tf gratis admin terimakasih,seneng banget bisa gratis admin terimakasih,senang banget bisa gratis admin terimakasih,"['senang', 'banget', 'bisa', 'gratis', 'admin', 'terimakasih']","['senang', 'banget', 'gratis', 'admin', 'terimakasih']",senang banget gratis admin terimakasih,15,positive
pokok nya mntap,pokok mntap,pokok mntap,"['pokok', 'mntap']","['pokok', 'mntap']",pokok mntap,3,positive
Shopee makin berbahaya. Ada yang memakai nomor dan alamat rumah saya. untuk pesan barang. selalu datang kurir. padahal saya tidak pernah pesan apa apa. tolong Di perketat keamananya,shopee makin berbahaya yang memakai nomor alamat rumah saya untuk pesan barang selalu datang kurir padahal saya tidak pernah pesan tolong perketat keamananya,shopee makin berbahaya yang memakai nomor alamat rumah saya untuk pesan barang selalu datang kurir padahal saya tidak pernah pesan tolong perketat keamananya,"['shopee', 'makin', 'berbahaya', 'yang', 'memakai', 'nomor', 'alamat', 'rumah', 'saya', 'untuk', 'pesan', 'barang', 'selalu', 'datang', 'kurir', 'padahal', 'saya', 'tidak', 'pernah', 'pesan', 'tolong', 'perketat', 'keamananya']","['shopee', 'berbahaya', 'memakai', 'nomor', 'alamat', 'rumah', 'pesan', 'barang', 'kurir', 'pesan', 'tolong', 'perketat', 'keamananya']",shopee bahaya pakai nomor alamat rumah pesan barang kurir pesan tolong ketat keamananya,2,positive
sangat puas sekali 👍👍👍,sangat puas sekali,sangat puas sekali,"['sangat', 'puas', 'sekali']",['puas'],puas,3,positive
info lebih lanjut,info lebih lanjut,info lebih lanjut,"['info', 'lebih', 'lanjut']",['info'],info,-3,negative
mantab😍👍,mantab,mantab,['mantab'],['mantab'],mantab,0,neutral
Poko nya sip lah,poko,pokok,['pokok'],['pokok'],pokok,3,positive
Tiba-tiba saya Kena Tagihan. Ro.342.900 Tanpa ada konfirmasi dari Saya. dan Ountikator sudah Aktif . Spay Later sudah Tidak Aman Lagi,tibatiba saya kena tagihan ro tanpa konfirmasi dari saya ountikator sudah aktif spay later sudah tidak aman lagi,tibatiba saya kena tagihan ro tanpa konfirmasi dari saya ountikator sudah aktif spay later sudah tidak aman lagi,"['tibatiba', 'saya', 'kena', 'tagihan', 'ro', 'tanpa', 'konfirmasi', 'dari', 'saya', 'ountikator', 'sudah', 'aktif', 'spay', 'later', 'sudah', 'tidak', 'aman', 'lagi']","['tibatiba', 'kena', 'tagihan', 'ro', 'konfirmasi', 'ountikator', 'aktif', 'spay', 'later', 'aman']",tibatiba kena tagih ro konfirmasi ountikator aktif spay later aman,-1,negative
pppppppppppppp anjay ngeteg apk nya bagus bgt anjir,pppppppppppppp anjay ngeteg bagus anjir,pppppppppppppp anjay ngeteg bagus anjir,"['pppppppppppppp', 'anjay', 'ngeteg', 'bagus', 'anjir']","['pppppppppppppp', 'anjay', 'ngeteg', 'bagus', 'anjir']",pppppppppppppp anjay ngeteg bagus anjir,0,neutral
