Review text,teks_bersih
"pelayanan nggk jelas kebanyakan Nunda ,informasinya nggk jelas ngasi resi pegiriman berhasil padahal dana belum masuk ,dana nggk di teruskan ke tujuan dan nggk di kembalikan juga ,padahal kesalahan dana sendiri ,hati""yg mau menggunakan apk dana!!",pelayanan nggk jelas kebanyakan Nunda informasinya nggk jelas ngasi resi pegiriman berhasil padahal dana belum masuk dana nggk teruskan tujuan nggk kembalikan juga padahal kesalahan dana sendiri hatiyg menggunakan dana
"Hubungkan dengan tim layanan pelanggan di live chat diana alesanya antrian rame terus, giliran di email suruhnya ke live chat diana, Gimana ini masalah saya?",Hubungkan dengan layanan pelanggan live chat diana alesanya antrian rame terus giliran email suruhnya live chat diana Gimana masalah saya
maaf min ko akun dana saya ga bisa dibuka ya tolong jawabannga secepatnya sekalian perbaiki lagi,maaf akun dana saya bisa dibuka tolong jawabannga secepatnya sekalian perbaiki lagi
buruk tidak bisa digaunakan untuk mengirim uang,buruk tidak bisa digaunakan untuk mengirim uang
"dana bisnis mangambil uang saya 50 kalo ga caya saya kasih bukti, tolong pihak dana perbaiki sistem dana bisnis kalian🙏",dana bisnis mangambil uang saya kalo caya saya kasih bukti tolong pihak dana perbaiki sistem dana bisnis kalian
sangat membantu👍👍,sangat membantu
pokok nya mantap lah,pokok mantap
verifikasi muka selalu gagal padahal pin udah benar aplikasi oaling jelek,verifikasi muka selalu gagal padahal udah benar aplikasi oaling jelek
saya baru daftar langsung dapat bonus 2tliriun secara gratis,saya baru daftar langsung dapat bonus 2tliriun secara gratis
tolong pihak dana lebih konsisten saya semalam saya beli vocer listrik kok pending sampai sekarang ini gimana bisa merukan orang lain,tolong pihak dana lebih konsisten saya semalam saya beli vocer listrik pending sampai sekarang gimana bisa merukan orang lain
"saya ngk bisah login masalanya dana saya gimana saya mau scenshor.bagai mana saya mau buka aplikasi dana saya, sudah saya hapus n instal ulang aplikasi dananya tetap aja ngk bisah login apa lagi buat lihat saldo saya n menghubungi diana",saya bisah login masalanya dana saya gimana saya scenshorbagai mana saya buka aplikasi dana saya sudah saya hapus instal ulang aplikasi dananya tetap bisah login lagi buat lihat saldo saya menghubungi diana
ga bisa transfer. mana urgent lagi 😥,bisa transfer mana urgent lagi
"cepat, 👍",cepat
sangat memuas kan,sangat memuas
dana cicil TDK bisa di gunakan atau TDK tersedia dan TDK berlaku ada apa ya apk dana ini sudah di bayar juga,dana cicil bisa gunakan atau tersedia berlaku dana sudah bayar juga
"saya belum bisa kasih ulasan, karena pemindahan akun sdh 4 bulan ga berhasil, di karenakan hp saya hilang dan nomor hp saat daftar pertama kali.",saya belum bisa kasih ulasan karena pemindahan akun bulan berhasil karenakan saya hilang nomor saat daftar pertama kali
saya sedang top ap dan sedang transaksi malah tidak bisa transaksi saya sangat kecewa,saya sedang sedang transaksi malah tidak bisa transaksi saya sangat kecewa
"mudah, cepat, nyaman..",mudah cepat nyaman
"ko gaada dana cicil kaya punya orang lain ,",gaada dana cicil kaya punya orang lain
"sanggat baik,cepat di proses",sanggat baikcepat proses
mantap doulod yu,mantap doulod
"saya ada masalah dengan transfer, saya harus hubungi ke mana?? karna memlalui diana tidak membantu",saya masalah dengan transfer saya harus hubungi mana karna memlalui diana tidak membantu
bagus dan puas,bagus puas
knpa ya skrng apk dana gak bisa tansaksi pembayaran ..padahal sinyal nya bagus loh tpi ttp gak bisa ..tolong dong buat perhatian nya,knpa skrng dana bisa tansaksi pembayaran padahal sinyal bagus bisa tolong dong buat perhatian
manta,manta
sangat serba guna mantap deh,sangat serba guna mantap
Saya ingin memunculkan fitur dana cicil atau dana paylater,Saya ingin memunculkan fitur dana cicil atau dana paylater
ada limit gk bisa dipakai.. berakkk lah.. udah di Lunasin sebelum jatoh tempo padahal.. hmmm,limit bisa dipakai berakkk udah Lunasin sebelum jatoh tempo padahal hmmm
"kecewa bngt...masa aplikasi dana,no hp ke root trs.",kecewa bngtmasa aplikasi danano root
"knp tdk bisa upread , dan ksalahan kyc trus pda hal ktp blm pernah di gunakan",bisa upread ksalahan trus pernah gunakan
Top...kenapa tiba2 tidak bisa transfer..mohon di perbaiki lagi.. Mantap,Topkenapa tiba2 tidak bisa transfermohon perbaiki lagi Mantap
"kenapa ya saya tf dari gopay ke dana, dari gopay sukses tapi ke akun dananya ga masuk, padahal no y sudah benar?? tolong banget ini gimana caranya biar uang masuk ke dana saya🙏🥺",kenapa saya dari gopay dana dari gopay sukses tapi akun dananya masuk padahal sudah benar tolong banget gimana caranya biar uang masuk dana saya
Ini Knapa buat transaksi tdak bisa Dari semalam muter2 buat tf trs. pdahal q Adah Pke Wi-Fi Tpi ndak bisa2,Knapa buat transaksi tdak bisa Dari semalam muter2 buat pdahal Adah WiFi ndak bisa2
efisien sekali,efisien sekali
apk parah,parah
assalamualaikum kak ingin yang terbaik ya kak,assalamualaikum ingin yang terbaik
dana eror baru ngisi saldo ga bisa buka dana,dana eror baru ngisi saldo bisa buka dana
aplikasinya keluar sendiri mohon perbaikan servernya?,aplikasinya keluar sendiri mohon perbaikan servernya
"PLN semakin menyala, mantab",semakin menyala mantab
okok,okok
Dompet Digital Paling Mantapdah buat aku.,Dompet Digital Paling Mantapdah buat
mengapa stok pulsa listrik 20 dan 25 bisa habis? tolong bantuannya🙏🏻,mengapa stok pulsa listrik bisa habis tolong bantuannya
knp pas mau top up malah di tolak???,malah tolak
Kenapa ya dana abis di update transaksi loading terus padahal jaringan normal...,Kenapa dana abis update transaksi loading terus padahal jaringan normal
layanan pelanggannya dimana sih? di aplikasi yg balas BOT yg bener aja?? ewallet paling susah layanan pelanggannya... ditambah vermuk sering wajah tidak sama apanya tidak sama???,layanan pelanggannya dimana aplikasi balas bener ewallet paling susah layanan pelanggannya ditambah vermuk sering wajah tidak sama apanya tidak sama
dari dulu pakai dana alhamdulillah aman aman aja aplikasih sangatt membantuu terima kasih akun dana,dari dulu pakai dana alhamdulillah aman aman aplikasih sangatt membantuu terima kasih akun dana
sangat senag menggunakan aplikasi dana semua jadi mudah,sangat senag menggunakan aplikasi dana semua jadi mudah
kirim uang tanpa ribet,kirim uang tanpa ribet
nomor hilang mau ganti nomor baru pdhal pin sama muka udah masah aja di minta kode otp..udah buat laporan sama aja,nomor hilang ganti nomor baru pdhal sama muka udah masah minta kode otpudah buat laporan sama
Sangat membantu untuk kebutuhan sayah,Sangat membantu untuk kebutuhan sayah
bagus sekali ini sangat membantu saya,bagus sekali sangat membantu saya
"Fitur top up e-wallet error. Sudah isi nomor dengan benar dan nominal valid, tapi muncul pesan ""Terjadi kesalahan dengan sistem kami"". Harusnya bisa, karena bukan kesalahan user. Mohon diperbaiki stabilitas sistemnya.",Fitur ewallet error Sudah nomor dengan benar nominal valid tapi muncul pesan Terjadi kesalahan dengan sistem kami Harusnya bisa karena bukan kesalahan user Mohon diperbaiki stabilitas sistemnya
kecewa sama pelayanan nya,kecewa sama pelayanan
aplikasinya sangat bagus mudah saat bertransaksi,aplikasinya sangat bagus mudah saat bertransaksi
ewalet paling gila . kalo komplain penyelesaian nya GK bner bner ngebantu. tim resolusi nya mabok oli,ewalet paling gila kalo komplain penyelesaian bner bner ngebantu resolusi mabok
sangat berguna sekali saya dgn apk dana ini ..saya bisa transfer uwang kpn saja🙏 Terimakasih APK DANA,sangat berguna sekali saya dana saya bisa transfer uwang saja Terimakasih DANA
kenapa aplikasi kasi dana saya tidak bisah di batalkan top nya mohon di per baki ya KK🙏,kenapa aplikasi kasi dana saya tidak bisah batalkan mohon baki
pertahankan keamanan dana,pertahankan keamanan dana
jos brot,brot
knapa susah,knapa susah
respon terlalu lama dan tidak menyelsaikan masalah,respon terlalu lama tidak menyelsaikan masalah
"aplikasi paling ribet , ngubah nomer aja susah,chat dana yang balas boot bukan online!!! semoga kedepannya lebih baaik",aplikasi paling ribet ngubah nomer susahchat dana yang balas boot bukan online semoga kedepannya lebih baaik
Setelah d update ga bisa buat transaksi,Setelah update bisa buat transaksi
dana biikin keuangan kagak rumit,dana biikin keuangan kagak rumit
"aplikasi ini benar² bagus dan sangat bermamfaat dan membantu keperluan saya untuk kirim dan membayar semua tagihan saya,, proses nya cepat,, benar² mantap,,👍👍👍 terima kasih DANA,, 🙏🏻🙏🏻🙏🏻",aplikasi benar² bagus sangat bermamfaat membantu keperluan saya untuk kirim membayar semua tagihan saya proses cepat benar² mantap terima kasih DANA
kenapa transaksi saya gak bisa?,kenapa transaksi saya bisa
"aplikasi pishing, percuma Langganan protex kalo dana masih kesedot dan gabisa balik, awas jangan pake dana nanti yang kalian habis kesedot, tanpa alasan apapun, walaupun saya gapernah Langganan apapun dana masih kesedot!!!",aplikasi pishing percuma Langganan protex kalo dana masih kesedot gabisa balik awas jangan pake dana nanti yang kalian habis kesedot tanpa alasan apapun walaupun saya gapernah Langganan apapun dana masih kesedot
untuk dana cicil plis ya gk perlu verivikasi wajah trus..kalau mw dipakek buat belanja malu banget kalau verifikasi wajah saat pembayaran di offline,untuk dana cicil plis perlu verivikasi wajah truskalau dipakek buat belanja malu banget kalau verifikasi wajah saat pembayaran offline
Sudah 2 hari konfirmasi pembayaran saya tidak bisa kebuka.. Mau transfer jadi ga bisa.. Gimana ini???,Sudah hari konfirmasi pembayaran saya tidak bisa kebuka transfer jadi bisa Gimana
"duit gw yangkut di dana ini cari solusinya engga ketemu, masa iya mau transaksi wajib premium kan aneh",duit yangkut dana cari solusinya engga ketemu masa transaksi wajib premium aneh
"ADMINISTRASI RIBET DAN LAMAAAAAAA, GILIRAN POTONG2 CEPET PAS ADA ERROR ATO MAU PINDAH AKUN RIBET MINTA AMPUN MANA DISURUH NUNGGU 2 HARI LAGI KEBURU DIPAKE",ADMINISTRASI RIBET LAMAAAAAAA GILIRAN POTONG2 CEPET ERROR PINDAH AKUN RIBET MINTA AMPUN MANA DISURUH NUNGGU HARI LAGI KEBURU DIPAKE
kenapa internet selalu putus di aplikasi dana,kenapa internet selalu putus aplikasi dana
Enak dan ringkas bisa transfer dan menerima dana dari teman,Enak ringkas bisa transfer menerima dana dari teman
"ga jelas tuba"" tidak premium",jelas tuba tidak premium
"aplikasi tolol gak guna ribet, mau tranfer aja harus foto ktp, udah kayak pinjol",aplikasi tolol guna ribet tranfer harus foto udah kayak pinjol
fitur dana cicil ga keluar² juh,fitur dana cicil keluar²
dana cicilnya ga bisa di pakai😡,dana cicilnya bisa pakai
sangat bagus dan memuas kan...,sangat bagus memuas
sangat membantu untuk segala transaksi..,sangat membantu untuk segala transaksi
mudah praktis,mudah praktis
mantap 👍👍,mantap
ini knp ya ko ga bisa transaksi loding trus dan kalau buka chat diana ga kebuka juga knp ya gimana caranya ngirim screenshot nya tolong di bantu,bisa transaksi loding trus kalau buka chat diana kebuka juga gimana caranya ngirim screenshot tolong bantu
mantap sangat membantu sekali,mantap sangat membantu sekali
kenapa sekarang susah buat masuk selalu kembali kemenu awal....kadang mlh gag bisa dibuka mohon kasih solusi....,kenapa sekarang susah buat masuk selalu kembali kemenu awalkadang bisa dibuka mohon kasih solusi
Mntapp bos,Mntapp
"saya pinjam di dana instan.Tp mau bayar tagihan susah.Padahal signal bagus dan saldo cukup.Kenapa si harus diper ribet? saya gak mau ada kerugian.Dan selalu disiplin dlm segala hal.Kalau ini semua karena sytem, maka jgn sampai ada bunga yg diakibatkan jelek nya sytem itu sendiri",saya pinjam dana instanTp bayar tagihan susahPadahal signal bagus saldo cukupKenapa harus diper ribet saya kerugianDan selalu disiplin segala halKalau semua karena sytem maka sampai bunga diakibatkan jelek sytem sendiri
loading terus di konfirmasi pembayaran heran,loading terus konfirmasi pembayaran heran
Kak kenapa dana punya saya ga bisa login.,kenapa dana punya saya bisa login
sangat istiwema,sangat istiwema
bagus banget jadi gampang,bagus banget jadi gampang
mohon akun saya munculkan dana cicilnya,mohon akun saya munculkan dana cicilnya
eror Mulu setiap mau krim uang bacaan nya suruh upgrade ke dana premium padahal udh premium .,eror Mulu setiap krim uang bacaan suruh upgrade dana premium padahal premium
Mengapa dana saya tidak bisa melakukan transaksi pembayaran ya? Padahal jaringannya bagus mohon di perbaiki secepatnya ya agar tidak meresahkan,Mengapa dana saya tidak bisa melakukan transaksi pembayaran Padahal jaringannya bagus mohon perbaiki secepatnya agar tidak meresahkan
saldo dana tidka masuk dan hangus,saldo dana tidka masuk hangus
ini udh 1x24jam mana duit gua yg udh topup g masuk2 . gmnini bertnggung jawan g phak dana.,1x24jam mana duit topup masuk2 gmnini bertnggung jawan phak dana
sungguh mantap aplikasi terpercaya transaksi jdi lebih mudah dan Aman,sungguh mantap aplikasi terpercaya transaksi lebih mudah Aman
sngt mudh,sngt mudh
"kematin top up via alfamart sampai hari ini belum masuk juga,sudah chat via diana tapi disuruh nunggu belum ada kepastian ,mohon direspon",kematin alfamart sampai hari belum masuk jugasudah chat diana tapi disuruh nunggu belum kepastian mohon direspon
pembayaran selalu gagal,pembayaran selalu gagal
"tidak repot lagi bawa dompet, sudah ada di hp",tidak repot lagi bawa dompet sudah
"HP saya terestar kemarin saya download dana bisa scan wajah, tapi baru baru butuh otp, kendala sekarang no saya sudah lama ilang. solusi gimana?",saya terestar kemarin saya download dana bisa scan wajah tapi baru baru butuh kendala sekarang saya sudah lama ilang solusi gimana
bayk bugnya.,bayk bugnya
"masih ada kekurangan, tiap kali mau transaksi selalu delay cukup lama, padahal sinyal + hp udah cukup bagus...",masih kekurangan tiap kali transaksi selalu delay cukup lama padahal sinyal udah cukup bagus
kenapa aplikasi dana tidak mau terbuka,kenapa aplikasi dana tidak terbuka
mau loging susah,loging susah
aplikasi yg bagus dan sangat membantu mudah dipakai terima kasih,aplikasi bagus sangat membantu mudah dipakai terima kasih
"maaf kasih *1 !!!! eror atau apa, masa pengecekan data upgrade premium seminggu lebih blm beres2? maksimal nunggu 2 hri",maaf kasih eror atau masa pengecekan data upgrade premium seminggu lebih beres2 maksimal nunggu
dana cicil saya sdh muncul tetqpi pas diklik blank putih saja padahal saya pengguna lama dana,dana cicil saya muncul tetqpi diklik blank putih saja padahal saya pengguna lama dana
lagi gangguan y? saya tidak bisa login,lagi gangguan saya tidak bisa login
aplikasinya ngga bisa kirim duit,aplikasinya ngga bisa kirim duit
Bagus Dan bermanfaat,Bagus bermanfaat
aplikasi nya udah bagus cuman kenapa fitur danacicil saya tidak muncul padahal sudah melengkapi semua syarat,aplikasi udah bagus cuman kenapa fitur danacicil saya tidak muncul padahal sudah melengkapi semua syarat
"masuk udah bener pin, bionatrik masih gunakan otp wa/sms, sedang kartu mati nanya ke customer service 3-4 bulan lebih solusinya gak jelas yg balas bot uang mandek di akun premium yg gak bisa dibuka. kinerja pelayanan lama bgt nangani pergantian nomer telpon saja gak selesai2 sampai sekarang. inilah kinerja E wallet yang paling buruk sejauh ini uang jadi diam di akun yg terkunci. menyebalkan bnaget kinerjanya gk profesional blas. mending pake OVO lebih ringan responsif dan cepat pelayannx",masuk udah bener bionatrik masih gunakan wasms sedang kartu mati nanya customer service bulan lebih solusinya jelas balas uang mandek akun premium bisa dibuka kinerja pelayanan lama nangani pergantian nomer telpon saja selesai2 sampai sekarang inilah kinerja wallet yang paling buruk sejauh uang jadi diam akun terkunci menyebalkan bnaget kinerjanya profesional blas mending pake lebih ringan responsif cepat pelayannx
ada apa dengan dana ini tiba tiba tidak bisa di buat trasfer dan tarik tunai sudah saya update tetap tidak bisa ada tulisan kesalahan sistem dan sampai kapan nunggu nya.. di mohon bantuannya.. terimakasih...,dengan dana tiba tiba tidak bisa buat trasfer tarik tunai sudah saya update tetap tidak bisa tulisan kesalahan sistem sampai kapan nunggu mohon bantuannya terimakasih
"Dana dari kemaren ga bisa proses pembayaran sampe sekarang,padahal jaringan lancar.gimana ni min udah dm cs diana tapi masih belum di proses sampe sakarang,semoga proses nya di percepat sama kendalanya.🙏",Dana dari kemaren bisa proses pembayaran sampe sekarangpadahal jaringan lancargimana udah diana tapi masih belum proses sampe sakarangsemoga proses percepat sama kendalanya
sangat luarbiasa aku suka,sangat luarbiasa suka
"kok uda 2 hari aku gak bisa menggunakan aplikasi dana apalagi melakukan pembayaran, konfirmasi pembayarannya lama sampai gagal gak bisa trasfer",hari bisa menggunakan aplikasi dana apalagi melakukan pembayaran konfirmasi pembayarannya lama sampai gagal bisa trasfer
gampang dipelajari untuk fiturnya,gampang dipelajari untuk fiturnya
"kenapa sekarang dana tidak asik lagi, massa beli pulsa listrik 20ribu tidak bisa lagi. kami rakyat susah butuh itu. tolong kembalikan anjirrr",kenapa sekarang dana tidak asik lagi massa beli pulsa listrik 20ribu tidak bisa lagi kami rakyat susah butuh tolong kembalikan anjirrr
aku gk bisa pinjam saldo dana,bisa pinjam saldo dana
suka aja gtu SM dana skr,suka dana
bagus banget aplikasi dana 😊😊,bagus banget aplikasi dana
sangat membantu dan sangat mudah,sangat membantu sangat mudah
uang saya selalu saja terpotong setiap saya mengisi dana dengan pembayaran berhasil di gogel play dengan pembayrn omi pdhl sya sudh tik berlangganan. dana skrng membuat sya smkin khawatir 😊😔,uang saya selalu saja terpotong setiap saya mengisi dana dengan pembayaran berhasil gogel play dengan pembayrn pdhl sudh berlangganan dana skrng membuat smkin khawatir
"mahal banget biaya transaksi e-wallet nya 2.000 / transfer, rugi besar.",mahal banget biaya transaksi ewallet 2000 transfer rugi besar
Fiur dana cicil di akun dana saya hilang.,Fiur dana cicil akun dana saya hilang
mudah di gunakan dan sangat membantu,mudah gunakan sangat membantu
"Bagus, bermanfaat buat banyak orang",Bagus bermanfaat buat banyak orang
setelah update malah ngak bisa ngirim,setelah update malah ngak bisa ngirim
aktifin dong dana cicil di akun saya,aktifin dong dana cicil akun saya
sukses trs dana akoh❤️,sukses dana akoh
dana ki rodok elek banget,dana rodok elek banget
"aplikasi ini sangat berguna, gak ribet dan sangat membantu saya, terimakasih",aplikasi sangat berguna ribet sangat membantu saya terimakasih
mantul mantap betul,mantul mantap betul
mantapp dana,mantapp dana
aktifkan dana pinjam dong,aktifkan dana pinjam dong
Sudah membuat laporan prihal kendala tidak bisa kirim uang ke semua bank dan kirim lewat QRIS sampai sekarang belum ada Tindak Lanjut dari pihak dana berapa lama harus menunggu,Sudah membuat laporan prihal kendala tidak bisa kirim uang semua bank kirim lewat QRIS sampai sekarang belum Tindak Lanjut dari pihak dana berapa lama harus menunggu
ya udah normal thanks,udah normal thanks
dan saya sdaah premium tpi kok ga adaa fitur dana instan atau danaa cicil knpaaa yaah,saya sdaah premium adaa fitur dana instan atau danaa cicil knpaaa yaah
"Lambat, stuck mulu gabisa melakukan pembayaran",Lambat stuck mulu gabisa melakukan pembayaran
2 bintang dlu krna dana cicil nya blom muncul.,bintang krna dana cicil blom muncul
tidak bisa di pakai dana cicil nya,tidak bisa pakai dana cicil
terimakasih dana poko nya terbaik,terimakasih dana poko terbaik
dompet digital masa kini,dompet digital masa kini
suah dpt dana cicil,suah dana cicil
lebih gampang stlah mnggunakan dana gajian pun bisa melalui dana,lebih gampang stlah mnggunakan dana gajian bisa melalui dana
"terimakasih dana,the best",terimakasih danathe best
"macam mana pula,s'telah d'update malah tak jls pula,untuk tf sesama dana pun tak bisa,tf k'rek bank laen pun apa lgi,macam mana pula ini,emosi lah awak,,!?😡😡",macam mana pulastelah dupdate malah pulauntuk sesama dana bisatf krek bank laen lgimacam mana pula iniemosi awak
"sangat mudah dan gak ribet,tranfer berapapun bisa,poko nya dana paling debes",sangat mudah ribettranfer berapapun bisapoko dana paling debes
kacau persi skrg auto hapus bay,kacau persi skrg auto hapus
"aplikasi dompet digital mempermudahkan pengguna, dan aman terkendali",aplikasi dompet digital mempermudahkan pengguna aman terkendali
"APLIKASI JELEK, UANG SAYA DI TRANSFER DARI SHOPEE PAY GA MASUK SALDONYA,DAN DIANA TIDAK MEMBERIKAN SOLUSI",APLIKASI JELEK UANG SAYA TRANSFER DARI SHOPEE MASUK SALDONYADAN DIANA TIDAK MEMBERIKAN SOLUSI
ANEH!! TIBA TIBA AKUN DANA SAYA DITANGGUHKAN TANPA SEBAB !,ANEH TIBA TIBA AKUN DANA SAYA DITANGGUHKAN TANPA SEBAB
fitur dana cicil benerin,fitur dana cicil benerin
mengapa konfirmasi pembayaran akun DANA sy loading trus? sinyal padahal bagus dan stabil,mengapa konfirmasi pembayaran akun DANA loading trus sinyal padahal bagus stabil
Fitur dana cicil sudah muncul tapi tidak bisa masuk halaman dana cicil,Fitur dana cicil sudah muncul tapi tidak bisa masuk halaman dana cicil
"Gangguan apa kmha ya dana kok gabisa tf"" sih",Gangguan kmha dana gabisa
bagus berguna,bagus berguna
4 bintang dulu kalo fitur dana cicil suda bisa terpakai baru 5 bitang,bintang dulu kalo fitur dana cicil suda bisa terpakai baru bitang
dana cicil saya tidak bisa di gunakan padahal saya tidak pernah telat bayar,dana cicil saya tidak bisa gunakan padahal saya tidak pernah telat bayar
KENAPA SETELAH DI UPDETE MALAH NGE BUG GAK BISA DI BUKA. KELUAR TERUS EROR. MUNCUL SELAMAT DATANG KEMBALI. LANJUT NOMER LAMA ATAU GANTI NOMER. SETELAH KLIK LANJUT DENGAN NOMER DAN DATA DIRI YANG SAMA. MALAH BUG GAK JELAS. PADAHAL SAYA BARU SAJA TOP UP. APK ANEH,KENAPA SETELAH UPDETE MALAH BISA BUKA KELUAR TERUS EROR MUNCUL SELAMAT DATANG KEMBALI LANJUT NOMER LAMA ATAU GANTI NOMER SETELAH KLIK LANJUT DENGAN NOMER DATA DIRI YANG SAMA MALAH JELAS PADAHAL SAYA BARU SAJA ANEH
"halo min,saya sudah sangat lama menggunakan Dana tapi hari ini Saya kecewa karna akun Saya ditangguhkan padahal saya tidak melakukan apapun Dan di dalam akun Saya masih Ada saldo",halo minsaya sudah sangat lama menggunakan Dana tapi hari Saya kecewa karna akun Saya ditangguhkan padahal saya tidak melakukan apapun dalam akun Saya masih saldo
kenapa dana tidak bisa diaktifkan.selalu ada internet terputus,kenapa dana tidak bisa diaktifkanselalu internet terputus
"Sangat"" aman",Sangat aman
"setiap kali ingin beli kuota di aplikasi provider, kalau mau bayar pasti verifikasi pembayaran nya nggak kunjung muncul. ehh harus update aplikasi dulu baru muncul. keadaan mau beli kouta karna kuota udah kritis malah disuruh update aplikasi. tolong dong untuk verifikasi pembayaran nya tetap segera dimunculkan walau pakai versi aplikasi sebelumnya",setiap kali ingin beli kuota aplikasi provider kalau bayar pasti verifikasi pembayaran nggak kunjung muncul harus update aplikasi dulu baru muncul keadaan beli kouta karna kuota udah kritis malah disuruh update aplikasi tolong dong untuk verifikasi pembayaran tetap segera dimunculkan walau pakai versi aplikasi sebelumnya
apk gajelas semenjak update pas mau transfer metode pembayarannya lama banget bahkan gabisa transfer mohon untuk balasannya saya mau transfer ke adik saya jadi susah,gajelas semenjak update transfer metode pembayarannya lama banget bahkan gabisa transfer mohon untuk balasannya saya transfer adik saya jadi susah
semua di permudah kan mengunakan dana ini cuman dana cicil ku blm muncul... tolong solusi nyaa saya sudah sampai limit memakai dana ini....🙏🙏 tolong bantu...🙏🙏,semua permudah mengunakan dana cuman dana cicil muncul tolong solusi nyaa saya sudah sampai limit memakai dana tolong bantu
setelah di perbarui malah tidak bisa melakukan transfer tolong di perbaiki,setelah perbarui malah tidak bisa melakukan transfer tolong perbaiki
"bagus sih Alhamdulillah tidak pernah hilang uang,tapi tolong dong akseskan fitur dana cicil saya,saya pengguna sudah hampir 5 tahun Lo",bagus Alhamdulillah tidak pernah hilang uangtapi tolong dong akseskan fitur dana cicil sayasaya pengguna sudah hampir tahun
A+ Rewards enggakk bisa di buka,Rewards enggakk bisa buka
saya gak bisa transaksi kenapa ya sekarang,saya bisa transaksi kenapa sekarang
gak bisa tranper,bisa tranper
"Kode QR tidak bisa di cetak, bantuan diana gx jelas, tolong live chatnya, di aktipkan",Kode tidak bisa cetak bantuan diana jelas tolong live chatnya aktipkan
"sebelumnya saya sudah komen kalau tidak bisa transfer karena update, dan saya sudah mengikuti arahan tetapi tetap tidak bisa mau chat cs Diana juga cuma burem aja gabisa kebuka, ingin uninstal cuma kartu sudah hilang mohon bantuannya saya butuh aplikasi ini buat transfer adik saya.",sebelumnya saya sudah komen kalau tidak bisa transfer karena update saya sudah mengikuti arahan tetapi tetap tidak bisa chat Diana juga cuma burem gabisa kebuka ingin uninstal cuma kartu sudah hilang mohon bantuannya saya butuh aplikasi buat transfer adik saya
akun saya blom ada dana cicil?,akun saya blom dana cicil
"semua masyarakat indonesia jangan lagi pake aplikasi dana saldo dana saya hilang semua 550.000 ribu udah satu bulan engge ada respon dan engga ada pusatnya, untuk melaporkan dana saya yang hilang engga kaya bank",semua masyarakat indonesia jangan lagi pake aplikasi dana saldo dana saya hilang semua 550000 ribu udah satu bulan engge respon engga pusatnya untuk melaporkan dana saya yang hilang engga kaya bank
"semua ui aplikasi indonesia selalu jadul, sedangkan aplikasi luar material expressive yang adaptive dan nyaman di mata, semoga kedepannya terwujud 😅",semua aplikasi indonesia selalu jadul sedangkan aplikasi luar material expressive yang adaptive nyaman mata semoga kedepannya terwujud
pemberitahuan apdet...yah giliran di apdet ngirim nya loding terus udah 3 hari loding terus...udah logut udah di hapus msh saja berkali kali msh loding ngirim..udah di calcenter msh loding😥gimana cara nya mind🙏,pemberitahuan apdetyah giliran apdet ngirim loding terus udah hari loding terusudah logut udah hapus saja berkali kali loding ngirimudah calcenter lodinggimana cara mind
saya belum mendapatkan fitur dana cicil,saya belum mendapatkan fitur dana cicil
ini customer dana ga bisa bantu apa mengenai masalah kode verifikasi di akun google yg udh ga ada?apa ga bisa minta kode verifikasi lewat sms nomor? padahal lagi membutuhkan banget malah di arahkan ke akun google yg udh ga ada,customer dana bisa bantu mengenai masalah kode verifikasi akun google adaapa bisa minta kode verifikasi lewat nomor padahal lagi membutuhkan banget malah arahkan akun google
kenapa ya ko ga bisa melakukan transaksi dari tadi jam 10 padahal udh diupgrade dan sudah hapus cache bahkan data jg sudah ngikutin semua arahan,kenapa bisa melakukan transaksi dari tadi padahal diupgrade sudah hapus cache bahkan data sudah ngikutin semua arahan
"ko fitur saya ngga ada fitur dana cicil seperti orang2 ya,,,,knp ya",fitur saya ngga fitur dana cicil seperti orang2 yaknp
"halo selamat malam kenapa ya pengirimannya gagal terus sebelum nya bagus lancar dari kemaren pengirimannya gagal terus,bantuan diana gak bisa kenapa ya.. sebelunya maaf dan terima kasih",halo selamat malam kenapa pengirimannya gagal terus sebelum bagus lancar dari kemaren pengirimannya gagal terusbantuan diana bisa kenapa sebelunya maaf terima kasih
tidak transfer,tidak transfer
pokoknya mantappp,pokoknya mantappp
"isi saldo di alfamart , saldo tidak masuk , transaksi di alfamart sukses , tapi di dana tidak ada keterangan aktivitas , padahal nomornya bener. parah sekali . komplain ke pihak cs. dana susah terhubung , selalu penuh. payah , akan saya uninstall , tidak bertanggung jawab !!!",saldo alfamart saldo tidak masuk transaksi alfamart sukses tapi dana tidak keterangan aktivitas padahal nomornya bener parah sekali komplain pihak dana susah terhubung selalu penuh payah akan saya uninstall tidak bertanggung jawab
sangat bagus dan terpecaya,sangat bagus terpecaya
Buruk sekali aplikasi ini,Buruk sekali aplikasi
mantap l,mantap
Sering error .. makin lama makin jelek aja,Sering error makin lama makin jelek
lemot dan gagal di menu konfirmasi pembayaran,lemot gagal menu konfirmasi pembayaran
"bos kenapa saya tidak bisa transfer.. kenapa ini aplikasi dana,ko tiba-tiba bug gini... tolong diperbaiki dong bos....",kenapa saya tidak bisa transfer kenapa aplikasi danako tibatiba gini tolong diperbaiki dong
"sya tidak bisa download, akun dana sya di play store",tidak bisa download akun dana play store
