steming_data,score,label
simulasi tanggap darurat vertical rescue sosialisasi megathrust november upb banten lontar giat undang tim bmkg provinsi banten bpbd kabupaten tangerang narasumber bmkgterbaik timterbaik,2,positive
lokasi hadap langsung laut ambil hak tanah rakyat rampas raykat dizholimi moga hancur olh megathrust amin,-2,negative
megathrust mah fuck pms,0,neutral
timer alam ratus jatuh tempo garis merah samudera indonesia harap was,8,positive
gempa megathrust picu tsunami bengkulu november,4,positive
afw stumpff cerita peristiwa gempa megathrust bengkulu november rang cahaya rembulan bangun pohon getar hebat sembur air muncul reta tanah laut gelegak sungaisungai luber landa tsunami,4,positive
bmkg ingat gempa megathrust indonesia mitigasi skala prioritas bmkg bmkgindonesia megathrust gempabumi gempa,10,positive
serah aspda tuhan sajalh,5,positive
bmkg ingat gempa megathrust ri tunggu cek zona merah,7,positive
sukses nih hadap issu megathrust,3,positive
parah parah parah rusak anak buah mu rusak ditenggelemin gempa megathrust,-6,negative
ogh ya sih mutu blassenak lu hai koruptor tayangin publish telpon tngkap nek omong empuk kyo gudir oalah tuhan ku megathrust hyak,12,positive
megathrust duniawi kagak nafsu,-3,negative
skala megathrust panik megathrustnya ledak,-8,negative
ancam megathrust mentawaisiberut soksok denial dalih agama bencana siap paling kalang kabut panik alam baru gempa tawa,-15,negative
cams megathrust nyelamatin sedih banget,-4,negative
capek megathrust banget,5,positive
roller coaster kak kayak tsunami megathrust,-3,negative
potensi bencana alam indonesia waspada upaya mitigasinya langkah tahap pra bencana sisi prediksi megathrust ancam kuat urgensi bijak tanggulang bencana,4,positive
megathrust ancam bpbd sumbar uji kontijensi gempa tsunami gempa pemprovsumbar tsunami,5,positive
yayasan idep selaras alam save the children indonesia bpbd gianyar selenggara latih safequake latih,14,positive
moga orang orang kena megathrust orang bangga budaya konyol pesantren ulama nama lahir laku duh orang ajar agama,-2,negative
gempa megathrust ya kah,8,positive
gajadi megathrust,-3,negative
pantai bulan takut isu megathrust,0,neutral
video jeje singgung cijulang hadap megathrust dedi lengkap teknologi mati,7,positive
orang orang ngeributin megathrust jawa enih diwaspadain,0,neutral
megathrust benar ya samosir nias malam guncang yaallah lindung hamba,6,positive
banyuwangi potensi gempa megathrust bpbd warga pinggir pantai waspada,7,positive
mahasiswa umn gelar program sirene mandiri desa situregen siap hadap megathrust baca lengkap,5,positive
nih negara bubar anjing megathrust anjeng luluhlantah,-9,negative
nirma and her megathrust tweet gue stop gue ikut takut,1,positive
komisi viii panik gempa megathrust tinggal tunggu,5,positive
tbh pengin lihat salting denial jelek sih mj segz dahsyat megathrust belah benua afrika asia,-5,negative
siap megathrust tenang khawatir siap sarana mitigasi doa lindung allah unmuhjember unmuhjemberaja jember muhammadiyah wisebeyondthedream megathrust gempa infobmkg,25,positive
bahaya megathrust limbah nuklir kena selatan jawa,-8,negative
moga benar megathrust ya allah polda jatim ambles inti bumi,8,positive
hutan kph banyuwangi selatan bpbd banyuwangi gelar simulasi evakuasi bencana megathrust grajagan,0,neutral
dalam sih aktivitas megathrust,3,positive
ya capek banget disalahin mulu anak gue sakit turun bb gue disalahin entar megathrust jadi kayak gue disalahin kesel sih jangka pelintir lucu saking capek overthinking,-2,negative
mari siap hadap megathrust siap tas siaga bencana isi dokumen barang gempa panik lindung kepala runtuh sembunyi bawah benda kuat kolong meja lari gempa henti,2,positive
tular informasi masyarakat panik materi sistem komando tangan bencana megathrust jawa tanggap darurat potensi megathrust kerah logpal safety talk gempa bumi simulasi,-3,negative
gender perempuan pakai dharma wanita muslimat nu aisyiyah garfa tuju warga masyarakat stakeholder hadap potensi bencana megathrust langkah langkah ambil kurang resiko bencana,-4,negative
sobattangguh bpbd kudus senggara latih tangan darurat bencana kelola logistik tema tangan potensi megathrust serta dinas sosial ppkb camat destana organisasi rawan mdmc lpbi nu frpb bagana unsur,12,positive
tim cari tahan banting tahan air update sistem ok beli hp pikir megathrust,-2,negative
bagus biar cepat megathrust,6,positive
gunung status siaga gunung gempa megathrust,4,positive
gunung status siaga tanda gempa megathrust gunung megathrust gempa warning siaga,6,positive
bekas galianperbaikan nutup jalan kena megathrust kayak,-2,negative
bentar laut kena gempa megathrust,1,positive
kudeta perintah sih parno megathrust,0,neutral
gua harap notif gempa kuat indikasi gempa megathrust terjd ibarta gempa cicil cicil kuat dengar logika doa,24,positive
bentar megathrust,0,neutral
kantor ku medit banget nder boro mampus outing megathrust masuk,-9,negative
eh bagus mati hidup mati mitigasi bencana pas megathrust jatuh genteng selamat bolos mitigasi selamat gempa aowkaowkwowkwkw,22,positive
sekolah mitigasi bencana megathrust,-2,negative
moga megatrust psn pik luluh lantak,6,positive
btw akhirakhir tl ku banget omong tsunami bahan bakar fosil maksud sadis megathrust,-11,negative
terima kasih teori relativitas terima kasih labubu terima kasih megathrust earthquake,12,positive
rupbasan kelas i yogyakarta selenggara giat sosialisasi mitigasi bencana megathrust bakar jumat giat laksana tuju tingkat sadar kesiapsiagaan bencana alam rupbasanjogja rupbasan,1,positive
moga kena megathrust,-2,negative
hasil teliti potensi gempa tsunami akibat megathrust selatan jawa barat tenggara sumatera terbit jurnal natural hazards,12,positive
megathrust ya,4,positive
megathrust benar bikin gue takut deh untung ambil lampung daerah gunung rap moga warga flores cepat ungsi selamat ngeri banget,7,positive
komplek tua sih tinggal sepuh rumah rumah waris uang cepat biar bagi bdg kayak orang apatis megathrust om,11,positive
tuh akibat efek narasi megathrust kah,0,neutral
tvr komisi v dpr ri siap mitigasi gempa megathrust terang tulis bmkg sebut gempa megathrust tinggal tunggu,16,positive
tvr komisi viii dpr ri dukung anggar cegah ancam megathrust komisi delapan dpr ri dorong tambah anggar bnpb tingkat edukasi waspada masyarakat ancam gempa megathrust,21,positive
hadap isu megathrust hidrometeorologi sekprov sulbar pimpin rapat kesiapsiagaan mitigasi bencana,-5,negative
kemarin kemarin ikut panik gara gara megathrust kenal sih megathrust biar panik lupa cek infografis ya simak info seksama perhati,-14,negative
megathrust ww us election kiamat anatomi manusia etc sangka bahas teman dunia kpop jungwoo topik utama sehat sehat,14,positive
dimiripn ghozali nft dimiripin xxkanjut anjing buuk aing anti megathrust kitu,-6,negative
tvr komisi v dpr ri prediksi gempa megathrust panik komisi v dpr ri desak bmkg klarifikasi informasi potensi gempa indonesia megathrust selat sunda megathrust mentawaisiberut,19,positive
tindak arah dirjen pas lapas gunungsitoli gandeng bpbd kota gunungsitoli laksana sosialisasi sosialisasi langkah strategis potensi gempa megathrust,14,positive
bayang bumi guncang hebat air laut seruak darat skenario keri gempa megathrust antisipasi ancam pemkab bpbd latih masyarakat evakuasi mandiri lengkap,0,neutral
gue banget pas berita megathrust suruh siap saat gue kali galbay kayak camana,-4,negative
paham tangan bencana gempa megathrust harap serta teknik evakuasi lindung gempa hindar bahaya lanjut tsunami bakar ikut gempa,8,positive
gempa megathrust sebab rusa korban jiwa tahu tangan bencana bantu serta respons cepat efektif paham respons bencana serta bencana,14,positive
laksana simulasi evakuasi jadi kegawatdaruratan gempa megathrust gedung pkd senin november ikut pegawai manajemen pkd pegawai jamkesjak unjung gedung pkd security cleaning service gedung pkd,8,positive
halo iterafriends iteranews seminar nasional bencana itera tingkat edukasi kesiapsiagaan hadap ancam gempa megathrust,-3,negative
sih gempa megathrust,4,positive
kemarin tsunami tropi tenhag kali megathrust tropi kayak,-3,negative
pulau sumba zona megathrust kalak bpbd sbd imbau waspada ancam gempa kuat,5,positive
miris rakyat bwah darah tanah usaha rubbicon harley keluarga hedon pp ln ya allah miris megathrust,10,positive
bilang megathrust,0,neutral
rq kampung padang bengkok super market transmart milik chairul tanjung larang padang bengkok landa megathrust bantu padang bengkok busuk sih mang padang bengkok busuk sih mang,-22,negative
malam masii takut pikir gempa megathrust loh,5,positive
kemarin ten hag tsunami trophy kali mudah mudah megathrust trophy ya,12,positive
megathrust gue tenang skripsi gunung fuji snowless,5,positive
gugur bene album angin muson timur angin muson barat megathrust takoyaki jawa keripik singkong sinyal tenggarong oplos,4,positive
rabu bpbd dki jakarta gelar simulasi tangan gempa bumi megathrust selamat korban gempa bumi kantor walikota jakarta selatan,12,positive
pemkot padangbasarnas gelar latih gabung hadap megathrust basarnas latih megathrust pemkotpadang,3,positive
megathrust tropy nih,0,neutral
kepala bmkg ingat efek megathrust potensi picu tsunami aceh,8,positive
langsung gempa megathrust,7,positive
kasihan filipina paket lengkap rawan bencana patah aktif gempa megathrust dll gunung api aktif kena lintas siklon badai tropis at least how lucky indonesia super typhoon,0,neutral
kamis suruh wfh kantor prediksi gempa megathrust gue sih takut gempa lampung nyokap gue jaga,12,positive
kepala bmkg ancam megathrust intai ri siaga kepala bmkg megathrust indonesia,-4,negative
cilacap daerah letak lempeng indoaustralia lempeng eurasia kabupaten cilacap masuk daerah rawan bencana tsunami zona subduksi megathrust sewaktuwaktu gerak ahli tsunami bmkg,-13,negative
latih bencana ketua komite sehat bencana tuju latih rawan pku bantul lingkung rs muhammadiyah klinik satelit muhammadiyah diy,-5,negative
kepala bmkg ingat efek megathrust tsunami aceh bilang,5,positive
megathrust potensi prediksi,6,positive
oke pikir megathrust biar sedih,-1,negative
ya gue pikir skripsi sedih banget megathrust sedih,-4,negative
kepala laksana badan tanggulang bencana daerah bpbd kabupaten purbalingga ir prayitno gempa megathrust prediksi potensi warga imbau tenang jalan aktivitas megathrustjawa,9,positive
kemarin rasai vertigo kali pikir gempa pas rame megathrust tetangga teriak coba teknik epley maneuver alhasil makan masuk langsung alhamdulillah kambuh,9,positive
megathrust kynya gue bayi tuh howak mulu tanggal tau tut sd bikin ransel darurat isi baju lengkap biskuit hatari tuh ransel awet gempa mncul gmpa doang,7,positive
tips siap hadap ancam gempa megathrust depok beritadepok,5,positive
gaes tips siaga hadap bencana gempa megathrust indonesia,3,positive
isu gempa megathrust selat sunda tawa siberut tinggal tunggu news,5,positive
megathrust gempa gempa sih nih preng,8,positive
tau gempa megathrust panggil gempa tunggu,4,positive
hadap gempa pwna jateng adakan latih mitigasi megathrust selatan jawa,7,positive
moga tiket megathrust gue perlu dadak,6,positive
warga cilacap gelar simulasi megathrust malam,1,positive
warga cilacap gelar simulasi megathrust malam,1,positive
rubah indonesia megathrust sapu bersih tumbuh,-3,negative
hadap megathrust sesar cimandiri tim sar sukabumi bekal cssr,-1,negative
megathrustmegathrust stop bmkgjangan takut nakuti masyarakat berita bagai media teknologi ilmu tahu ramal gempa positif bmkg info teknis selamat bahaya gempa,15,positive
pengin camping malam sana ngeri megathrust kayak bantu besok wkwk,-8,negative
antisipasi gempa megathrust kak kplp lapas tuban arah jajar aman tuban lembaga pemasyakatan kelas iib tuban kanwil kemenkumham jawa timur tingkat upaya kesiapsiagaan lengkap,6,positive
cilacap kabupaten cilacap temu lempeng indoaustralia lempeng eurasia jadi daerah rawan bencana tsunami zona subduksi megathrust sewaktuwaktu gerak dasar nilai ahli tsunami bmkg zona,-2,negative
were doomed pantesan wanti gempa megathrust,2,positive
desa kena megathrust,-3,negative
sinyal megathrust,0,neutral
jumat oktober kemarin teman admin bbmkg wilayah bagi kait info siap hadap megathrust sekolah paud almuthi waahh siap kenal kait bencana loh yuk simak,13,positive
masuk zona subduksi megathrust warga cilacap simulasi gempa tsunami malam,0,neutral
rethinking butuh jakarta megathrust tenggelam,-5,negative
bmkg warning gempa megathrust ri tunggu cek zona merah,5,positive
imut megathrust mampir indonesia,1,positive
gempa megathrust,4,positive
sahabat yuk gabung webinar mitigasi darurat bencana alam bidang arsip tema seru nih gempa megathrust dampak arsip informasi lengkap sila simak eflyer ya,9,positive
mati tenggelam megathrust,4,positive
tangsel potensi terima getar kuat gempa megathrust bmkg mmi baca berita lengkap,16,positive
memgelu elu pulau jawa diy jateng moga allah dengar doa ku gempa megathrust gempa intraslap,23,positive
daerah tanggamus kali gempa dekat prediksi megathrust daerah tambah awan awan prediksi,14,positive
rabu bpbd dki jakarta gelar simulasi tangan gempa bumi megathrust selamat korban gempa bumi kantor walikota jakarta pusat,15,positive
perintah kota pemkot laksana simulasi antisipasi bencana gempa bumi megathrust gedung blok a kantor wali kota jakarta pusat jalan tanah abang i gambir rabu,6,positive
nyicil lepas tekan megathrust cicil sr langsung jebluk sr,2,positive
megathrust bahas,2,positive
megathrust datenge ya kanggo ndandani negoro sing ruwed iki,9,positive
pengin banget tinggal pangandaran takut tbtb megathrust,3,positive
hari selatan panik banget gegara info megathrust eh gempa,-5,negative
iya banget standing section asa banget goyang pas lompat langsung tragedi bmth amp megathrust wkwkwkw lompat lepas worryyyy gtlt,0,neutral
mitigasi resiko langkah strategis hadap isu megathrust bpbd kota pekanbaru sambang lapas pekanbaru,4,positive
jahat ya megathrust,0,neutral
kena gempa megathrust langsung ambruk buru bangun tunggu gempa selesai sesuai prediksi bmkg,13,positive
nying opsi megathrust amp ww,0,neutral
pacar fokus banget bjir kayak megathrust sadar deh,5,positive
megathrust tsunami indonesia wilayah aceh,0,neutral
gempa ya gpp nyicil biar gempa megathrust kali amin,16,positive
overall gempa laut jawa cenderung amanstabil banding laut selatan gempa laut jawa laut dangkal potensi megathrust stay safe temanteman luar,13,positive
moga aman kuat mitigasi megathrust,3,positive
hatihati gempa hatihati megathrust gempabumi,4,positive
gempur gempa masif timbul impact dahsyat megathrust ya bu,5,positive
kondisi september lidah lempeng sunda tahan indonesia gempa gempur sisisisi batu amp kikis tepi jawa sumatera megathrust tsunami tunggu bicara orang kunjung proses jalan,-1,negative
segmen megathrust tawa selat sunda potensi picu tsunami,3,positive
kilas analisa dorong lempeng benua indoaustralia megathrust dampak patah sesar darat moga lindung aaaminnya allah ya tuhan,11,positive
bmkg fakta kejut zona megathrust selatan yogyakarta ancam gempa tsunami nyata,4,positive
purwakarta masuk daerah rawan gempa sesar lembang megathrust warga imbau waspada,-1,negative
gelar admin game antisipasi gempa megathrust jawa dewan tahan nasional potensi gempa bumi megathrust pesisir barat selatan jawa ancam nyata kamis,16,positive
megathrust ledak yogya guncang gempa gulung tsunami,-3,negative
zona megathrust bahaya indonesia sorot,-5,negative
zona megathrust risiko indonesia pakar ingat waspada,1,positive
waspada pakar ingat zona megathrust bahaya,-1,negative
pakar ingat zona megathrust bahaya indonesia,-4,negative
pakar teknik sipil struktur tahan gempa fakultas teknik universitas andalas unand sumatera barat sumbar fauzan ada zona megathrust bahaya indonesia mesti waspada,-2,negative
zona megathrust mentawaisiberut potensi timbul gempa dahsyat ahli ingat kesiapsiagaan,8,positive
waspada pakar ingat zona megathrust bahaya,-1,negative
bmkg pasang sistemmonitoringlindu ingat tsunami selat sunda tawa antisipasi dampak patah zona megathrust,2,positive
indonesia apit megathrust aktif pakar antisipasi,1,positive
pakar zona megathrust bahaya indonesia picu tsunami pakar zona megathrust bahaya indonesia tsunami berita info,-19,negative
bmkg ingat potensi gempa bumi megathrust pesisir selatan diy gempayogyakarta gempamegathrust,9,positive
megathrust tsunami teror yogyakarta ingat bmkg,-3,negative
baca postingan megathrust gempa,7,positive
bumi gempa,4,positive
dwikorita aktivitas seismik wilayah selatan jawa tuntut tingkat kapasitas masyarakat pesisir paham tanda bahaya ingat,-4,negative
megathrust yogyakarta teror gempa gulung tsunami,-1,negative
bmkg ingat potensi megathrust selatan pulau jawa nyata warga siaga,9,positive
megathrust tsunami teror yogyakarta ingat bmkg,-3,negative
titik megathrust bmkg ingat jogja petaka tibatiba,-5,negative
giant sea wall pulau jawa mana tingkat padat duduk muka tanah turun naik muka air laut bahaya gempa megathrust btw jepang prioritas bangun mitigasi tsunami,1,positive
lapas cipinang kuat tanggap bencana gelar latih potensi megathrust,8,positive
yogyakarta selatan rawan megathrust bmkg dorong kesiapsiagaan hadap potensi gempa bumi tsunami,2,positive
lapas cipinang kuat tanggap bencana gelar latih potensi megathrust kemenimipas pemasyarakatanpastibermanfaatuntukmasyarakat asnberakhlak kanwilditjenpasdkjakarta,8,positive
kena megathrust,-3,negative
giat indonesia re ajar harap kuat literasi risiko asuransi tumbuh sadar mitigasi risiko gempa megathrust sinergi lintas sektor,6,positive
indonesia re gelar program indonesia re ajar komitmen tanggung sosial lingkung tjsl usaha program angkat tema mitigasi risiko gempa megathrust,10,positive
berets gempa megathrust bareng tsunami perang nuklir bumi aceh,4,positive
good terussss nilai property bandung awsome pihak perintah sikaya investor sikismin mampusss gakan kebel property lupa macet jalan ya btw gempa megathrust ya,19,positive
baca ulang berita swmpat baca salah sumber berita bmkg jepang info terima kontaminasi ramal komik manga jepang mohon maaf,-9,negative
negara jual laut lempar batu sembunyi uang korupsi salah gempa tsunami megathrust tanam mesti panen,-4,negative
gue kadang lihat gunung aktif berita megathrust suka mikir duluan indonesia bubar perintah bencana,6,positive
ri kepung zona megathrust laku gempawaspada blind zone,0,neutral
mampu prediksi gempa mampu ahli jepang salah ramai bicara ahli jepang gempa megathrust juli,14,positive
megathrust ledak tsunami meter gulung jawa hitung menit,-3,negative
giat indonesia re ajar harap kuat literasi risiko asuransi tumbuh sadar mitigasi risiko gempa megathrust sinergi lintas sektor,6,positive
program angkat tema mitigasi risiko gempa megathrust libat mahasiswa magang indonesia re giat september bogor jawa barat,4,positive
lokasi edukasi mitigasi gempa tsunami dampak sumber gempa megathrust selat sunda banten lampung,5,positive
kali bal banjir parah masuk air rumah sih kemarin cemas banget hari kena predisksi bmkg ramal megathrusttsunami anjir stres kuase weh welp,-12,negative
healthies bencana detik perintah nakes latih kesiapsiagaan hadap ancam gempa amp tsunami latih wujud simulasi nasional kesiapsiagaan hadap megathrust padang agustus september,3,positive
gempa megathrust jawa bmkg prediksi,7,positive
mosok iki earlyer warning megathrust kak,0,neutral
kenal indonesia re ajar program literasi risiko amp bencana paham potensi gempa megathrust mitigasi bencana yuk simak lengkap indonesiare indonesiareforreinsurancesolutions reasuransi reinsurance solusireasuransi,7,positive
pangandaran zona megathrust selatan jogja alami naik seismik jam hmm moga mandali,-1,negative
posting bagus negara kasih megathrust hujat gpp hujat kenan biar tuhan ambil alih indonesia munafik fitnah tolol ikut paham iman tuhan pisah,-15,negative
reta gempa dangkal laut selatan jawa zona megathrust jarak puluh darat heboh tsunami,10,positive
benua australia geser arah indonesia juta benua prediksi tabrak papua nugini indonesia timur picu bentuk gunung raksasa,8,positive
gapasdap rekomendasi megathrust,0,neutral
indonesia masuk wilayah megathrust,-3,negative
indonesia masuk wilayah megathrust,-3,negative
indonesia masuk wilayah megathrust,-3,negative
sue benerbener direset ya huhu gempa tuh salah bencana alam bikin ngeri pol indonesia siapsiap mitigasi bencana bacabaca megathrust waswas,-14,negative
habis bacabaca gempa megathrust indonesia seram banget perhati seksama edukasi ya indonesia mitigasi bencana alam kayak jepang loh,2,positive
ri kepung zona megathrust laku gempaawas blind zone,0,neutral
megathrust ya om jajan somay dago,4,positive
titik megathrust indonesia,-3,negative
ngelindungin hehkalau antisipasi megathrust ya kayak,4,positive
negara mending kasih gempa megathrust,8,positive
megathrust gerak mudah bahaya dampak jayapura sarmi nabire letak ujung corong palu,-7,negative
megathrust papua milik potensi magnitudo maksimum salah sumber megathrust potensial indonesia jarang perhati,0,neutral
kemenkes gelar simulasi nasional kesiapsiagaan megathrust sumatera barat beritaterkini beritaviral kabarterbaru klikwarta news beritanasional,2,positive
gempa megathrust jawa,4,positive
indonesia zona megathrust rentan gempa teliti brin potensi mitigasi masyarakat hadap ancam,-1,negative
rilissehat kemenkes gelar simulasi nasional kesiapsiagaan megathrust sumatera barat,2,positive
antisipasi megathrust kemenkes siap tenaga sehat cadang,13,positive
tara megathrust,2,positive
sumbar ajar tragedi warga dorong siaga hadap megathrust tawa,-4,negative
sumbar ajar tragedi warga dorong siaga hadap megathrust tawa,-4,negative
mu pulang bawa trophy gempa megathrust samasama prediksi sekali jadi dunia langsung heboh,13,positive
gempa simeulue megathrust guncang susul kali,1,positive
usar urban search and rescue training kolaborasi megathrust solution jakarta rescue daya makara universitas indonesia pui perancis ukhuwah al fatah rescue wanadri kampus wanadri bandung usar yayasanwanadri bnpb basarnas disaster siapuntukselamat,-1,negative
gempa mulu notif hp gue ya kali megathrust kah,10,positive
smjk muncul kabar sesar lembang megathrust kepikirann,3,positive
harap megathrust sadar perintah masyarakat mitigasi,5,positive
gempa megathrust indonesia ubah,4,positive
deold dasar lokasi timur laut jayapura dalam dangkal gempa patah lokal kerak bumi sistem patah jayapura mamberamo langsung antarmuka megathrust subduksi papua new guinea trench wilayah,-3,negative
subduksi papua megathrust,0,neutral
ya allah megathrust,9,positive
allah pikir banget megathrust bangkit tidur panjang,14,positive
ohya gempa megathrust jakarta tenggelam sempat biar kaget,8,positive
jawi barusan tonton video tiktok kemarin omong megathrust rusuh tanggal jadwal demo ibukota rusuh,-13,negative
patah thrust fault akibat aktivitas subduksi indoaustralia tunjam lempeng sunda eurasia dominasi kompresi sesuai karakter gempa zona megathrust gempa magnitudo mekanisme patah potensi tsunami,10,positive
tsunami min daerah jakarta dampak ngeri banget tiktok isi sesar megathrust,-4,negative
tsunami mas zaki masuk area megathrust ya,1,positive
halah kemarin berita potensi megathrust pesisir selatan jawa nyinyir hoax orang baca ya potensi,-5,negative
jangkau edukasi tengang mitigasi bencana dll heboh kemarin prediksi megathrust itu bilang warga nakut takut mah sedia payung hujan hujan jaga jaga bawa payung,7,positive
peta sumber megathrust sesar aktif indonesia pusgen edisi thread,2,positive
kembali tni barak potensi tsunami megathrust sebenarbenarnya contoh mampu paham baca mayoritas warga,8,positive
cowok straight ngeflirt alia gempa megathrust jawa maju deadlinenya hari,4,positive
pokokturu info kah megathrust geser tektonik perut buncit om jongun om ww tuing tuing,-2,negative
gi dasar data bmkg kini agustus status resmi level gempa megathrust indonesia potensi gempa zona mentawaisiberut selat sunda level siaga ya cek,13,positive
indonesia level gempa megathrust,4,positive
masuk adon bumbu sate masa megathrust,-2,negative
ngeri ya zona megathrust potensi gempa tsunami aceh,7,positive
sip bahas guru geografi jaman kak jatiluhur nauzubillah jebol banjir jakarta nauzubillah jadi megathrust sumedang waduk jatigede ancam,1,positive
indonesia bubar either amuk massa amuk megathrust,2,positive
tau alesannya khawatir sesar cimandiri sesar jalur patah laut efek bangun megathrust,-8,negative
nih efek sesar megathrust ya,7,positive
the face of potensi megathrust area dampak super physical assets kayak rugi lach paperbased assets,-5,negative
sih anjir inimah p gempa megathrust joss curry camp china currybrandasiatour underarmourth underarmourthjosswayar josswayar,5,positive
megathrust sesar beda kak megathrust zona tumbu lempeng tektonik laut sebab tsunami megahtrust selat selat sunda masuk fase lepas energi sesar patah darat,-4,negative
sih dom ya daerah bdg selatan kak bikin was was sbnrnya pp subang lembang sih takut megathrust ya ya estimasi,12,positive
ralat gempa megathrust langsung rumah pihak rakyat,7,positive
gempa megathrust langsung kawasan mukim elite indonesia,14,positive
bmkg ingat ancam megathrust zona picu gempa tsunami segmen aktif laut indonesia potensi guncang berita lengkap bmkg megathrust gempa tsunami,6,positive
iya pusat gempa bekas kemarin sesar baribis kawasan cincin api pasifik aktif tingkat aktivitas vulkanik gempa bumi kait fenomena geologi megathrust sebelumny prediksi bmkg,26,positive
jakarta habis ibadah beli siang moga gempa susul ya bi ngeri sedap tunggu megathrust pending semangat jalan nih ya,25,positive
stay safe gapapa deh biar megathrust moga korban jiwa,-2,negative
hiyaaa lempeng megathrust desak desak sesar pulau jawa,2,positive
estimasi kuat gempa megathrust indonesia sc pusat studi gempa nasional,17,positive
nih kemarin bawah rumah rasa mlehayy mlehoyykirain megathrust efek,4,positive
gempa megathrust,4,positive
moga gempa megathrust takut tenggelam nih,6,positive
magnitudo hasil megathrust min,3,positive
megathrust sumber bidang subduksi batas lempeng konvergen temu lempeng indoaustralia susup bawah lempeng sunda eurasia gempa hasil capai mag picu tsunami sesar retakanrekahan kerak bumi dangkal,7,positive
tbf buku orv tebeltebel schedule gempa megathrust lindung lemari isi buku orv merch oshi jatuh kepala orang tusuk leher biar mati cepat,15,positive
hooh kayak geography researcher indonesia jawa kayak fokus sesar lembang gede aktif sih baribis gera diperhatiin deh semenjak kira megathrust,3,positive
choco share lokasi bmkg sih kayak sesar baribis sesar prediksi jakarta gempa megathrust,4,positive
padang jarang gempa tektonik semenjak marapi erupsi kadang takut megathrust tawa bangkit tidur,13,positive
segmen gempa backarc thrust panjang utara jawa backarc thrust fbat panjang utara bal lombok alor gempa dangkal purwakarta bekas alarm fokus gembar gembor megathrust waspada gempa darat,28,positive
susul ya krol pagi aceh lampung gempa skala fenomena gempa diberitain megathrust sih cmiiw min,13,positive
takut megathrust hantam waduk kayak kemarin ditwit orang,-10,negative
hahahha banding sesar palukoro kacau gempa sulawesi jawa kecuali megathrust tau deh ya,7,positive
berita gempa pulau jawa stay safe lupa siap tas siaga bencana hadap megathrust ya kawan kawan,1,positive
gara gempa bekas pikir megathrust,5,positive
muda warga jabarjakartabantensumatera selatan masuk periode megathrust suluh integrasi pempuspemda gue tau anggap fear mongering,-6,negative
kriting tikum bahas megathrust abang,2,positive
gempa bekas megathrust,8,positive
fakta megathrust ancam nyata,-3,negative
fakta megathrust ancam nyata,-3,negative
akta megathrust ancam nyata,0,neutral
fakta megathrust ancam nyata,-3,negative
fakta megathrust ancam nyata,-3,negative
fakta megathrust ancam nyata,-3,negative
fakta megathrust ancam nyata,-3,negative
fakta sejarah gempa megathrust ancam nyata,1,positive
segmen megathrust indonesia aceh andam niassiumeulue kepualuan batu mentawaisiberut mentawaipagai enggano selat sunda banten selatan jawa barat selatan jawa tengahjawa timur selatan bal selatan ntb selatan ntt,2,positive
kilas analisa dorong lempeng benua indoaustralia megathrust dampak patah sesar darat moga lindung,-1,negative
indonesia letak temu lempeng utama dunia indoaustralia pasifik eurasia segmen sumber gempa subduksimegathrust segmen sumber gempa sesar aktif identifikasi identifikasi sumber pusgen,13,positive
lompat data gempabumi signifikan jadi gempa kali gempa dominasi aktivitas gempa dangkal sumber sumber gempa sesar aktif shallow crustal earthquake zona subduksi megathrust,20,positive
naro tas megathrust isi baju suratsurat aman n jangkau ambil manusia mah waspada,5,positive
bmkg ingat gedung tahan guncang gempa megathrust siap gedung tahan gempa indonesia via properti,10,positive
kejut megathrust jawa seru,8,positive
hadap megathrust kenal kondisi laut tawa,3,positive
abang gempa megathrust bendung jawa barat jebol tenggelam bandung,0,neutral
bmkg siap gedung tahan gempa megathrust jakarta ri,6,positive
papua megathrust,0,neutral
skala masuk kategori megathrust,-3,negative
video potensi megathrust bmkg bicara gedung tahan gempa jakarta,8,positive
hadap ancam megathrust tni tni au basarnas gmls gelar latgabmapad,-2,negative
potensi resiko akibat kapasitas over load tambah fungsi ibukota negara global warming naik muka air laut megathrust dsb dasco,10,positive
sisi fakta sejarah tsunami aceh fenomena geologi akibat gempa megathrust lempeng indoaustralia kuat sr bukti ilmiah dokumen kredibel catat tampak yesus tsunami kecuali cerita lisan hoaks muncul,8,positive
megathrust susul tsunami raksasa ulang kali hantam selatan jawa,-5,negative
rawan bahaya banget gempa megathrust dampak tsunami,-8,negative
gempa megathrust ledak tsunami gulung bandara yogyakarta,0,neutral
megathrust kepake,0,neutral
brin gempa megathrust tsunami raksasa guncang selatan jawa temu analisis dampak referensi kait ambisiusnews gempam tsunamijawa penelitianbrin,5,positive
gempa megathrust ledak tsunami raksasa gulung selatan jawa,0,neutral
megathrust siapa megaw,1,positive
megathrust kabar dah,-1,negative
megathrust ri tunggu zona merah bmkg,5,positive
bmkg account these last few days gempa pusat megathrust situ,7,positive
warna cedemu siklus gempa megathrust republik blekak blekek cincin api jenderal kurhid,8,positive
sejarah gempa semenanjung kamchatka rusia gempa megathrust picu tsunami gempa picu tsunami daryonobmkg source pinegina et al,12,positive
gunung karang gunung api dormant potensi bangun megathrust sunda segmen selat sunda bangkit utaratimur laut gunung kawasan industri chemical industri strategis candra asri krakatau steel kena efek gempaerupsi fatal,5,positive
