full_text,clean_text,normalisasi_text,tokenize,stopword_removal,steming_data,score,label
@ARSIPAJA Pemerintah makin anjing yah apa udah tandanya negara ini pen diazab megathrust?,arsipaja pemerintah makin anjing udah tandanya negara diazab megathrust,arsipaja pemerintah makin anjing sudah tandanya negara diazab megathrust,"['arsipaja', 'pemerintah', 'makin', 'anjing', 'sudah', 'tandanya', 'negara', 'diazab', 'megathrust']","['arsipaja', 'pemerintah', 'anjing', 'tandanya', 'negara', 'diazab', 'megathrust']",arsipaja perintah anjing tanda negara azab,-11,negative
Ini apa mau dibawa ke kantor polisi lagi? https://t.co/YBYcAOdSIU,dibawa kantor polisi lagi tcoybycaodsiu,dibawa kantor polisi lagi tcoybycaodsiu,"['dibawa', 'kantor', 'polisi', 'lagi', 'tcoybycaodsiu']","['dibawa', 'kantor', 'polisi', 'tcoybycaodsiu']",bawa kantor polisi tcoybycaodsiu,1,positive
Gempa Megathrust solusi ngilangin HAMA macem mereka,gempa megathrust solusi ngilangin hama macem mereka,gempa megathrust solusi menghilangkan hama macam mereka,"['gempa', 'megathrust', 'solusi', 'menghilangkan', 'hama', 'macam', 'mereka']","['gempa', 'megathrust', 'solusi', 'menghilangkan', 'hama']",solusi hilang hama,7,positive
BRIN Temukan Jejak Tsunami Raksasa di Selatan Jawa: Dipicu Gempa Megathrust M 9 0 https://t.co/9qu70MnSHn,brin temukan jejak tsunami raksasa selatan jawa dipicu gempa megathrust tcoqumnshn,brin temukan jejak tsunami raksasa selatan jawa dipicu gempa megathrust tcoqumnshn,"['brin', 'temukan', 'jejak', 'tsunami', 'raksasa', 'selatan', 'jawa', 'dipicu', 'gempa', 'megathrust', 'tcoqumnshn']","['brin', 'temukan', 'jejak', 'tsunami', 'raksasa', 'selatan', 'jawa', 'dipicu', 'gempa', 'megathrust', 'tcoqumnshn']",brin temu jejak raksasa selatan picu tcoqumnshn,6,positive
Sejarah gempa besar telah terjadi di Semenanjung Kamchatka di Rusia: tahun 1737 1841 1923 1923 1952 dan 2025 merupakan gempa megathrust yg memicu tsunami dan beberapa gempa besar lain yang tidak memicu tsunami. Source: Pinegina et al. (2018). https://t.co/BCzcOONaDU,sejarah gempa besar telah terjadi semenanjung kamchatka rusia tahun       merupakan gempa megathrust memicu tsunami beberapa gempa besar lain yang tidak memicu tsunami source pinegina  tcobczcoonadu,sejarah gempa besar telah terjadi semenanjung kamchatka rusia tahun merupakan gempa megathrust memicu tsunami beberapa gempa besar lain yang tidak memicu tsunami source pinegina tcobczcoonadu,"['sejarah', 'gempa', 'besar', 'telah', 'terjadi', 'semenanjung', 'kamchatka', 'rusia', 'tahun', 'merupakan', 'gempa', 'megathrust', 'memicu', 'tsunami', 'beberapa', 'gempa', 'besar', 'lain', 'yang', 'tidak', 'memicu', 'tsunami', 'source', 'pinegina', 'tcobczcoonadu']","['sejarah', 'gempa', 'semenanjung', 'kamchatka', 'rusia', 'gempa', 'megathrust', 'memicu', 'tsunami', 'gempa', 'memicu', 'tsunami', 'source', 'pinegina', 'tcobczcoonadu']",sejarah semenanjung kamchatka rusia picu picu source pinegina tcobczcoonadu,12,positive
@ihsanhdyn @DailyD1ss1dent Banyak gempa besar telah terjadi di Semenanjung Kamchatka di Rusia: tahun 1737 1841 Februari 1923 April 1923 1952 dan 2025 merupakan gempa megathrust yg menyebabkan tsunami .,ihsanhdyn dailydssdent banyak gempa besar telah terjadi semenanjung kamchatka rusia tahun   februari  april    merupakan gempa megathrust menyebabkan tsunami,ihsanhdyn dailydssdent banyak gempa besar telah terjadi semenanjung kamchatka rusia tahun februari april merupakan gempa megathrust menyebabkan tsunami,"['ihsanhdyn', 'dailydssdent', 'banyak', 'gempa', 'besar', 'telah', 'terjadi', 'semenanjung', 'kamchatka', 'rusia', 'tahun', 'februari', 'april', 'merupakan', 'gempa', 'megathrust', 'menyebabkan', 'tsunami']","['ihsanhdyn', 'dailydssdent', 'gempa', 'semenanjung', 'kamchatka', 'rusia', 'februari', 'april', 'gempa', 'megathrust', 'menyebabkan', 'tsunami']",ihsanhdyn dailydssdent semenanjung kamchatka rusia februari april sebab,11,positive
Gesekan ini dapat terjadi selama ribuan tahun tetapi kemudian dapat tiba-tiba hilang hanya dalam beberapa menit melalui rilis energi gempa besar. Ini dikenal sebagai gempa megathrust. (pic.: @DailyD1ss1dent) https://t.co/Qh0MY8JqUZ,gesekan dapat terjadi selama ribuan tahun tetapi kemudian dapat tibatiba hilang hanya dalam beberapa menit melalui rilis energi gempa besar dikenal sebagai gempa megathrust dailydssdent tcoqhmyjquz,gesekan dapat terjadi selama ribuan tahun tetapi kemudian dapat tibatiba hilang hanya dalam beberapa menit melalui rilis energi gempa besar dikenal sebagai gempa megathrust dailydssdent tcoqhmyjquz,"['gesekan', 'dapat', 'terjadi', 'selama', 'ribuan', 'tahun', 'tetapi', 'kemudian', 'dapat', 'tibatiba', 'hilang', 'hanya', 'dalam', 'beberapa', 'menit', 'melalui', 'rilis', 'energi', 'gempa', 'besar', 'dikenal', 'sebagai', 'gempa', 'megathrust', 'dailydssdent', 'tcoqhmyjquz']","['gesekan', 'ribuan', 'tibatiba', 'hilang', 'menit', 'rilis', 'energi', 'gempa', 'dikenal', 'gempa', 'megathrust', 'dailydssdent', 'tcoqhmyjquz']",gesek ribu tibatiba hilang menit rilis energi kenal dailydssdent tcoqhmyjquz,21,positive
@Mak_easyh1h1h1h Klu oknum pejabat ormas dan calo udh kegulung oleh megathrust...,makeasyhhhh oknum pejabat ormas calo kegulung oleh megathrust,makeasyhhhh oknum pejabat ormas calo kegulung oleh megathrust,"['makeasyhhhh', 'oknum', 'pejabat', 'ormas', 'calo', 'kegulung', 'oleh', 'megathrust']","['makeasyhhhh', 'oknum', 'pejabat', 'ormas', 'calo', 'kegulung', 'megathrust']",makeasyhhhh oknum jabat ormas calo gulung,-3,negative
Jd kepikiran semisal ada kejadian megathrust kaya di Kamchatka kmrn hewan laut kaya paus gini ngerasainnya mungkin kaya lagi turbulensi dalam pesawat kali yak..,kepikiran semisal kejadian megathrust kaya kamchatka kmrn hewan laut kaya paus gini ngerasainnya mungkin kaya lagi turbulensi dalam pesawat kali,kepikiran semisal kejadian megathrust kayak kamchatka kemarin hewan laut kayak paus begini ngerasainnya mungkin kayak lagi turbulensi dalam pesawat kali,"['kepikiran', 'semisal', 'kejadian', 'megathrust', 'kayak', 'kamchatka', 'kemarin', 'hewan', 'laut', 'kayak', 'paus', 'begini', 'ngerasainnya', 'mungkin', 'kayak', 'lagi', 'turbulensi', 'dalam', 'pesawat', 'kali']","['kepikiran', 'kejadian', 'megathrust', 'kayak', 'kamchatka', 'kemarin', 'hewan', 'laut', 'kayak', 'paus', 'ngerasainnya', 'kayak', 'turbulensi', 'pesawat', 'kali']",pikir jadi kayak kamchatka kemarin hewan laut kayak paus ngerasainnya kayak turbulensi pesawat kali,-10,negative
Gempa Megathrust memicu anomali aktifitas gunung berapi di Rusia,gempa megathrust memicu anomali aktifitas gunung berapi rusia,gempa megathrust memicu anomali aktifitas gunung berapi rusia,"['gempa', 'megathrust', 'memicu', 'anomali', 'aktifitas', 'gunung', 'berapi', 'rusia']","['gempa', 'megathrust', 'memicu', 'anomali', 'aktifitas', 'gunung', 'berapi', 'rusia']",picu anomali aktifitas gunung rap rusia,4,positive
~ Letusan gunung berapi pasca gempa akbar (megathrust) ~ - lebih lengkap di https://t.co/ToIrcsvRem Pasca gempa akbar Kamchatka 30 Juli 2025 (M8 8) lalu 3 gunung berapi di Semenanjung Kamchatka (Russia Timur Jauh) teramati mengalami peningkatan aktivitas. https://t.co/w7Ky0jrA0w,letusan gunung berapi pasca gempa akbar megathrust lebih lengkap tcotoircsvrem pasca gempa akbar kamchatka juli  lalu gunung berapi semenanjung kamchatka russia timur jauh teramati mengalami peningkatan aktivitas tcowkyjraw,letusan gunung berapi pasca gempa akbar megathrust lebih lengkap tcotoircsvrem pasca gempa akbar kamchatka juli lalu gunung berapi semenanjung kamchatka russia timur jauh teramati mengalami peningkatan aktivitas tcowkyjraw,"['letusan', 'gunung', 'berapi', 'pasca', 'gempa', 'akbar', 'megathrust', 'lebih', 'lengkap', 'tcotoircsvrem', 'pasca', 'gempa', 'akbar', 'kamchatka', 'juli', 'lalu', 'gunung', 'berapi', 'semenanjung', 'kamchatka', 'russia', 'timur', 'jauh', 'teramati', 'mengalami', 'peningkatan', 'aktivitas', 'tcowkyjraw']","['letusan', 'gunung', 'berapi', 'pasca', 'gempa', 'akbar', 'megathrust', 'lengkap', 'tcotoircsvrem', 'pasca', 'gempa', 'akbar', 'kamchatka', 'juli', 'gunung', 'berapi', 'semenanjung', 'kamchatka', 'russia', 'timur', 'teramati', 'mengalami', 'peningkatan', 'aktivitas', 'tcowkyjraw']",letus gunung rap pasca akbar lengkap tcotoircsvrem pasca akbar kamchatka juli gunung rap semenanjung kamchatka russia timur amat alami tingkat aktivitas tcowkyjraw,8,positive
@zakiberkata Tapi ada gak sih penelitian gempa megathrust-tsunami itu di periode kapan seringnya? Karena bumi itu siklus kan,zakiberkata tapi penelitian gempa megathrusttsunami periode kapan seringnya karena bumi siklus,zakiberkata tapi penelitian gempa megathrusttsunami periode kapan seringnya karena bumi siklus,"['zakiberkata', 'tapi', 'penelitian', 'gempa', 'megathrusttsunami', 'periode', 'kapan', 'seringnya', 'karena', 'bumi', 'siklus']","['zakiberkata', 'penelitian', 'gempa', 'megathrusttsunami', 'periode', 'bumi', 'siklus']",zakiberkata teliti megathrusttsunami periode bumi siklus,4,positive
otw megathrust tenan,megathrust tenan,megathrust tenan,"['megathrust', 'tenan']","['megathrust', 'tenan']",tenan,0,neutral
@zakiberkata jika terjadi megathrust di jawa barat kira gunung gede pangrango kemungkinan aktif lagi ga ya min &amp; dampak nya gimana ,zakiberkata jika terjadi megathrust jawa barat kira gunung gede pangrango kemungkinan aktif lagi dampak gimana,zakiberkata jika terjadi megathrust jawa barat kira gunung gede pangrango kemungkinan aktif lagi dampak bagaimana,"['zakiberkata', 'jika', 'terjadi', 'megathrust', 'jawa', 'barat', 'kira', 'gunung', 'gede', 'pangrango', 'kemungkinan', 'aktif', 'lagi', 'dampak', 'bagaimana']","['zakiberkata', 'megathrust', 'jawa', 'barat', 'gunung', 'gede', 'pangrango', 'aktif', 'dampak']",zakiberkata barat gunung gede pangrango aktif dampak,1,positive
@AlnissaStore @zakiberkata Bisa tapi prosesnya ga kayak tahu bulat digoreng dadakan BTW gempa sesar Opak aja butuh 4 tahun buat bikin erupsi besar Merapi gempa megathrust Aceh aja butuh 6 tahun buat ngebangunin Sinabung yg harus diwaspadai Gunung Gede ,alnissastore zakiberkata bisa tapi prosesnya kayak tahu bulat digoreng dadakan gempa sesar opak butuh tahun buat bikin erupsi besar merapi gempa megathrust aceh butuh tahun buat ngebangunin sinabung harus diwaspadai gunung gede,alnissastore zakiberkata bisa tapi prosesnya kayak tahu bulat digoreng dadakan gempa sesar opak butuh tahun buat bikin erupsi besar merapi gempa megathrust aceh butuh tahun buat ngebangunin sinabung harus diwaspadai gunung gede,"['alnissastore', 'zakiberkata', 'bisa', 'tapi', 'prosesnya', 'kayak', 'tahu', 'bulat', 'digoreng', 'dadakan', 'gempa', 'sesar', 'opak', 'butuh', 'tahun', 'buat', 'bikin', 'erupsi', 'besar', 'merapi', 'gempa', 'megathrust', 'aceh', 'butuh', 'tahun', 'buat', 'ngebangunin', 'sinabung', 'harus', 'diwaspadai', 'gunung', 'gede']","['alnissastore', 'zakiberkata', 'prosesnya', 'kayak', 'bulat', 'digoreng', 'dadakan', 'gempa', 'sesar', 'opak', 'butuh', 'bikin', 'erupsi', 'merapi', 'gempa', 'megathrust', 'aceh', 'butuh', 'ngebangunin', 'sinabung', 'diwaspadai', 'gunung', 'gede']",alnissastore zakiberkata proses kayak bulat goreng dada sesar opak butuh bikin erupsi rapi aceh butuh ngebangunin sabung waspada gunung gede,2,positive
@AlnissaStore Gempa megathrust tidak cukup untuk membuat daerah tanpa gunung api tiba-tiba punya gunung api. Kecuali dalam konteks proses jutaan tahun,alnissastore gempa megathrust tidak cukup untuk membuat daerah tanpa gunung tibatiba punya gunung kecuali dalam konteks proses jutaan tahun,alnissastore gempa megathrust tidak cukup untuk membuat daerah tanpa gunung tibatiba punya gunung kecuali dalam konteks proses jutaan tahun,"['alnissastore', 'gempa', 'megathrust', 'tidak', 'cukup', 'untuk', 'membuat', 'daerah', 'tanpa', 'gunung', 'tibatiba', 'punya', 'gunung', 'kecuali', 'dalam', 'konteks', 'proses', 'jutaan', 'tahun']","['alnissastore', 'gempa', 'megathrust', 'daerah', 'gunung', 'tibatiba', 'gunung', 'kecuali', 'konteks', 'proses', 'jutaan']",alnissastore daerah gunung tibatiba gunung kecuali konteks proses juta,7,positive
Bukti bahwa gempa megathrust bisa membangunkan gunung yang sudah lama tidak aktif. Contoh kasus di Indonesia ada Gn. Sinabung,bukti bahwa gempa megathrust bisa membangunkan gunung yang sudah lama tidak aktif contoh kasus indonesia sinabung,bukti bahwa gempa megathrust bisa membangunkan gunung yang sudah lama tidak aktif contoh kasus indonesia sinabung,"['bukti', 'bahwa', 'gempa', 'megathrust', 'bisa', 'membangunkan', 'gunung', 'yang', 'sudah', 'lama', 'tidak', 'aktif', 'contoh', 'kasus', 'indonesia', 'sinabung']","['bukti', 'gempa', 'megathrust', 'membangunkan', 'gunung', 'aktif', 'contoh', 'indonesia', 'sinabung']",bukti bangun gunung aktif contoh sabung,3,positive
@Alfa_tera_omega @DaryonoBMKG Izin menyanggah setauku gempa Pangandaran 2006 itu Megathrust juga sumbernya tapi termasuk kecil dan ndak cukup utk ngurangin penumpukan energi tektonik.,alfateraomega daryonobmkg izin menyanggah setauku gempa pangandaran  megathrust juga sumbernya tapi termasuk kecil ndak cukup ngurangin penumpukan energi tektonik,alfateraomega daryonobmkg izin menyanggah setauku gempa pangandaran megathrust juga sumbernya tapi termasuk kecil indak cukup ngurangin penumpukan energi tektonik,"['alfateraomega', 'daryonobmkg', 'izin', 'menyanggah', 'setauku', 'gempa', 'pangandaran', 'megathrust', 'juga', 'sumbernya', 'tapi', 'termasuk', 'kecil', 'indak', 'cukup', 'ngurangin', 'penumpukan', 'energi', 'tektonik']","['alfateraomega', 'daryonobmkg', 'izin', 'menyanggah', 'setauku', 'gempa', 'pangandaran', 'megathrust', 'sumbernya', 'indak', 'ngurangin', 'penumpukan', 'energi', 'tektonik']",alfateraomega daryonobmkg izin sanggah tau pangandaran sumber indak ngurangin tumpu energi tektonik,0,neutral
@choluicy @zakiberkata Tsunami ya engga tp kalau gempa megathrust kek 2006 dulu ya parah apalagi daerah Gantiwarno dan sekitarnya,choluicy zakiberkata tsunami engga kalau gempa megathrust  dulu parah apalagi daerah gantiwarno sekitarnya,choluicy zakiberkata tsunami tidak kalau gempa megathrust dulu parah apalagi daerah gantiwarno sekitarnya,"['choluicy', 'zakiberkata', 'tsunami', 'tidak', 'kalau', 'gempa', 'megathrust', 'dulu', 'parah', 'apalagi', 'daerah', 'gantiwarno', 'sekitarnya']","['choluicy', 'zakiberkata', 'tsunami', 'gempa', 'megathrust', 'parah', 'daerah', 'gantiwarno']",choluicy zakiberkata parah daerah gantiwarno,-1,negative
@iwanfals Bikin lagunya bang... liriknya berisi peringatan pada negara + masyarakat supaya waspada MEGATHRUST dan ingat dosa (terutama pejabatnya ),iwanfals bikin lagunya bang liriknya berisi peringatan pada negara masyarakat supaya waspada megathrust ingat dosa terutama pejabatnya,iwanfals bikin lagunya abang liriknya berisi peringatan pada negara masyarakat supaya waspada megathrust ingat dosa terutama pejabatnya,"['iwanfals', 'bikin', 'lagunya', 'abang', 'liriknya', 'berisi', 'peringatan', 'pada', 'negara', 'masyarakat', 'supaya', 'waspada', 'megathrust', 'ingat', 'dosa', 'terutama', 'pejabatnya']","['iwanfals', 'bikin', 'lagunya', 'abang', 'liriknya', 'berisi', 'peringatan', 'negara', 'masyarakat', 'waspada', 'megathrust', 'dosa', 'pejabatnya']",iwanfals bikin lagu abang lirik isi ingat negara masyarakat waspada dosa jabat,2,positive
Teringat gempa ini di Juli 2023 yg lalu. Gempa ini bukan di jalur subduksi tapi di fore arc basin nya yg patah bukan megathrust nya tapi patahan yg dihasilkan dari tabrakan jalur megathrust itu. Di megathrust selatan jawa tengah DIY jarang ada kejadian gempa diatas 5 Mw,teringat gempa juli  lalu gempa bukan jalur subduksi tapi fore basin patah bukan megathrust tapi patahan dihasilkan dari tabrakan jalur megathrust megathrust selatan jawa tengah jarang kejadian gempa diatas,teringat gempa juli lalu gempa bukan jalur subduksi tapi fore basin patah bukan megathrust tapi patahan dihasilkan dari tabrakan jalur megathrust megathrust selatan jawa tengah jarang kejadian gempa diatas,"['teringat', 'gempa', 'juli', 'lalu', 'gempa', 'bukan', 'jalur', 'subduksi', 'tapi', 'fore', 'basin', 'patah', 'bukan', 'megathrust', 'tapi', 'patahan', 'dihasilkan', 'dari', 'tabrakan', 'jalur', 'megathrust', 'megathrust', 'selatan', 'jawa', 'tengah', 'jarang', 'kejadian', 'gempa', 'diatas']","['gempa', 'juli', 'gempa', 'jalur', 'subduksi', 'fore', 'basin', 'patah', 'megathrust', 'patahan', 'dihasilkan', 'tabrakan', 'jalur', 'megathrust', 'megathrust', 'selatan', 'jawa', 'jarang', 'kejadian', 'gempa', 'diatas']",juli jalur subduksi fore basin patah patah hasil tabrak jalur selatan jarang jadi atas,-7,negative
Zona Megathrust di Indonesia Lebih Mengkhawatirkan dari Rusia https://t.co/MQ7siWn2bS,zona megathrust indonesia lebih mengkhawatirkan dari rusia tcomqsiwnbs,zona megathrust indonesia lebih mengkhawatirkan dari rusia tcomqsiwnbs,"['zona', 'megathrust', 'indonesia', 'lebih', 'mengkhawatirkan', 'dari', 'rusia', 'tcomqsiwnbs']","['zona', 'megathrust', 'indonesia', 'mengkhawatirkan', 'rusia', 'tcomqsiwnbs']",zona khawatir rusia tcomqsiwnbs,1,positive
@faysaaa @zakiberkata Gunung api di selatan Jawa yang berpotensi aktif kembali akibat gempa megathrust meliputi Anak Krakatau (dekat zona subduksi historis terkait tsunami) Gede-Pangrango (dorman sejak 1957 rentan getaran) dan Galunggung (terakhir 1984 bisa terpicu oleh tekanan tektonik). Ini,faysaaa zakiberkata gunung selatan jawa yang berpotensi aktif kembali akibat gempa megathrust meliputi anak krakatau dekat zona subduksi historis terkait tsunami gedepangrango dorman sejak  rentan getaran galunggung terakhir  bisa terpicu oleh tekanan tektonik,faysaaa zakiberkata gunung selatan jawa yang berpotensi aktif kembali akibat gempa megathrust meliputi anak krakatau dekat zona subduksi historis terkait tsunami gedepangrango dorman sejak rentan getaran galunggung terakhir bisa terpicu oleh tekanan tektonik,"['faysaaa', 'zakiberkata', 'gunung', 'selatan', 'jawa', 'yang', 'berpotensi', 'aktif', 'kembali', 'akibat', 'gempa', 'megathrust', 'meliputi', 'anak', 'krakatau', 'dekat', 'zona', 'subduksi', 'historis', 'terkait', 'tsunami', 'gedepangrango', 'dorman', 'sejak', 'rentan', 'getaran', 'galunggung', 'terakhir', 'bisa', 'terpicu', 'oleh', 'tekanan', 'tektonik']","['faysaaa', 'zakiberkata', 'gunung', 'selatan', 'jawa', 'berpotensi', 'aktif', 'akibat', 'gempa', 'megathrust', 'meliputi', 'anak', 'krakatau', 'zona', 'subduksi', 'historis', 'terkait', 'tsunami', 'gedepangrango', 'dorman', 'rentan', 'getaran', 'galunggung', 'terpicu', 'tekanan', 'tektonik']",faysaaa zakiberkata gunung selatan potensi aktif akibat liput anak krakatau zona subduksi historis kait gedepangrango dorman rentan getar galunggung picu tekan tektonik,6,positive
@zakiberkata Kalau terjadi gempa megathrust di pulau jawa bagian selatan gunung mana saja yang berpotensi aktif kembali @grok?,zakiberkata kalau terjadi gempa megathrust pulau jawa bagian selatan gunung mana saja yang berpotensi aktif kembali grok,zakiberkata kalau terjadi gempa megathrust pulau jawa bagian selatan gunung mana saja yang berpotensi aktif kembali grok,"['zakiberkata', 'kalau', 'terjadi', 'gempa', 'megathrust', 'pulau', 'jawa', 'bagian', 'selatan', 'gunung', 'mana', 'saja', 'yang', 'berpotensi', 'aktif', 'kembali', 'grok']","['zakiberkata', 'gempa', 'megathrust', 'pulau', 'jawa', 'selatan', 'gunung', 'berpotensi', 'aktif', 'grok']",zakiberkata pulau selatan gunung potensi aktif grok,9,positive
@zakiberkata Kalo kejadian megathrust di selat Sunda Ada kemungkinan gunung karang di pandeglang banten aktif lagi ngga mas zak?,zakiberkata kalo kejadian megathrust selat sunda kemungkinan gunung karang pandeglang banten aktif lagi ngga,zakiberkata kalau kejadian megathrust selat sunda kemungkinan gunung karang pandeglang banten aktif lagi tidak,"['zakiberkata', 'kalau', 'kejadian', 'megathrust', 'selat', 'sunda', 'kemungkinan', 'gunung', 'karang', 'pandeglang', 'banten', 'aktif', 'lagi', 'tidak']","['zakiberkata', 'kejadian', 'megathrust', 'selat', 'sunda', 'gunung', 'karang', 'pandeglang', 'banten', 'aktif']",zakiberkata jadi selat sunda gunung karang pandeglang banten aktif,0,neutral
@DambaanA Nanti Kena Gempa Megathrust ketar ketir minta bantuan internasional. Dunia akan mempertanyakan mitigasi Indonesia jelek amat ,dambaana nanti kena gempa megathrust ketar ketir minta bantuan internasional dunia akan mempertanyakan mitigasi indonesia jelek amat,dambaana nanti kena gempa megathrust ketar ketir meminta bantuan internasional dunia akan mempertanyakan mitigasi indonesia jelek amat,"['dambaana', 'nanti', 'kena', 'gempa', 'megathrust', 'ketar', 'ketir', 'meminta', 'bantuan', 'internasional', 'dunia', 'akan', 'mempertanyakan', 'mitigasi', 'indonesia', 'jelek', 'amat']","['dambaana', 'kena', 'gempa', 'megathrust', 'ketar', 'ketir', 'bantuan', 'internasional', 'dunia', 'mitigasi', 'indonesia', 'jelek']",dambaana kena ketar tir bantu internasional dunia mitigasi jelek,-3,negative
Kapan? nunggu One Piece VP RI dtg? nunggu janji badud tua gemoy mabuk tercapai? nunggu pencitraan pejabat? nunggu SM dan LBP kasih cekekan baru buat rakyat? Kentut babi lu @cnbcindonesia BMKG Sebut Gempa Megathrust RI Hanya Tunggu Waktu Cek Zona Merahnya https://t.co/45vhhaVaSQ,kapan nunggu piece nunggu janji badud gemoy mabuk tercapai nunggu pencitraan pejabat nunggu kasih cekekan baru buat rakyat kentut babi cnbcindonesia bmkg sebut gempa megathrust hanya tunggu waktu zona merahnya tcovhhavasq,kapan menunggu piece menunggu janji badud gemoy mabuk tercapai menunggu pencitraan pejabat menunggu kasih cekekan baru buat rakyat kentut babi cnbcindonesia bmkg sebut gempa megathrust hanya tunggu waktu zona merahnya tcovhhavasq,"['kapan', 'menunggu', 'piece', 'menunggu', 'janji', 'badud', 'gemoy', 'mabuk', 'tercapai', 'menunggu', 'pencitraan', 'pejabat', 'menunggu', 'kasih', 'cekekan', 'baru', 'buat', 'rakyat', 'kentut', 'babi', 'cnbcindonesia', 'bmkg', 'sebut', 'gempa', 'megathrust', 'hanya', 'tunggu', 'waktu', 'zona', 'merahnya', 'tcovhhavasq']","['menunggu', 'piece', 'menunggu', 'janji', 'badud', 'gemoy', 'mabuk', 'tercapai', 'menunggu', 'pencitraan', 'pejabat', 'menunggu', 'kasih', 'cekekan', 'rakyat', 'kentut', 'babi', 'cnbcindonesia', 'bmkg', 'gempa', 'megathrust', 'tunggu', 'zona', 'merahnya', 'tcovhhavasq']",tunggu piece tunggu janji badud gemoy mabuk capai tunggu citra jabat tunggu kasih cekek rakyat kentut babi cnbcindonesia bmkg tunggu zona merah tcovhhavasq,12,positive
Gunung pasif selama 600thn trs erupsi tuh brti dapur magmanya keisi magma lagi kan probably krn megathrust itu bkin patahan baru di bawahnya krn gunung sndiri itu ada krn hasil subduksi dari lempeng . Tp jjur ini ngeri sih ky bayangin rumahmu di gunung yg klaimnya uda pasif,gunung pasif selama thn erupsi brti dapur magmanya keisi magma lagi probably megathrust bkin patahan baru bawahnya gunung sndiri hasil subduksi dari lempeng jjur ngeri bayangin rumahmu gunung klaimnya pasif,gunung pasif selama tahun erupsi brti dapur magmanya keisi magma lagi probably megathrust bikin patahan baru bawahnya gunung sendiri hasil subduksi dari lempeng jujur ngeri bayangkan rumahmu gunung klaimnya pasif,"['gunung', 'pasif', 'selama', 'tahun', 'erupsi', 'brti', 'dapur', 'magmanya', 'keisi', 'magma', 'lagi', 'probably', 'megathrust', 'bikin', 'patahan', 'baru', 'bawahnya', 'gunung', 'sendiri', 'hasil', 'subduksi', 'dari', 'lempeng', 'jujur', 'ngeri', 'bayangkan', 'rumahmu', 'gunung', 'klaimnya', 'pasif']","['gunung', 'pasif', 'erupsi', 'brti', 'dapur', 'magmanya', 'keisi', 'magma', 'probably', 'megathrust', 'bikin', 'patahan', 'bawahnya', 'gunung', 'hasil', 'subduksi', 'lempeng', 'jujur', 'ngeri', 'bayangkan', 'rumahmu', 'gunung', 'klaimnya', 'pasif']",gunung pasif erupsi brti dapur magma isi magma probably bikin patah bawah gunung hasil subduksi lempeng jujur ngeri bayang rumah gunung klaim pasif,8,positive
This guy analisis dan bikin video soal Megathrust Kamchatka 3 hari sebelum kejadian. Lengkap ama efek volcanic eruption setelahnya. https://t.co/Z3MEn4ZFRG,this analisis bikin video soal megathrust kamchatka hari sebelum kejadian lengkap efek volcanic eruption setelahnya tcozmenzfrg,this analisis bikin video soal megathrust kamchatka hari sebelum kejadian lengkap efek volcanic eruption setelahnya tcozmenzfrg,"['this', 'analisis', 'bikin', 'video', 'soal', 'megathrust', 'kamchatka', 'hari', 'sebelum', 'kejadian', 'lengkap', 'efek', 'volcanic', 'eruption', 'setelahnya', 'tcozmenzfrg']","['this', 'analisis', 'bikin', 'video', 'megathrust', 'kamchatka', 'kejadian', 'lengkap', 'efek', 'volcanic', 'eruption', 'setelahnya', 'tcozmenzfrg']",this analisis bikin video kamchatka jadi lengkap efek volcanic eruption telah tcozmenzfrg,10,positive
@zakiberkata Jika megathrust terjadi di selatan jawa Mungkin bisa bangunkan Gunung2 api yang telah lama tertidur ,zakiberkata jika megathrust terjadi selatan jawa mungkin bisa bangunkan gunung yang telah lama tertidur,zakiberkata jika megathrust terjadi selatan jawa mungkin bisa bangunkan gunung yang telah lama tertidur,"['zakiberkata', 'jika', 'megathrust', 'terjadi', 'selatan', 'jawa', 'mungkin', 'bisa', 'bangunkan', 'gunung', 'yang', 'telah', 'lama', 'tertidur']","['zakiberkata', 'megathrust', 'selatan', 'jawa', 'bangunkan', 'gunung', 'tertidur']",zakiberkata selatan bangun gunung tidur,3,positive
Zona Megathrust Indonesia Lebih Berbahaya Dibandingkan Rusia https://t.co/NxuMzDWmRc,zona megathrust indonesia lebih berbahaya dibandingkan rusia tconxumzdwmrc,zona megathrust indonesia lebih berbahaya dibandingkan rusia tconxumzdwmrc,"['zona', 'megathrust', 'indonesia', 'lebih', 'berbahaya', 'dibandingkan', 'rusia', 'tconxumzdwmrc']","['zona', 'megathrust', 'indonesia', 'berbahaya', 'dibandingkan', 'rusia', 'tconxumzdwmrc']",zona bahaya banding rusia tconxumzdwmrc,-2,negative
@zakiberkata Adakah gunung berapi di Indonesia yg letusannya dipicu gempa Megathrust bang @zakiberkata ?,zakiberkata adakah gunung berapi indonesia letusannya dipicu gempa megathrust bang zakiberkata,zakiberkata adakah gunung berapi indonesia letusannya dipicu gempa megathrust abang zakiberkata,"['zakiberkata', 'adakah', 'gunung', 'berapi', 'indonesia', 'letusannya', 'dipicu', 'gempa', 'megathrust', 'abang', 'zakiberkata']","['zakiberkata', 'adakah', 'gunung', 'berapi', 'indonesia', 'letusannya', 'dipicu', 'gempa', 'megathrust', 'abang', 'zakiberkata']",zakiberkata ada gunung rap letus picu abang zakiberkata,4,positive
