Review text,teks_bersih
mantap brooo,mantap brooo
"tolong di perbaiki lagi dong,, transfer dan terima uang sering gangguan,, aplikasi lemot g guna",tolong perbaiki lagi dong transfer terima uang sering gangguan aplikasi lemot guna
aplikasi terpercaya,aplikasi terpercaya
Gopay sangat membantu dan banyak promo.murah murah...bagi saya lebih bagus dari pada yg lainnya... 1 buat gopay...saya udah lama pakai gopay dan setiap hari transaksi tapi blm dikasih kesempatan untuk paylaternya...,Gopay sangat membantu banyak promomurah murahbagi saya lebih bagus dari pada lainnya buat gopaysaya udah lama pakai gopay setiap hari transaksi tapi dikasih kesempatan untuk paylaternya
pake gopay aman dan nyaman,pake gopay aman nyaman
ko buat pinjaman rada susah,buat pinjaman rada susah
hp gua iklan lu mulu matiinnya gimana tolong,iklan mulu matiinnya gimana tolong
semoga aman dan Amanah ✅,semoga aman Amanah
aplikasi makin ga jelas gabisa tranfer dalam perbaikan mulu udah 2025 gada perkembangan nyesel naro di sini mending di apk yang lain apa apa dalam perbaikan semua sampe kapan apk yang lain ga seribet ini,aplikasi makin jelas gabisa tranfer dalam perbaikan mulu udah 2025 gada perkembangan nyesel naro sini mending yang lain dalam perbaikan semua sampe kapan yang lain seribet
karna bagus,karna bagus
scan barcode QR nya selalu gagal,scan barcode selalu gagal
"sangat"" membantu",sangat membantu
bagus dan gak panik atas keyamananya,bagus panik atas keyamananya
Luar biasa,Luar biasa
tolong dong kasus saya ko ga di respon2. di email ga dibales2 itu uang saya balikin. saya pengguna gopay. saya mau minta bantuan nya perihal saldo yang belum dikembalikan ke akun saya dari gopay bulan kemarin pas akun saya udah limit. ada yang tf ke akun saya. susah minta bantuan. gax ada live chat. sama nelpon harus modal pulsa gimana ini kasus saya ko lama ga di tindak lanjut. di email ga dibales2.,tolong dong kasus saya respon2 email dibales2 uang saya balikin saya pengguna gopay saya minta bantuan perihal saldo yang belum dikembalikan akun saya dari gopay bulan kemarin akun saya udah limit yang akun saya susah minta bantuan live chat sama nelpon harus modal pulsa gimana kasus saya lama tindak lanjut email dibales2
tak-tiknya .hadiahnya yg besar cuma pajangan itu bukan hadiah krn sudah diatur gk mungkin akan dapat hadiah situ,taktiknya hadiahnya besar cuma pajangan bukan hadiah sudah diatur mungkin akan dapat hadiah situ
gopay good,gopay good
gampang bayarnya..semoga gopay makin lancar,gampang bayarnyasemoga gopay makin lancar
luar biasa bagus,luar biasa bagus
sangat membantu .🙂,sangat membantu
menggu saat saya menonton cerita pendek,menggu saat saya menonton cerita pendek
saya sangat menikmatinya,saya sangat menikmatinya
PERCUMA TRANSAKSI TERUS...ZONK BALASAN NYA,PERCUMA TRANSAKSI TERUSZONK BALASAN
kenapa kalo transfer uang harus pakai gopay premium,kenapa kalo transfer uang harus pakai gopay premium
"kenapa setiap saya login selsai verifikasi wajah selalu muncul tulisan "" sesi kamu telah berakhir"" padahal verifikasi telah berhasil dan terus menerus disuruh masukin nomor HP",kenapa setiap saya login selsai verifikasi wajah selalu muncul tulisan sesi kamu telah berakhir padahal verifikasi telah berhasil terus menerus disuruh masukin nomor
lebih gampang dan sempel,lebih gampang sempel
tidak puas,tidak puas
"good,sangat memudahkan semua transaksi,uang aman dan keren banget deh 👍👍👍",goodsangat memudahkan semua transaksiuang aman keren banget
bgus bget ini,bgus bget
"kecewa saya dengan aplikasi ini, urusan aplikasi nya ribet sampai berujung penipuan.",kecewa saya dengan aplikasi urusan aplikasi ribet sampai berujung penipuan
mantap i like this,mantap like this
"baik,sagat mudah dipakai,terpercaya",baiksagat mudah dipakaiterpercaya
mantap👍👍👍,mantap
aplikasi nya sangat membantu,aplikasi sangat membantu
akun saya mengalami aktivitas tidak wajar.. dari pihak developer.. tidak ada respon... membantu kembali normal akun saya,akun saya mengalami aktivitas tidak wajar dari pihak developer tidak respon membantu kembali normal akun saya
"sedikit kecewa, main GG arena spin udah berhenti di gopay coin 1 juta malah jalan lagi🤔🤔🤔 kayak gak boleh menang dapet gopay koin 1 juta☹️☹️ gopay pinjam pun gk di acc padahal uah sering transaksi di gojek nya",sedikit kecewa main arena spin udah berhenti gopay coin juta malah jalan lagi kayak boleh menang dapet gopay koin juta gopay pinjam padahal sering transaksi gojek
awalnya aplikasi ini saya daftar dan berhasil. beberapa bulan saya hapus. setelah saya hapus teman saya kirim uang dan notifikasi pengiriman masuk ke wa saya akhirnya saya anggap masuk dan juga saya tidak cek lagi karna sudah saya hapus aplikasi gopay. setelah beberapa bulan saya buka pada awalnya saya kira ini sebagai tabungan lumayan 400 ribu dan akhirnya saya buka eh ternyata yang masuk 600 perak aneh entah kemana saldo yang teman saya kirim. jadi saya ragu menggunakan aplikasi ini,awalnya aplikasi saya daftar berhasil beberapa bulan saya hapus setelah saya hapus teman saya kirim uang notifikasi pengiriman masuk saya akhirnya saya anggap masuk juga saya tidak lagi karna sudah saya hapus aplikasi gopay setelah beberapa bulan saya buka pada awalnya saya kira sebagai tabungan lumayan ribu akhirnya saya buka ternyata yang masuk perak aneh entah kemana saldo yang teman saya kirim jadi saya ragu menggunakan aplikasi
gopay mantul,gopay mantul
pembayarannya mudah.terimakasih,pembayarannya mudahterimakasih
"thanks,,,All...",thanksAll
bagus banget 😍🙌,bagus banget
sangat seru,sangat seru
di coba,coba
😍,
gak bisa dihapus,bisa dihapus
slama ini bagus se pelayananya,slama bagus pelayananya
bagus 1000%,bagus 1000
mnding gk ush di adakan gopay pinjam...dri pada gagal semua d tolak semua gk guna,mnding adakan gopay pinjamdri pada gagal semua tolak semua guna
sya sangat senang aplikasinya baik dn mudah di gunakan,sangat senang aplikasinya baik mudah gunakan
sangat baik dan membantu saya,sangat baik membantu saya
asli mantap sekali,asli mantap sekali
"loading dalam pembukaan aplikasi di awal sangat lama, terlalu memakan waktu !",loading dalam pembukaan aplikasi awal sangat lama terlalu memakan waktu
"penyelesaian masalah yg ga ada solusi ,dari pihak gopay ke pihak lazada , pas di hubungi lazada lempar ke gopay, gmn tanggung jawab pihak gopay atas kasus yg saya alami , ga usah buka aplikasi klo gitu , dri pihak gopay yg kurang responsif , terserah mau berkata apa dari pihak gopay , pedes ga pedes harus diterima tapi itu kenyataan ya... kecewa bgt super kecewa ,, ga guna pake aplikasi gopay klo kenyataannys seperti ini...",penyelesaian masalah solusi dari pihak gopay pihak lazada hubungi lazada lempar gopay tanggung jawab pihak gopay atas kasus saya alami usah buka aplikasi gitu pihak gopay kurang responsif terserah berkata dari pihak gopay pedes pedes harus diterima tapi kenyataan kecewa super kecewa guna pake aplikasi gopay kenyataannys seperti
"Pemula # Oke juga ini aplikasi, awal unduh nyoba beli pulsa 5k harga Rp.1 terbukti reel. Cuma yang setelah undang teman dan teman berhasil daftar kok bonus 150.000 tidak kunjung masuk . Kenapa ya...🤔",Pemula juga aplikasi awal unduh nyoba beli pulsa harga terbukti reel Cuma yang setelah undang teman teman berhasil daftar bonus 150000 tidak kunjung masuk Kenapa
"Saya sudah lama memakai Gopay pinjam saat tagihan saya tiba berbarengan dengan bencana longsor dan banjir besar yang melanda daerah saya Sumatra Barat otomatis keuangan saya kena juga bukan bermaksud lalai atas tagihan tapi keadaan ekonomi yang tidak baik"" saja pas bencana saya sudah coba hubungi lewat email dan menc eritakan kondisi saya tapi tidak ada solusi nya tiap hari terus di tagih apakah apk sebesar ini tidak ada tenggang waktu buat pengguna nya saat musibah sebesar ini? kecewa sekali",Saya sudah lama memakai Gopay pinjam saat tagihan saya tiba berbarengan dengan bencana longsor banjir besar yang melanda daerah saya Sumatra Barat otomatis keuangan saya kena juga bukan bermaksud lalai atas tagihan tapi keadaan ekonomi yang tidak baik saja bencana saya sudah coba hubungi lewat email menc eritakan kondisi saya tapi tidak solusi tiap hari terus tagih apakah sebesar tidak tenggang waktu buat pengguna saat musibah sebesar kecewa sekali
"sangat ngebantu,transaksi pake gopay banyak menguntungkan",sangat ngebantutransaksi pake gopay banyak menguntungkan
qris sering gangguan!!! apk g jelas!,qris sering gangguan jelas
transaksi keuangan menjadi lebih mudah,transaksi keuangan menjadi lebih mudah
lumayan bagus tapi sering gangguan,lumayan bagus tapi sering gangguan
ok dech,dech
udah hampir sepuluh kali ditolak terus pengajuan pinjaman ga seberapa yang cuma mau pinjam 500.000.. segitunya gopay. teganian.,udah hampir sepuluh kali ditolak terus pengajuan pinjaman seberapa yang cuma pinjam 500000 segitunya gopay teganian
Karena di gopay harganya murah banget,Karena gopay harganya murah banget
aplikasi ini sangat bagus hemat kantong ku,aplikasi sangat bagus hemat kantong
terkait go pay pinjam..bayar lancar tpt waktu setelah pengajuan kembali di tolak terus ...,terkait pinjambayar lancar waktu setelah pengajuan kembali tolak terus
mantap lancar,mantap lancar
mantabbssss,mantabbssss
murahhh pollll,murahhh pollll
Bagus Banget,Bagus Banget
"penggunaannya simple gak ribet bintang 5 buat gopay semoga semakin bagus dan maju untuk gopay👍🏻 transfer ke manapun juga mudah praktis penggunaan scan juga cepat dan akurat sukses selalu gopay jagoanku,gopay makin maju🔥 Rabu-10-Des-2025",penggunaannya simple ribet bintang buat gopay semoga semakin bagus maju untuk gopay transfer manapun juga mudah praktis penggunaan scan juga cepat akurat sukses selalu gopay jagoankugopay makin maju Rabu10Des2025
masa mau tf aja harus up trus gak jelas,masa harus trus jelas
bagus 😘,bagus
ngga jelas,ngga jelas
mantab lancar jaya gopay tanks amana,mantab lancar jaya gopay tanks amana
alhamdulillah...,alhamdulillah
ok bangettt,bangettt
"aman,cepat,simple.",amancepatsimple
"mantap, membantu bangett, auto bintang 5",mantap membantu bangett auto bintang
"mantap, anti ribet ribet",mantap anti ribet ribet
bagus dan praktis,bagus praktis
gopay sekarang kaya asu sejak ada cicilan harian cicilan harian dipotong pas bayar tanggal bulanan tagihan bayaran full harusnya dikurangi dari potongan harian yg sudah dipotong bego kalau di bayar full juga tagihan nya cicilan harian yg sudah kepotong harusnya di balikin kecewa saya dengan gopay yg sekarang,gopay sekarang kaya sejak cicilan harian cicilan harian dipotong bayar tanggal bulanan tagihan bayaran full harusnya dikurangi dari potongan harian sudah dipotong bego kalau bayar full juga tagihan cicilan harian sudah kepotong harusnya balikin kecewa saya dengan gopay sekarang
sangat bagus nih Gopay,sangat bagus Gopay
banyak bug blom masuk udah nge bug,banyak blom masuk udah
"Kenapa gopay coins saya nggak bisa masuk""? tololng perbaiki",Kenapa gopay coins saya nggak bisa masuk tololng perbaiki
ini aplikasi Gopay bagus sangat berguna Skali bagi yang tidak punya rekening,aplikasi Gopay bagus sangat berguna Skali bagi yang tidak punya rekening
aplikasi nya amaaannn,aplikasi amaaannn
proses cepat dan jelas,proses cepat jelas
"kendala CO1 melulu susah di gunakan, sebelum nya aman , abis update malah lemot",kendala melulu susah gunakan sebelum aman abis update malah lemot
manntap,manntap
sangat membantu transaksi apapun itu jadi d permudah,sangat membantu transaksi apapun jadi permudah
mantap terimakasih GO-PAY.,mantap terimakasih GOPAY
sangat bagus banget² apl nya jadi gampang deh,sangat bagus banget² jadi gampang
baik dan sangat membantu sekali,baik sangat membantu sekali
transfer ke bank sll grtis dan aman..,transfer bank grtis aman
mudah bertransaksi antar bank juga Muantap deh cepat dan mudah.,mudah bertransaksi antar bank juga Muantap cepat mudah
"Gopay ok, aman dan mudah di gunakan👍",Gopay aman mudah gunakan
susah masuk ny,susah masuk
"selama saya pakai aman sih ya , aplikasi ini bagus mudah digunakan",selama saya pakai aman aplikasi bagus mudah digunakan
Go pay sangat membantu setiap transaksi g pakai ribet,sangat membantu setiap transaksi pakai ribet
👍🏻👍🏻♥️,
saya kasih bintang 2 dulu karna saya tidak bisa kirim,saya kasih bintang dulu karna saya tidak bisa kirim
bagus banyak promo semoga makin banyak promo listrik dan lain lain,bagus banyak promo semoga makin banyak promo listrik lain lain
"Akun gopay saya tiba-tiba diblok dan masih ada saldo sebesar Rp. 237.179 , pihak CS bilang ada aktivitas tidak wajar. Mohon dipulihkan kembali akun saya, sudah berbulan-bulan seperti ini dan tidak menyelesaikan masalah nya",Akun gopay saya tibatiba diblok masih saldo sebesar 237179 pihak bilang aktivitas tidak wajar Mohon dipulihkan kembali akun saya sudah berbulanbulan seperti tidak menyelesaikan masalah
tolong nonaktifkan gopaylater saya karena sudah tidak terpakai,tolong nonaktifkan gopaylater saya karena sudah tidak terpakai
"bagus sih, tapi kok voucher buat pengguna baru suka tiba tiba hilang, padahal sebelum pergi top up ada tuh",bagus tapi voucher buat pengguna baru suka tiba tiba hilang padahal sebelum pergi
nice gopay,nice gopay
bagussss🤍🤍,bagussss
keren ga ribet,keren ribet
saya suka apk gopay 🙂🙂,saya suka gopay
"kasi bintang 1...dapat limit di gopay pinjam, telat bayar 1 hari dan setelah itu pelunasan, mau pinjam lagi malah selalu di tolak, percuma punya limit kalo selalu ditolak !!!!",kasi bintang 1dapat limit gopay pinjam telat bayar hari setelah pelunasan pinjam lagi malah selalu tolak percuma punya limit kalo selalu ditolak
bagus membantu terimakasih gopay,bagus membantu terimakasih gopay
gopay ok banget,gopay banget
"lopeee banget sama GoPay, pokoknya recommended 👌🏻",lopeee banget sama GoPay pokoknya recommended
sangat bagus.👍,sangat bagus
"aplikasi busuk, TF 100 doang pendingnya 2 hari cuih",aplikasi busuk doang pendingnya hari cuih
"untuk pihak gopay tolong fix bug g login berhari2 malah ke log ut sendiri padahal ga keluar akunya,untung aja kekait nomer nya kalau ga habis uang yang ada di situ🙏",untuk pihak gopay tolong login berhari2 malah sendiri padahal keluar akunyauntung kekait nomer kalau habis uang yang situ
Membantu trx,Membantu
benerin aplikasi lu kocak masah ngecrash mulu,benerin aplikasi kocak masah ngecrash mulu
"Beli paketan telkomsel tulisannya 36GB 30hari. Yg masuk cuma 5,5GB 7hari. Kalau mau jualan yg benerlah.",Beli paketan telkomsel tulisannya 36GB 30hari masuk cuma 55GB 7hari Kalau jualan benerlah
kapan di kasih notif paylater,kapan kasih notif paylater
oke juga,juga
i love gopay,love gopay
sangat mudah untuk digunakan,sangat mudah untuk digunakan
pelayanannya bagus,pelayanannya bagus
"uang saya 150.000.,tanggal 9 / 12 / 2025 kemarin sampe sekarang belum masuk ke akun GOPEY .,ini gimana pihak GOPEY .,tolong segerah di tanggapi .,gimana mau nabung di wallet ini kalau uang sekecil itu aja ngga bisa di pertanggung jawabkan!!!!",uang saya 150000tanggal 2025 kemarin sampe sekarang belum masuk akun GOPEY gimana pihak GOPEY tolong segerah tanggapi gimana nabung wallet kalau uang sekecil ngga bisa pertanggung jawabkan
"membuat saya rugi ketika mengirimkan pulsa/kuota kepada orang lain malah ga masuk kuota/pulsa nya jadi saya rugi terus padahal uang udah kepotong, email juga menyatakan udh masuk tapi nyatanya di cek kuota/pulsa gaada, udah beberapa kali gini capek aku gamau pake lagi",membuat saya rugi ketika mengirimkan pulsakuota kepada orang lain malah masuk kuotapulsa jadi saya rugi terus padahal uang udah kepotong email juga menyatakan masuk tapi nyatanya kuotapulsa gaada udah beberapa kali gini capek gamau pake lagi
performa bagus saya sangat suka dengan dompet digital gopay,performa bagus saya sangat suka dengan dompet digital gopay
mantap cs nya fast respon,mantap fast respon
sanggat puas mengunakan gopay,sanggat puas mengunakan gopay
"sangat bagus luar biasa tidak bisa berkata kata, GoPay is the best pokonya. terimakasih GoPay 🙏",sangat bagus luar biasa tidak bisa berkata kata GoPay best pokonya terimakasih GoPay
download aplikasi ini murah banget loh,download aplikasi murah banget
kereenn,kereenn
ok lbh praktis transfer kemanapun g ribet,praktis transfer kemanapun ribet
wah aplikasi nya bagus,aplikasi bagus
"Tolong lah kembalikan saldo saya, buruk sekali gopay ini, saya topup melalui shopepay sudah berhasil tapi kaga masuk ke gopay nya emang aneh, buruk sekali!!!!! fitur chat nya tolong di benerin lagi ngeseliiiiiiiiin banget summmppppah kalo kira"" udah limit ya udah jangan di ambil juga lahh",Tolong kembalikan saldo saya buruk sekali gopay saya topup melalui shopepay sudah berhasil tapi kaga masuk gopay emang aneh buruk sekali fitur chat tolong benerin lagi ngeseliiiiiiiiin banget summmppppah kalo kira udah limit udah jangan ambil juga lahh
sanggatb bagusss,sanggatb bagusss
sangat disayangkan limit saya tidak bisa dipakai padahal saya tidak ada tunggakan haduh padahal aplikasi keseluruhan sudah sangat bagus....,sangat disayangkan limit saya tidak bisa dipakai padahal saya tidak tunggakan haduh padahal aplikasi keseluruhan sudah sangat bagus
gercep pisan,gercep pisan
keren👍👍👍,keren
mau transfer diduruh daftar gopay plus udah daftar ditolak mulu tolong dong.,transfer diduruh daftar gopay plus udah daftar ditolak mulu tolong dong
suka dan SGT mmbantu dg adax apk nie,suka mmbantu adax
Bagus Banget dapet chasback terus 10k,Bagus Banget dapet chasback terus
Nomor saya hilang tapi sudah puluhan kali kirim data via bantuan untuk masuk ke akun tetapi tetap tidak bisa. Saldo di akun ada dan masih aktif. Luar biasa gopay curangi member nya. Saya bilang ini ewalet paling sampah.,Nomor saya hilang tapi sudah puluhan kali kirim data bantuan untuk masuk akun tetapi tetap tidak bisa Saldo akun masih aktif Luar biasa gopay curangi member Saya bilang ewalet paling sampah
"DC2 nya gak sopan,, nagih dgn penghinaan",sopan nagih penghinaan
"3tahun lebih pakai aplikasi gopay, tetap saja gopayleter di blokir, saya mau kasih bintang 5 kalau aplikasi gopayleter pulih",3tahun lebih pakai aplikasi gopay tetap saja gopayleter blokir saya kasih bintang kalau aplikasi gopayleter pulih
saya sangat suka ini apk!,saya sangat suka
malah ga bisa download knpa ini,malah bisa download knpa
"aplikasi nya sangat bagus,saya suka,bahkan ada potongan biaya,dan aman 100% aman dan terpercaya",aplikasi sangat bagussaya sukabahkan potongan biayadan aman aman terpercaya
nyesel sya donwload gopay,nyesel donwload gopay
MasyaAllah mumtaz,MasyaAllah mumtaz
"Sering spam notif ke aplikasi driver akan tetapi setelah di klik pendaftaran malah di tolak. Rada rada, padahal bisa motong kapan dan berapa aja dari pendapatan ngojek.",Sering spam notif aplikasi driver akan tetapi setelah klik pendaftaran malah tolak Rada rada padahal bisa motong kapan berapa dari pendapatan ngojek
Bagus lah,Bagus
sistem gopay pinjma bagus bismillah limit gede wakakka,sistem gopay pinjma bagus bismillah limit gede wakakka
boleh² lah,boleh²
"sangat mengecewakan saya pengguna apk gopay ini, masa akun gopay tabungan yang sudah terdaftar nik, lalu dihapus/hapus permanen, data tersebut masi terkait di akun tersebut, sedangkan saya mau menggunakan gopay plus di akun yang baru malah ditolak, harus login ke akun lama dan nonaktifkan dulu gopay tabungan-nya, nah masalahnya gopay tabungan di akun lama sudah tidak tersangkut kembali di akun lama, gimana mau di nonaktifkan, kan udh di hapus permanen,yang artinya data seharusnya sudah terhapus",sangat mengecewakan saya pengguna gopay masa akun gopay tabungan yang sudah terdaftar lalu dihapushapus permanen data tersebut masi terkait akun tersebut sedangkan saya menggunakan gopay plus akun yang baru malah ditolak harus login akun lama nonaktifkan dulu gopay tabungannya masalahnya gopay tabungan akun lama sudah tidak tersangkut kembali akun lama gimana nonaktifkan hapus permanenyang artinya data seharusnya sudah terhapus
apl ini sangat membantu saya 👍👍👍,sangat membantu saya
aplikasi yang bagus dan baik. pokoknya recommend pake banget...,aplikasi yang bagus baik pokoknya recommend pake banget
tapi kok gak bisa top up FF mendeteksi nggak bisa top up FF aktivitas nggak wajar,tapi bisa mendeteksi nggak bisa aktivitas nggak wajar
karna saya baru belajar gopay ehh ternyataa seru dan banyak bonuss,karna saya baru belajar gopay ternyataa seru banyak bonuss
mudah pemakaiannya sangat jelas terlihat,mudah pemakaiannya sangat jelas terlihat
saya lupa aku saya yang sudah terdaftar dengan id saya .apakah bisa akunnya di hapus karna saya ma bikin akun lagi dengan id yg itu,saya lupa saya yang sudah terdaftar dengan saya apakah bisa akunnya hapus karna saya bikin akun lagi dengan
aplikasi ga guna lagi darurat ada limit pinjaman juga ga bisa di pake...mending uninstal aja.,aplikasi guna lagi darurat limit pinjaman juga bisa pakemending uninstal
tiada tanding tiada banding pokoknya top,tiada tanding tiada banding pokoknya
"sangat menyusahkan sekali, mau login harus verifikasi muka dulu",sangat menyusahkan sekali login harus verifikasi muka dulu
"gua baru kecewa kali ini, nama akun gua gak ke ditek saat mau transaksi munculnya hanya nomer doang jadi gabisa mau transaksi, dan Cs gopay ga bales sama sekali saya chat dari tadi pagi",baru kecewa kali nama akun ditek saat transaksi munculnya hanya nomer doang jadi gabisa transaksi gopay bales sama sekali saya chat dari tadi pagi
"saldo gopay selalu tidak kembali dari 8rb ke 38rb masi saya ikhlas kan karna aplikasi gopay dan gojek, ini saya hilang 53rb ga ada sama sekali di balas dengan gopay mau di ig,gopay nya sendiri pun. auto pindah ini ke dana aja",saldo gopay selalu tidak kembali dari 38rb masi saya ikhlas karna aplikasi gopay gojek saya hilang 53rb sama sekali balas dengan gopay iggopay sendiri auto pindah dana
"gopay makin gajelas masa gabisa melakukan transaksi padahal saya dulu suka sekali pakai aplikasi ini, malah ada tulisan aktivitas tidak wajar",gopay makin gajelas masa gabisa melakukan transaksi padahal saya dulu suka sekali pakai aplikasi malah tulisan aktivitas tidak wajar
sangat memuaskan gak ribet,sangat memuaskan ribet
gratis trf bank mantul,gratis bank mantul
jangan di ilangan apa event gopet nya itu doang penghasilan anak smk bisa nambahin uang jajan 🥺🥺🫰🏻🫰🏻,jangan ilangan event gopet doang penghasilan anak bisa nambahin uang jajan
semoga bisa membantu makasih ya..,semoga bisa membantu makasih
"mau lengkapin data aja ribet, malah notifikasi nya nomor tidak valid,.. mau dihapus akun nya gak bisa, luar biasa",lengkapin data ribet malah notifikasi nomor tidak valid dihapus akun bisa luar biasa
aplikasi tiba tiba ga bisa dipake buat isi kuota padahal ada saldo banyak.,aplikasi tiba tiba bisa dipake buat kuota padahal saldo banyak
keren bisa nyimpen uang ku yang tersisa,keren bisa nyimpen uang yang tersisa
"pas mau masuk ke aplikasinya muter Mulu,knp ya?,kemarin dah bener aplikasinya eh sekarang bermasalah lagi,tadi habis topup 150rbu eh ga masuk masuk uangnya,padahal sinyal ga ngeleg sama sekali",masuk aplikasinya muter Muluknp yakemarin bener aplikasinya sekarang bermasalah lagitadi habis topup 150rbu masuk masuk uangnyapadahal sinyal ngeleg sama sekali
aplikasinya bagus ada games untuk mendapatkan poin 👍🏽,aplikasinya bagus games untuk mendapatkan poin
AMAN,AMAN
"data dari awal terdaftar di nomor hp utama... terus pinjam dana berhasil sampe lunas .. terus uninstall,masuk lagi tp lupa mendaftar pake nomor hp yg ke dua... akhir nya dua-dua nya terdaftar dg 1 KTP dan akhirnya mengajukan simpan-pinjam jadi susah.. akun mau dihapus dg harapan bisa simpan pinjam lagi,tp nyata nya Ndak bisa dihapus2 akun yg kedua... kecewa,marah,kesel dan mau mengumpat rasa nya .. pdhl pembayaran tepat waktu&malah sebulan sebelum jatuh tempo sudah saya lunasi... tolong gopay",data dari awal terdaftar nomor utama terus pinjam dana berhasil sampe lunas terus uninstallmasuk lagi lupa mendaftar pake nomor akhir duadua terdaftar akhirnya mengajukan simpanpinjam jadi susah akun dihapus harapan bisa simpan pinjam lagitp nyata Ndak bisa dihapus2 akun kedua kecewamarahkesel mengumpat rasa pdhl pembayaran tepat waktumalah sebulan sebelum jatuh tempo sudah saya lunasi tolong gopay
wow 😨,
KENAPA SAYA TIDAK BISA MENGHUBUNGKAN GOPAY SAYA KE BANK JAGO,KENAPA SAYA TIDAK BISA MENGHUBUNGKAN GOPAY SAYA BANK JAGO
Go Pay is Top,
sangan sangan seru,sangan sangan seru
"top up gopay dari BRImo mulai tgl 3/12/2025 sampe sekarang belum selesai prosesnya, padahal udah laporan ke BRI katanya udah masuk briva gopay,tpi giliran lapor di gopay katanya belum masuk sistem,ini sistem apalagi... mana top up nya nominal besar juga.. di Brimo juga tulisannya Proses terus tpi di mutasi juga masuk",gopay dari BRImo mulai 3122025 sampe sekarang belum selesai prosesnya padahal udah laporan katanya udah masuk briva gopaytpi giliran lapor gopay katanya belum masuk sistemini sistem apalagi mana nominal besar juga Brimo juga tulisannya Proses terus mutasi juga masuk
baru mau pake Gopay,baru pake Gopay
saya sangat senang menggunakan gopay 100%membantu bisa di percaya dan banyak keuntungan untuk cs,saya sangat senang menggunakan gopay 100membantu bisa percaya banyak keuntungan untuk
Sangat membantu di manapun kita bisa menghafal dan mengaji 👍👍👍👍👍👍❤❤❤❤❤😍😍😍😍😍❤😍❤,Sangat membantu manapun kita bisa menghafal mengaji
"baru dwonload sdh dpt rp 1,bisa dpt pulsa 5ribu.n senang banget",baru dwonload 1bisa pulsa 5ribun senang banget
"pengguna dt tahun 2023, sering transaksi pke gopay tp pengajuan gopay pinjam bru pertama tp lgsg tolak,parahnya lg fitur gopay pinjam nya hilang",pengguna tahun 2023 sering transaksi gopay pengajuan gopay pinjam pertama lgsg tolakparahnya fitur gopay pinjam hilang
sangat baik membantu sekali,sangat baik membantu sekali
sangat seru sekali dan kalian juga harus merasakan nya,sangat seru sekali kalian juga harus merasakan
mudah sekali,mudah sekali
lebih aman,lebih aman
"semoga makin sukses kedepan,, kerja sama yg baik... 🙏",semoga makin sukses kedepan kerja sama baik
gopay koplok,gopay koplok
"saya tidak bisa transfer uang ke sama pengguna gopay lain nya, tolong di bantu",saya tidak bisa transfer uang sama pengguna gopay lain tolong bantu
"kesel banget,, limit pinjam 500,,,dipake 300 tidak lama langsung dikembalikan semua pas pinjam lagi buat modal malah gak bisa,,, padahal buat modal dagang yang kurang,, niatnya bayar dlu biar bisa nambah jadi 500 hdeuh",kesel banget limit pinjam 500dipake tidak lama langsung dikembalikan semua pinjam lagi buat modal malah bisa padahal buat modal dagang yang kurang niatnya bayar biar bisa nambah jadi hdeuh
buaagus banget loh,buaagus banget
Aplikasi nya sangat membantu,Aplikasi sangat membantu
eh tolong ya gopay udah beberapa hari gabisa pembayaran aktivitas di cek Mulu tolong dong saldo gua ada 25 ribu buat data perbaiki lah secepat nya kasian duit Mak gua gopay,tolong gopay udah beberapa hari gabisa pembayaran aktivitas Mulu tolong dong saldo ribu buat data perbaiki secepat kasian duit gopay
mudah dan cepat dlm bertransaksi ....mantap,mudah cepat bertransaksi mantap
semoga aja gak ada kendala tetap tambah update,semoga kendala tetap tambah update
"sekarang suka stuck logo, padahal awal awal bulan masih lancar, harus di cari"" untung untungan bisa masuk ke menunya, jangan bilang sinyal jelek sebagai nya, ada pemberitahuan sistem aplikasi memang tidak merespon",sekarang suka stuck logo padahal awal awal bulan masih lancar harus cari untung untungan bisa masuk menunya jangan bilang sinyal jelek sebagai pemberitahuan sistem aplikasi memang tidak merespon
knp gopay saya gak bisa di lupakan PIN selalu error terus,gopay saya bisa lupakan selalu error terus
mudah transaksi admin murah kadang kadang gratis disinih,mudah transaksi admin murah kadang kadang gratis disinih
"kenapa transfer saya masih saja di proses,tolong batalin saja klu gak bisa di TF,balik kan saja ke gopay saya",kenapa transfer saya masih saja prosestolong batalin saja bisa TFbalik saja gopay saya
ok bnget dan sngat membantu,bnget sngat membantu
Bagus Bangat,Bagus Bangat
"Upgrade terus, semoga makin Jaya. 👍🏻",Upgrade terus semoga makin Jaya
mempermudah pembayaran apa aja,mempermudah pembayaran
sebel kalau aplikasi ini sekali erornya tuh gak bisa di pakek apa² 😠😠😡,sebel kalau aplikasi sekali erornya bisa pakek apa²
jangan membuat pusing member...selalu berikan kemudahan segala akses!!!,jangan membuat pusing memberselalu berikan kemudahan segala akses
sangat baik dan cepat sekali kalau mau beli pulsa,sangat baik cepat sekali kalau beli pulsa
"sangat membantu, mudah di gunakan semua fitur nya dan recommended buat transaksi apapun",sangat membantu mudah gunakan semua fitur recommended buat transaksi apapun
baik pelayanan terimakasih gopay,baik pelayanan terimakasih gopay
aplikasi yang sangat bagus dan bermanfaat dalam mempermudah kehidupan keseharian,aplikasi yang sangat bagus bermanfaat dalam mempermudah kehidupan keseharian
