Review text,clean_text,normalisasi_text,tokenize,stopword_removal,steming_data
"Uang aku kok bisa tiba2 hilang yah?? aku dah top up,, pemberitahuan ada masuk tp saldonya gak bertambah.. tolong lahh,, aku mengadu sma siaa ini..",uang bisa tiba hilang pemberitahuan masuk saldonya bertambah tolong lahh mengadu siaa,uang bisa tiba hilang pemberitahuan masuk saldonya bertambah tolong lah mengadu siaa,"['uang', 'bisa', 'tiba', 'hilang', 'pemberitahuan', 'masuk', 'saldonya', 'bertambah', 'tolong', 'lah', 'mengadu', 'siaa']","['uang', 'hilang', 'pemberitahuan', 'masuk', 'saldonya', 'bertambah', 'tolong', 'mengadu', 'siaa']",uang hilang pemberitahuan masuk saldo tambah tolong adu siaa
lancar dan dangat bagus pelayanannya,lancar dangat bagus pelayanannya,lancar dangat bagus pelayanannya,"['lancar', 'dangat', 'bagus', 'pelayanannya']","['lancar', 'dangat', 'bagus', 'pelayanannya']",lancar dangat bagus layan
oke oke mantap,mantap,mantap,['mantap'],['mantap'],mantap
mantap aku yang sudah salah transfer bisa balik,mantap yang sudah salah transfer bisa balik,mantap yang sudah salah transfer bisa balik,"['mantap', 'yang', 'sudah', 'salah', 'transfer', 'bisa', 'balik']","['mantap', 'salah', 'transfer']",mantap salah transfer
gopay aplikasi yg banyak manfaat di jaman ini,gopay aplikasi banyak manfaat jaman,gopay aplikasi banyak manfaat jaman,"['gopay', 'aplikasi', 'banyak', 'manfaat', 'jaman']","['gopay', 'aplikasi', 'manfaat', 'jaman']",gopay aplikasi manfaat jaman
over all semuanya bagus memudahkan dalam bertransaksi aman dan nyaman,over semuanya bagus memudahkan dalam bertransaksi aman nyaman,over semuanya bagus memudahkan dalam bertransaksi aman nyaman,"['over', 'semuanya', 'bagus', 'memudahkan', 'dalam', 'bertransaksi', 'aman', 'nyaman']","['over', 'bagus', 'memudahkan', 'bertransaksi', 'aman', 'nyaman']",over bagus mudah transaksi aman nyaman
masa udah claim promo wdp 1 rupiah ga bisa d claim sudah sukses vocer nya bisa d gunakan giliran pembayaran malah ga bisa.,masa udah claim promo rupiah bisa claim sudah sukses vocer bisa gunakan giliran pembayaran malah bisa,masa sudah claim promo rupiah bisa claim sudah sukses vocer bisa gunakan giliran pembayaran malah bisa,"['masa', 'sudah', 'claim', 'promo', 'rupiah', 'bisa', 'claim', 'sudah', 'sukses', 'vocer', 'bisa', 'gunakan', 'giliran', 'pembayaran', 'malah', 'bisa']","['claim', 'promo', 'rupiah', 'claim', 'sukses', 'vocer', 'giliran', 'pembayaran']",claim promo rupiah claim sukses vocer gilir bayar
"saya mendownload aplikasi ini karena di iklannya, paket data 2gb hanya 1rp, tetapi ketika saya sudah menginstal dan siap untuk membeli paket data yang hanya 1rp itu tiba-tiba ada ""ganguan teknis"" benar2 aplikasi scam",saya mendownload aplikasi karena iklannya paket data hanya tetapi ketika saya sudah menginstal siap untuk membeli paket data yang hanya tibatiba ganguan teknis benar aplikasi scam,saya mendownload aplikasi karena iklannya paket data hanya tetapi ketika saya sudah menginstal siap untuk membeli paket data yang hanya tibatiba ganguan teknis benar aplikasi scam,"['saya', 'mendownload', 'aplikasi', 'karena', 'iklannya', 'paket', 'data', 'hanya', 'tetapi', 'ketika', 'saya', 'sudah', 'menginstal', 'siap', 'untuk', 'membeli', 'paket', 'data', 'yang', 'hanya', 'tibatiba', 'ganguan', 'teknis', 'benar', 'aplikasi', 'scam']","['mendownload', 'aplikasi', 'iklannya', 'paket', 'data', 'menginstal', 'membeli', 'paket', 'data', 'tibatiba', 'ganguan', 'teknis', 'aplikasi', 'scam']",mendownload aplikasi iklan paket data menginstal beli paket data tibatiba ganguan teknis aplikasi scam
semoga bermanfaat mantap 👍🏻😊💪🏻🙏🏻,semoga bermanfaat mantap,semoga bermanfaat mantap,"['semoga', 'bermanfaat', 'mantap']","['semoga', 'bermanfaat', 'mantap']",moga manfaat mantap
gopay sangat membantu dalam pengeluaran dam pemasukan!!!,gopay sangat membantu dalam pengeluaran pemasukan,gopay sangat membantu dalam pengeluaran pemasukan,"['gopay', 'sangat', 'membantu', 'dalam', 'pengeluaran', 'pemasukan']","['gopay', 'membantu', 'pengeluaran', 'pemasukan']",gopay bantu keluar pasu
apk nya keren bisa transfer dengan cepat dan simpel pulsa dan data murah2 keren bnget,keren bisa transfer dengan cepat simpel pulsa data murah keren bnget,keren bisa transfer dengan cepat simpel pulsa data murah keren banget,"['keren', 'bisa', 'transfer', 'dengan', 'cepat', 'simpel', 'pulsa', 'data', 'murah', 'keren', 'banget']","['keren', 'transfer', 'cepat', 'simpel', 'pulsa', 'data', 'murah', 'keren', 'banget']",keren transfer cepat simpel pulsa data murah keren banget
mantul/mantep betul,mantulmantep betul,mantulmantep betul,"['mantulmantep', 'betul']",['mantulmantep'],mantulmantep
Saya senang bngaet,saya senang bngaet,saya senang bngaet,"['saya', 'senang', 'bngaet']","['senang', 'bngaet']",senang bngaet
"Saya top diamond ml disini gak ada penambahan sama sekali diamondnya padahal di statusnya udh berhasil, tolong ini gmn buat devnya, penipuan!!",saya diamond disini penambahan sama sekali diamondnya padahal statusnya berhasil tolong buat devnya penipuan,saya diamond disini penambahan sama sekali diamondnya padahal statusnya berhasil tolong buat devnya penipuan,"['saya', 'diamond', 'disini', 'penambahan', 'sama', 'sekali', 'diamondnya', 'padahal', 'statusnya', 'berhasil', 'tolong', 'buat', 'devnya', 'penipuan']","['diamond', 'penambahan', 'diamondnya', 'statusnya', 'berhasil', 'tolong', 'devnya', 'penipuan']",diamond tambah diamondnya status hasil tolong devnya tipu
mantap dan berguna,mantap berguna,mantap berguna,"['mantap', 'berguna']","['mantap', 'berguna']",mantap guna
gopay kok uang aku gak bisa di pakai sih aku butuh uang loh tapi kok uang aku gak bisa di pake kenapa ya tolong jawab jangan gitu dong aku juga butuh uang tau,gopay uang bisa pakai butuh uang tapi uang bisa pake kenapa tolong jawab jangan gitu dong juga butuh uang,gopay uang bisa pakai butuh uang tapi uang bisa pakai kenapa tolong jawab jangan begitu dong juga butuh uang,"['gopay', 'uang', 'bisa', 'pakai', 'butuh', 'uang', 'tapi', 'uang', 'bisa', 'pakai', 'kenapa', 'tolong', 'jawab', 'jangan', 'begitu', 'dong', 'juga', 'butuh', 'uang']","['gopay', 'uang', 'pakai', 'butuh', 'uang', 'uang', 'pakai', 'tolong', 'butuh', 'uang']",gopay uang pakai butuh uang uang pakai tolong butuh uang
"absolutely trash👎, ikut war promo tiap pembayaran malah ada notifikasi aktivitas tidak wajar, cs tidak tersedia dalam bentuk chat",absolutely trash ikut promo tiap pembayaran malah notifikasi aktivitas tidak wajar tidak tersedia dalam bentuk chat,absolutely trash ikut promo tiap pembayaran malah notifikasi aktivitas tidak wajar tidak tersedia dalam bentuk chat,"['absolutely', 'trash', 'ikut', 'promo', 'tiap', 'pembayaran', 'malah', 'notifikasi', 'aktivitas', 'tidak', 'wajar', 'tidak', 'tersedia', 'dalam', 'bentuk', 'chat']","['absolutely', 'trash', 'promo', 'pembayaran', 'notifikasi', 'aktivitas', 'wajar', 'tersedia', 'bentuk', 'chat']",absolutely trash promo bayar notifikasi aktivitas wajar sedia bentuk chat
Orang orang tertentu yang bisa melihat akun saya,orang orang tertentu yang bisa melihat akun saya,orang orang tertentu yang bisa melihat akun saya,"['orang', 'orang', 'tertentu', 'yang', 'bisa', 'melihat', 'akun', 'saya']","['orang', 'orang', 'akun']",orang orang akun
sy masih belum dapat mendapatkan fiktur dana cicil,masih belum dapat mendapatkan fiktur dana cicil,masih belum dapat mendapatkan fiktur dana cicil,"['masih', 'belum', 'dapat', 'mendapatkan', 'fiktur', 'dana', 'cicil']","['fiktur', 'dana', 'cicil']",fiktur dana cicil
"tidak bisa meminjam kembali di gopay pinjam, padahal ga pernah telat saya .. payah",tidak bisa meminjam kembali gopay pinjam padahal pernah telat saya payah,tidak bisa meminjam kembali gopay pinjam padahal pernah telat saya payah,"['tidak', 'bisa', 'meminjam', 'kembali', 'gopay', 'pinjam', 'padahal', 'pernah', 'telat', 'saya', 'payah']","['meminjam', 'gopay', 'pinjam', 'telat', 'payah']",pinjam gopay pinjam telat payah
"di potong tiba tiba,, potongan apa ga jelass bangsaat",potong tiba tiba potongan jelass bangsaat,potong tiba tiba potongan jelass bangsaat,"['potong', 'tiba', 'tiba', 'potongan', 'jelass', 'bangsaat']","['potong', 'potongan', 'jelass', 'bangsaat']",potong potong jelass bangsaat
"ngebug parah, mau scan qr keluar terus, belum ada satu detik keluar aplikasi, gopaynya berhenti terus tolong di perbaiki",ngebug parah scan keluar terus belum satu detik keluar aplikasi gopaynya berhenti terus tolong perbaiki,ngebug parah scan keluar terus belum satu detik keluar aplikasi gopaynya berhenti terus tolong perbaiki,"['ngebug', 'parah', 'scan', 'keluar', 'terus', 'belum', 'satu', 'detik', 'keluar', 'aplikasi', 'gopaynya', 'berhenti', 'terus', 'tolong', 'perbaiki']","['ngebug', 'parah', 'scan', 'detik', 'aplikasi', 'gopaynya', 'berhenti', 'tolong', 'perbaiki']",ngebug parah scan detik aplikasi gopaynya henti tolong baik
membantu sekali dlm hal pembayaran,membantu sekali pembayaran,membantu sekali pembayaran,"['membantu', 'sekali', 'pembayaran']","['membantu', 'pembayaran']",bantu bayar
saya Sagt bahagia,saya sagt bahagia,saya sagt bahagia,"['saya', 'sagt', 'bahagia']","['sagt', 'bahagia']",sagt bahagia
jelek. banget karna sering ngebug gagal tranfer kadang ada perbaikan,jelek banget karna sering ngebug gagal tranfer kadang perbaikan,jelek banget karena sering ngebug gagal tranfer kadang perbaikan,"['jelek', 'banget', 'karena', 'sering', 'ngebug', 'gagal', 'tranfer', 'kadang', 'perbaikan']","['jelek', 'banget', 'ngebug', 'gagal', 'tranfer', 'kadang', 'perbaikan']",jelek banget ngebug gagal tranfer kadang baik
sangat membantu dikala butuh kuota ada harga kuota 1 rupiah membantu disaat urgent keren aplikasi nya👍,sangat membantu dikala butuh kuota harga kuota rupiah membantu disaat urgent keren aplikasi,sangat membantu dikala butuh kuota harga kuota rupiah membantu disaat urgent keren aplikasi,"['sangat', 'membantu', 'dikala', 'butuh', 'kuota', 'harga', 'kuota', 'rupiah', 'membantu', 'disaat', 'urgent', 'keren', 'aplikasi']","['membantu', 'dikala', 'butuh', 'kuota', 'harga', 'kuota', 'rupiah', 'membantu', 'disaat', 'urgent', 'keren', 'aplikasi']",bantu kala butuh kuota harga kuota rupiah bantu saat urgent keren aplikasi
kalian semua keren 👍:),kalian semua keren,kalian semua keren,"['kalian', 'semua', 'keren']",['keren'],keren
aplikasinya bagus dan mudah untuk dipelajari,aplikasinya bagus mudah untuk dipelajari,aplikasinya bagus mudah untuk dipelajari,"['aplikasinya', 'bagus', 'mudah', 'untuk', 'dipelajari']","['aplikasinya', 'bagus', 'mudah', 'dipelajari']",aplikasi bagus mudah ajar
MANTAB,mantab,mantab,['mantab'],['mantab'],mantab
praktis mudah dan ga ribet,praktis mudah ribet,praktis mudah ribet,"['praktis', 'mudah', 'ribet']","['praktis', 'mudah', 'ribet']",praktis mudah ribet
"aku gak ada transaksi apa apa tiba tiba kepake uang nya, mana 76RB bangstt gak iklas asli ilang gitu aja",transaksi tiba tiba kepake uang mana rb bangstt iklas asli ilang gitu,transaksi tiba tiba kepake uang mana ribu bangstt iklas asli hilang begitu,"['transaksi', 'tiba', 'tiba', 'kepake', 'uang', 'mana', 'ribu', 'bangstt', 'iklas', 'asli', 'hilang', 'begitu']","['transaksi', 'kepake', 'uang', 'ribu', 'bangstt', 'iklas', 'asli', 'hilang']",transaksi kepake uang ribu bangstt iklas asli hilang
baugss,baugss,baugss,['baugss'],['baugss'],baugss
luar biasa membantu pengunanya ....timgkatkan untuk jadi lebih baik,luar biasa membantu pengunanya timgkatkan untuk jadi lebih baik,luar biasa membantu pengunanya timgkatkan untuk jadi lebih baik,"['luar', 'biasa', 'membantu', 'pengunanya', 'timgkatkan', 'untuk', 'jadi', 'lebih', 'baik']","['membantu', 'pengunanya', 'timgkatkan']",bantu pengunanya timgkatkan
aplikasi nya bagus banget plus murah meriah lagi,aplikasi bagus banget plus murah meriah lagi,aplikasi bagus banget plus murah meriah lagi,"['aplikasi', 'bagus', 'banget', 'plus', 'murah', 'meriah', 'lagi']","['aplikasi', 'bagus', 'banget', 'plus', 'murah', 'meriah']",aplikasi bagus banget plus murah riah
kerennn,kerennn,keren,['keren'],['keren'],keren
"Makasih atas pelayanan yg sangat memuaskan &,,terpercaya kapan dan d'manapun ngirim uang jadi LBH CPT🙏👍👍",makasih atas pelayanan sangat memuaskan terpercaya kapan dmanapun ngirim uang jadi,terima kasih atas pelayanan sangat memuaskan terpercaya kapan dmanapun mengirim uang jadi,"['terima', 'kasih', 'atas', 'pelayanan', 'sangat', 'memuaskan', 'terpercaya', 'kapan', 'dmanapun', 'mengirim', 'uang', 'jadi']","['terima', 'kasih', 'pelayanan', 'memuaskan', 'terpercaya', 'dmanapun', 'mengirim', 'uang']",terima kasih layan muas percaya dmanapun kirim uang
Alhamdulillah segala sesuatu di mudahkan. Terimakasih Gopay,alhamdulillah segala sesuatu mudahkan terimakasih gopay,alhamdulillah segala sesuatu mudahkan terimakasih gopay,"['alhamdulillah', 'segala', 'sesuatu', 'mudahkan', 'terimakasih', 'gopay']","['alhamdulillah', 'mudahkan', 'terimakasih', 'gopay']",alhamdulillah mudah terimakasih gopay
bagus banget apps nya gopay ini sangat membantu,bagus banget apps gopay sangat membantu,bagus banget apps gopay sangat membantu,"['bagus', 'banget', 'apps', 'gopay', 'sangat', 'membantu']","['bagus', 'banget', 'apps', 'gopay', 'membantu']",bagus banget apps gopay bantu
Fleksibel,fleksibel,fleksibel,['fleksibel'],['fleksibel'],fleksibel
muantabbsss,muantabbsss,muantabbsss,['muantabbsss'],['muantabbsss'],muantabbsss
ngeleg,ngeleg,ngeleg,['ngeleg'],['ngeleg'],ngeleg
sipppppppppppp,sipppppppppppp,sipppppppppppp,['sipppppppppppp'],['sipppppppppppp'],sipppppppppppp
saldo Terpotong Sendiri Gopay Jelek sekali,saldo terpotong sendiri gopay jelek sekali,saldo terpotong sendiri gopay jelek sekali,"['saldo', 'terpotong', 'sendiri', 'gopay', 'jelek', 'sekali']","['saldo', 'terpotong', 'gopay', 'jelek']",saldo potong gopay jelek
aplikasi nya bagus trima kasih gitu aja,aplikasi bagus trima kasih gitu,aplikasi bagus terima kasih begitu,"['aplikasi', 'bagus', 'terima', 'kasih', 'begitu']","['aplikasi', 'bagus', 'terima', 'kasih']",aplikasi bagus terima kasih
kelassssss,kelassssss,kelassssss,['kelassssss'],['kelassssss'],kelassssss
"saya top up malah nggk masuk dan di suruh nunggu 2x24 jam,gimana sih gopay ini,saya baru pertama kali menggunakan gopay malah banyak kendala",saya malah nggk masuk suruh nunggu x jamgimana gopay inisaya baru pertama kali menggunakan gopay malah banyak kendala,saya malah tidak masuk suruh menunggu kali jamgimana gopay inisaya baru pertama kali menggunakan gopay malah banyak kendala,"['saya', 'malah', 'tidak', 'masuk', 'suruh', 'menunggu', 'kali', 'jamgimana', 'gopay', 'inisaya', 'baru', 'pertama', 'kali', 'menggunakan', 'gopay', 'malah', 'banyak', 'kendala']","['masuk', 'suruh', 'menunggu', 'kali', 'jamgimana', 'gopay', 'inisaya', 'kali', 'gopay', 'kendala']",masuk suruh tunggu kali jamgimana gopay inisaya kali gopay kendala
"gampang ngelakuin transaksi nya,suka banget sama gopay",gampang ngelakuin transaksi nyasuka banget sama gopay,gampang melakukan transaksi nyasuka banget sama gopay,"['gampang', 'melakukan', 'transaksi', 'nyasuka', 'banget', 'sama', 'gopay']","['gampang', 'transaksi', 'nyasuka', 'banget', 'gopay']",gampang transaksi nyasuka banget gopay
Mantap Aplikasinya...,mantap aplikasinya,mantap aplikasinya,"['mantap', 'aplikasinya']","['mantap', 'aplikasinya']",mantap aplikasi
"udah gak bisa transfer lagi, padahal beberapa hari lalu masih bisa. error, udah ku update padahal. padahal saldonya masih ada.",udah bisa transfer lagi padahal beberapa hari lalu masih bisa error udah update padahal padahal saldonya masih,sudah bisa transfer lagi padahal beberapa hari lalu masih bisa error sudah update padahal padahal saldonya masih,"['sudah', 'bisa', 'transfer', 'lagi', 'padahal', 'beberapa', 'hari', 'lalu', 'masih', 'bisa', 'error', 'sudah', 'update', 'padahal', 'padahal', 'saldonya', 'masih']","['transfer', 'error', 'update', 'saldonya']",transfer error update saldo
"blm pernah pakai sih tp klo dilihat dr fitur""nya memang harus wajib dimiliki.",pernah pakai dilihat fiturnya memang harus wajib dimiliki,pernah pakai dilihat fiturnya memang harus wajib dimiliki,"['pernah', 'pakai', 'dilihat', 'fiturnya', 'memang', 'harus', 'wajib', 'dimiliki']","['pakai', 'fiturnya', 'wajib', 'dimiliki']",pakai fiturnya wajib milik
berbagi pengalaman.tagihan Rp34600 telambat 4hr dendanya 50rb,berbagi pengalamantagihan rp telambat dendanya rb,berbagi pengalamantagihan rp telambat dendanya ribu,"['berbagi', 'pengalamantagihan', 'rp', 'telambat', 'dendanya', 'ribu']","['berbagi', 'pengalamantagihan', 'rp', 'telambat', 'dendanya', 'ribu']",bagi pengalamantagihan rp tambat denda ribu
sangat bagus dan mudah di pahami,sangat bagus mudah pahami,sangat bagus mudah pahami,"['sangat', 'bagus', 'mudah', 'pahami']","['bagus', 'mudah', 'pahami']",bagus mudah paham
"baru menggunakan mudah""n bagus",baru menggunakan mudahn bagus,baru menggunakan mudahn bagus,"['baru', 'menggunakan', 'mudahn', 'bagus']","['mudahn', 'bagus']",mudahn bagus
mantap...selalu membantu,mantapselalu membantu,mantapselalu membantu,"['mantapselalu', 'membantu']","['mantapselalu', 'membantu']",mantapselalu bantu
aneh banget mau bayar malah dicurigai jadi nggk bisa Bayar gaje banget,aneh banget bayar malah dicurigai jadi nggk bisa bayar gaje banget,aneh banget bayar malah dicurigai jadi tidak bisa bayar tidak jelas banget,"['aneh', 'banget', 'bayar', 'malah', 'dicurigai', 'jadi', 'tidak', 'bisa', 'bayar', 'tidak', 'jelas', 'banget']","['aneh', 'banget', 'bayar', 'dicurigai', 'bayar', 'banget']",aneh banget bayar curiga bayar banget
pokoknya the best. saran CEO gojek jangan lagi tergiur jadi pejabat negara yach. sy rasa posisi dan duit skrg di gojek udah enak pegangnya,pokoknya best saran gojek jangan lagi tergiur jadi pejabat negara yach rasa posisi duit skrg gojek udah enak pegangnya,pokoknya best saran gojek jangan lagi tergiur jadi pejabat negara ya rasa posisi duit sekarang gojek sudah enak pegangnya,"['pokoknya', 'best', 'saran', 'gojek', 'jangan', 'lagi', 'tergiur', 'jadi', 'pejabat', 'negara', 'ya', 'rasa', 'posisi', 'duit', 'sekarang', 'gojek', 'sudah', 'enak', 'pegangnya']","['pokoknya', 'best', 'saran', 'gojek', 'tergiur', 'pejabat', 'negara', 'ya', 'posisi', 'duit', 'gojek', 'enak', 'pegangnya']",pokok best saran gojek giur jabat negara ya posisi duit gojek enak pegang
"slalu dapat gratis biaya transfer, terima kasih gopay🥰",slalu dapat gratis biaya transfer terima kasih gopay,selalu dapat gratis biaya transfer terima kasih gopay,"['selalu', 'dapat', 'gratis', 'biaya', 'transfer', 'terima', 'kasih', 'gopay']","['gratis', 'biaya', 'transfer', 'terima', 'kasih', 'gopay']",gratis biaya transfer terima kasih gopay
mantp semoga aman,mantp semoga aman,mantp semoga aman,"['mantp', 'semoga', 'aman']","['mantp', 'semoga', 'aman']",mantp moga aman
"gak tau sebabnya, tiba-tiba gak bisa dipakai...",sebabnya tibatiba bisa dipakai,sebabnya tibatiba bisa dipakai,"['sebabnya', 'tibatiba', 'bisa', 'dipakai']","['tibatiba', 'dipakai']",tibatiba pakai
"pihaknya gak bertanggung jawab,ada promo saya sudah bayar malah berkurang saldonya tapi item dalam game tidak dapat.Sudah bilang ke layanan malah tidak dijawab item tidak ada dan sado tidak dikembalikan",pihaknya bertanggung jawabada promo saya sudah bayar malah berkurang saldonya tapi item dalam game tidak dapatsudah bilang layanan malah tidak dijawab item tidak sado tidak dikembalikan,pihaknya bertanggung jawabada promo saya sudah bayar malah berkurang saldonya tapi item dalam game tidak dapatsudah bilang layanan malah tidak dijawab item tidak sado tidak dikembalikan,"['pihaknya', 'bertanggung', 'jawabada', 'promo', 'saya', 'sudah', 'bayar', 'malah', 'berkurang', 'saldonya', 'tapi', 'item', 'dalam', 'game', 'tidak', 'dapatsudah', 'bilang', 'layanan', 'malah', 'tidak', 'dijawab', 'item', 'tidak', 'sado', 'tidak', 'dikembalikan']","['bertanggung', 'jawabada', 'promo', 'bayar', 'berkurang', 'saldonya', 'item', 'game', 'dapatsudah', 'bilang', 'layanan', 'item', 'sado', 'dikembalikan']",tanggung jawabada promo bayar kurang saldo item game dapatsudah bilang layan item sado kembali
Server sering NFC Error ?,server sering error,server sering error,"['server', 'sering', 'error']","['server', 'error']",server error
AQ kasih bintang 4 dulu soalnya bru coba aplikasi ini,kasih bintang dulu soalnya coba aplikasi,kasih bintang dulu soalnya coba aplikasi,"['kasih', 'bintang', 'dulu', 'soalnya', 'coba', 'aplikasi']","['kasih', 'bintang', 'coba', 'aplikasi']",kasih bintang coba aplikasi
"kenapa ya di disini sudah di instal dan di hp saya gada tuh aplikasi gopay nya??, padahal di sini jelas jelas ada tulisan "" uninstall "" bukan download, padahal gada, perbaikin dong bug nya",kenapa disini sudah instal saya gada aplikasi gopay padahal sini jelas jelas tulisan uninstall bukan download padahal gada perbaikin dong,kenapa disini sudah instal saya tidak ada aplikasi gopay padahal sini jelas jelas tulisan uninstall bukan download padahal tidak ada memperbaiki dong,"['kenapa', 'disini', 'sudah', 'instal', 'saya', 'tidak', 'ada', 'aplikasi', 'gopay', 'padahal', 'sini', 'jelas', 'jelas', 'tulisan', 'uninstall', 'bukan', 'download', 'padahal', 'tidak', 'ada', 'memperbaiki', 'dong']","['instal', 'aplikasi', 'gopay', 'tulisan', 'uninstall', 'download', 'memperbaiki']",instal aplikasi gopay tulis uninstall download baik
"saya top up ga msuk, dari sna nya sudah terpotong, cs gopay jg jwabnya sruh nunggu 2 hari tpi ga masuk2 anh ini gopay, ga kya dana gampang",saya msuk dari sudah terpotong gopay jwabnya sruh nunggu hari masuk gopay dana gampang,saya masuk dari sudah terpotong gopay jwabnya sruh menunggu hari masuk gopay dana gampang,"['saya', 'masuk', 'dari', 'sudah', 'terpotong', 'gopay', 'jwabnya', 'sruh', 'menunggu', 'hari', 'masuk', 'gopay', 'dana', 'gampang']","['masuk', 'terpotong', 'gopay', 'jwabnya', 'sruh', 'menunggu', 'masuk', 'gopay', 'dana', 'gampang']",masuk potong gopay jwabnya sruh tunggu masuk gopay dana gampang
jelek suka tiba tiba kepotong 100000 stiap pengisian,jelek suka tiba tiba kepotong  stiap pengisian,jelek suka tiba tiba kepotong setiap pengisian,"['jelek', 'suka', 'tiba', 'tiba', 'kepotong', 'setiap', 'pengisian']","['jelek', 'suka', 'kepotong', 'pengisian']",jelek suka potong isi
aku sangat suka sangat bagus mudah difahami dan digunakan,sangat suka sangat bagus mudah difahami digunakan,sangat suka sangat bagus mudah difahami digunakan,"['sangat', 'suka', 'sangat', 'bagus', 'mudah', 'difahami', 'digunakan']","['suka', 'bagus', 'mudah', 'difahami']",suka bagus mudah difahami
moga selalu di mudahkan dengan ada nya go pay ini.,moga selalu mudahkan dengan,moga selalu mudahkan dengan,"['moga', 'selalu', 'mudahkan', 'dengan']","['moga', 'mudahkan']",moga mudah
"Tolong lah gopayy, gopay gw ada saldonyaa, kenapa gw mau beli pulsa dan yang lain lain ngga bisaaa, aktivitas gak wajar terus, gimana sihh, peaa bener nihh apkk, bukan mempermudah malah mempersulit orng mau beli apa apa, nyesell aku downloadd 👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿",tolong gopayy gopay saldonyaa kenapa beli pulsa yang lain lain ngga bisaaa aktivitas wajar terus gimana sihh peaa bener nihh apkk bukan mempermudah malah mempersulit orng beli nyesell downloadd,tolong gopayy gopay saldonyaa kenapa beli pulsa yang lain lain tidak bisa aktivitas wajar terus bagaimana sih peaa benar nih apkk bukan mempermudah malah mempersulit orang beli menyesal downloadd,"['tolong', 'gopayy', 'gopay', 'saldonyaa', 'kenapa', 'beli', 'pulsa', 'yang', 'lain', 'lain', 'tidak', 'bisa', 'aktivitas', 'wajar', 'terus', 'bagaimana', 'sih', 'peaa', 'benar', 'nih', 'apkk', 'bukan', 'mempermudah', 'malah', 'mempersulit', 'orang', 'beli', 'menyesal', 'downloadd']","['tolong', 'gopayy', 'gopay', 'saldonyaa', 'beli', 'pulsa', 'aktivitas', 'wajar', 'sih', 'peaa', 'nih', 'apkk', 'mempermudah', 'mempersulit', 'orang', 'beli', 'menyesal', 'downloadd']",tolong gopayy gopay saldonyaa beli pulsa aktivitas wajar sih peaa nih apkk mudah sulit orang beli sesal downloadd
"ang dah beberapa kali uang hilang di gopay , masak ada pembayaran tidak melalui verifikasi dari pemilik akun , padahal sudah di aktifkan pembayaran melewati verifikasi muka dan biometri , tiba2 ada pembayaran aplikasi , malah aplikasi yang tidak di pakai",beberapa kali uang hilang gopay masak pembayaran tidak melalui verifikasi dari pemilik akun padahal sudah aktifkan pembayaran melewati verifikasi muka biometri tiba pembayaran aplikasi malah aplikasi yang tidak pakai,beberapa kali uang hilang gopay masak pembayaran tidak melalui verifikasi dari pemilik akun padahal sudah aktifkan pembayaran melewati verifikasi muka biometri tiba pembayaran aplikasi malah aplikasi yang tidak pakai,"['beberapa', 'kali', 'uang', 'hilang', 'gopay', 'masak', 'pembayaran', 'tidak', 'melalui', 'verifikasi', 'dari', 'pemilik', 'akun', 'padahal', 'sudah', 'aktifkan', 'pembayaran', 'melewati', 'verifikasi', 'muka', 'biometri', 'tiba', 'pembayaran', 'aplikasi', 'malah', 'aplikasi', 'yang', 'tidak', 'pakai']","['kali', 'uang', 'hilang', 'gopay', 'masak', 'pembayaran', 'verifikasi', 'pemilik', 'akun', 'aktifkan', 'pembayaran', 'melewati', 'verifikasi', 'muka', 'biometri', 'pembayaran', 'aplikasi', 'aplikasi', 'pakai']",kali uang hilang gopay masak bayar verifikasi milik akun aktif bayar lewat verifikasi muka biometri bayar aplikasi aplikasi pakai
Banyak mamfaatnya serta kerjasama yg bagus keseluruh pembayaran. salam hangat.,banyak mamfaatnya serta kerjasama bagus keseluruh pembayaran salam hangat,banyak mamfaatnya serta kerjasama bagus keseluruh pembayaran salam hangat,"['banyak', 'mamfaatnya', 'serta', 'kerjasama', 'bagus', 'keseluruh', 'pembayaran', 'salam', 'hangat']","['mamfaatnya', 'kerjasama', 'bagus', 'keseluruh', 'pembayaran', 'salam', 'hangat']",mamfaatnya kerjasama bagus seluruh bayar salam hangat
beli pulsa gagal refund kok langsung masuk ke aplikasi driver kacau sistem gojek kenapa harus di sinkronisasi aplikasi cs dan driver buruk sekali,beli pulsa gagal refund langsung masuk aplikasi driver kacau sistem gojek kenapa harus sinkronisasi aplikasi driver buruk sekali,beli pulsa gagal refund langsung masuk aplikasi driver kacau sistem gojek kenapa harus sinkronisasi aplikasi driver buruk sekali,"['beli', 'pulsa', 'gagal', 'refund', 'langsung', 'masuk', 'aplikasi', 'driver', 'kacau', 'sistem', 'gojek', 'kenapa', 'harus', 'sinkronisasi', 'aplikasi', 'driver', 'buruk', 'sekali']","['beli', 'pulsa', 'gagal', 'refund', 'langsung', 'masuk', 'aplikasi', 'driver', 'kacau', 'sistem', 'gojek', 'sinkronisasi', 'aplikasi', 'driver', 'buruk']",beli pulsa gagal refund langsung masuk aplikasi driver kacau sistem gojek sinkronisasi aplikasi driver buruk
aplikasi nya ga bisa di buka,aplikasi bisa buka,aplikasi bisa buka,"['aplikasi', 'bisa', 'buka']","['aplikasi', 'buka']",aplikasi buka
