Review text,clean_text,normalisasi_text,tokenize,stopword_removal,steming_data,score,label
apalah gbsa dicairin ktnya ad aktifitas gawajar pdhal biasanya juga fine' aj,apalah gbsa dicairin ktnya aktifitas gawajar pdhal biasanya juga fine,apalah gbsa dicairin katanya aktifitas gawajar padahal biasanya juga fine,"['apalah', 'gbsa', 'dicairin', 'katanya', 'aktifitas', 'gawajar', 'padahal', 'biasanya', 'juga', 'fine']","['apalah', 'gbsa', 'dicairin', 'aktifitas', 'gawajar', 'fine']",apa gbsa dicairin aktifitas gawajar fine,0,neutral
okok,okok,okok,['okok'],['okok'],okok,0,neutral
"dengan adanya aplikasi ini membuat saya mudah bertransaksi, terimakasih Gopay",dengan adanya aplikasi membuat saya mudah bertransaksi terimakasih gopay,dengan adanya aplikasi membuat saya mudah bertransaksi terimakasih gopay,"['dengan', 'adanya', 'aplikasi', 'membuat', 'saya', 'mudah', 'bertransaksi', 'terimakasih', 'gopay']","['aplikasi', 'mudah', 'bertransaksi', 'terimakasih', 'gopay']",aplikasi mudah transaksi terimakasih gopay,9,positive
Luar Biasa Mantap,luar biasa mantap,luar biasa mantap,"['luar', 'biasa', 'mantap']",['mantap'],mantap,5,positive
sangat membantu pembayaran non tunai,sangat membantu pembayaran tunai,sangat membantu pembayaran tunai,"['sangat', 'membantu', 'pembayaran', 'tunai']","['membantu', 'pembayaran', 'tunai']",bantu bayar tunai,7,positive
sangat cepat dalam proses dan yang saya paling suka adalah banyak promo game/pulsa dan masih banyak lainnya,sangat cepat dalam proses yang saya paling suka adalah banyak promo gamepulsa masih banyak lainnya,sangat cepat dalam proses yang saya paling suka adalah banyak promo gamepulsa masih banyak lainnya,"['sangat', 'cepat', 'dalam', 'proses', 'yang', 'saya', 'paling', 'suka', 'adalah', 'banyak', 'promo', 'gamepulsa', 'masih', 'banyak', 'lainnya']","['cepat', 'proses', 'suka', 'promo', 'gamepulsa']",cepat proses suka promo gamepulsa,10,positive
aktivitas tidak wajar terus terusan dan bikin males tidak bisa isi pulsa karena aktivitas tidak wajar tersebut padahal tidak menggunakan apapun dan tidak ada yang memakai akun saya,aktivitas tidak wajar terus terusan bikin males tidak bisa pulsa karena aktivitas tidak wajar tersebut padahal tidak menggunakan apapun tidak yang memakai akun saya,aktivitas tidak wajar terus terusan bikin malas tidak bisa pulsa karena aktivitas tidak wajar tersebut padahal tidak menggunakan apapun tidak yang memakai akun saya,"['aktivitas', 'tidak', 'wajar', 'terus', 'terusan', 'bikin', 'malas', 'tidak', 'bisa', 'pulsa', 'karena', 'aktivitas', 'tidak', 'wajar', 'tersebut', 'padahal', 'tidak', 'menggunakan', 'apapun', 'tidak', 'yang', 'memakai', 'akun', 'saya']","['aktivitas', 'wajar', 'terusan', 'bikin', 'malas', 'pulsa', 'aktivitas', 'wajar', 'apapun', 'memakai', 'akun']",aktivitas wajar terus bikin malas pulsa aktivitas wajar apa pakai akun,-4,negative
semoga memberi jln,semoga memberi,semoga memberi,"['semoga', 'memberi']",['semoga'],moga,1,positive
donwload ini buat langganan Disney 😂,donwload buat langganan disney,donwload buat langganan disney,"['donwload', 'buat', 'langganan', 'disney']","['donwload', 'langganan', 'disney']",donwload langgan disney,2,positive
pembayaran memakai gopay cepat praktis aman 🩷,pembayaran memakai gopay cepat praktis aman,pembayaran memakai gopay cepat praktis aman,"['pembayaran', 'memakai', 'gopay', 'cepat', 'praktis', 'aman']","['pembayaran', 'memakai', 'gopay', 'cepat', 'praktis', 'aman']",bayar pakai gopay cepat praktis aman,8,positive
Dukhooonnn...,dukhooonnn,dukhooonnn,['dukhooonnn'],['dukhooonnn'],dukhooonnn,0,neutral
ngebantu sih buat aku yg jauh dari minimarket.,ngebantu buat jauh dari minimarket,membantu buat jauh dari minimarket,"['membantu', 'buat', 'jauh', 'dari', 'minimarket']","['membantu', 'minimarket']",bantu minimarket,3,positive
aplikasi yang menyenangkan untuk para penggunanya,aplikasi yang menyenangkan untuk para penggunanya,aplikasi yang menyenangkan untuk para penggunanya,"['aplikasi', 'yang', 'menyenangkan', 'untuk', 'para', 'penggunanya']","['aplikasi', 'menyenangkan', 'penggunanya']",aplikasi senang guna,2,positive
"saldo saya tidak bisa buat di tarik, sudah 3 hari saya tungguin tapi masih ada tuh aktifitas ilegal padahal saya cuma bayar doang di warung eh malah di tuduh aktifitas ilegal dasar gopay banyak buga",saldo saya tidak bisa buat tarik sudah hari saya tungguin tapi masih aktifitas ilegal padahal saya cuma bayar doang warung malah tuduh aktifitas ilegal dasar gopay banyak buga,saldo saya tidak bisa buat tarik sudah hari saya tungguin tapi masih aktifitas ilegal padahal saya cuma bayar doang warung malah tuduh aktifitas ilegal dasar gopay banyak buga,"['saldo', 'saya', 'tidak', 'bisa', 'buat', 'tarik', 'sudah', 'hari', 'saya', 'tungguin', 'tapi', 'masih', 'aktifitas', 'ilegal', 'padahal', 'saya', 'cuma', 'bayar', 'doang', 'warung', 'malah', 'tuduh', 'aktifitas', 'ilegal', 'dasar', 'gopay', 'banyak', 'buga']","['saldo', 'tarik', 'tungguin', 'aktifitas', 'ilegal', 'bayar', 'doang', 'warung', 'tuduh', 'aktifitas', 'ilegal', 'dasar', 'gopay', 'buga']",saldo tarik tungguin aktifitas ilegal bayar doang warung tuduh aktifitas ilegal dasar gopay buga,6,positive
"sengaja amat di dptin gpay coins mlu d gift arena, mana cmn 10 lgi, pdhal aslinya udh dpt wdp. mls",sengaja amat dptin gpay coins gift arena mana pdhal aslinya,sengaja amat dptin gpay coins gift arena mana padahal aslinya,"['sengaja', 'amat', 'dptin', 'gpay', 'coins', 'gift', 'arena', 'mana', 'padahal', 'aslinya']","['sengaja', 'dptin', 'gpay', 'coins', 'gift', 'arena', 'aslinya']",sengaja dptin gpay coins gift arena asli,0,neutral
akun saya terlalu sering salah pin bagaiimana cara mengganti dengan pin yang baru mohon arahan nya dong plis,akun saya terlalu sering salah bagaiimana cara mengganti dengan yang baru mohon arahan dong plis,akun saya terlalu sering salah bagaiimana cara mengganti dengan yang baru mohon arahan dong plis,"['akun', 'saya', 'terlalu', 'sering', 'salah', 'bagaiimana', 'cara', 'mengganti', 'dengan', 'yang', 'baru', 'mohon', 'arahan', 'dong', 'plis']","['akun', 'salah', 'bagaiimana', 'mengganti', 'mohon', 'arahan', 'plis']",akun salah bagaiimana ganti mohon arah plis,2,positive
sangat mudah fi ginakan dan sangat membantu,sangat mudah ginakan sangat membantu,sangat mudah ginakan sangat membantu,"['sangat', 'mudah', 'ginakan', 'sangat', 'membantu']","['mudah', 'ginakan', 'membantu']",mudah ginakan bantu,7,positive
mohon jgn dpersulit aja....,mohon dpersulit,mohon dpersulit,"['mohon', 'dpersulit']","['mohon', 'dpersulit']",mohon dpersulit,2,positive
aku menyukainya,menyukainya,menyukainya,['menyukainya'],['menyukainya'],suka,3,positive
sangat membantu mudah di gunakan,sangat membantu mudah gunakan,sangat membantu mudah gunakan,"['sangat', 'membantu', 'mudah', 'gunakan']","['membantu', 'mudah']",bantu mudah,7,positive
mempermudah transaksi,mempermudah transaksi,mempermudah transaksi,"['mempermudah', 'transaksi']","['mempermudah', 'transaksi']",mudah transaksi,8,positive
Terimakasih Atas Konfirmasi dan vertipikasinya,terimakasih atas konfirmasi vertipikasinya,terimakasih atas konfirmasi vertipikasinya,"['terimakasih', 'atas', 'konfirmasi', 'vertipikasinya']","['terimakasih', 'konfirmasi', 'vertipikasinya']",terimakasih konfirmasi vertipikasinya,8,positive
tramaksih,tramaksih,tramaksih,['tramaksih'],['tramaksih'],tramaksih,0,neutral
gopey emang ada aktivitas apa gw kan mau top up free fire,gopey emang aktivitas free fire,gopey memang aktivitas free fire,"['gopey', 'memang', 'aktivitas', 'free', 'fire']","['gopey', 'aktivitas', 'free', 'fire']",gopey aktivitas free fire,3,positive
gimana cara supaya terdaftr akun saya,gimana cara supaya terdaftr akun saya,bagaimana cara supaya terdaftr akun saya,"['bagaimana', 'cara', 'supaya', 'terdaftr', 'akun', 'saya']","['terdaftr', 'akun']",terdaftr akun,0,neutral
cukup baik hanya saja saya slalu di tolak saat lgi butuh uang,cukup baik hanya saja saya slalu tolak saat butuh uang,cukup baik hanya saja saya selalu tolak saat butuh uang,"['cukup', 'baik', 'hanya', 'saja', 'saya', 'selalu', 'tolak', 'saat', 'butuh', 'uang']","['tolak', 'butuh', 'uang']",tolak butuh uang,-9,negative
lupa sandi .. tapi nomor nya Uda ilang gimana solusinya,lupa sandi tapi nomor ilang gimana solusinya,lupa sandi tapi nomor hilang bagaimana solusinya,"['lupa', 'sandi', 'tapi', 'nomor', 'hilang', 'bagaimana', 'solusinya']","['lupa', 'sandi', 'nomor', 'hilang', 'solusinya']",lupa sandi nomor hilang solusi,7,positive
"GAZZZ LGSG DOWNLOAD, byr apapun no ribet'💓",gazzz lgsg download apapun ribet,gazzz langsung download apapun ribet,"['gazzz', 'langsung', 'download', 'apapun', 'ribet']","['gazzz', 'langsung', 'download', 'apapun', 'ribet']",gazzz langsung download apa ribet,-4,negative
gopay keren..👍🏻,gopay keren,gopay keren,"['gopay', 'keren']","['gopay', 'keren']",gopay keren,0,neutral
Bagus sekali aplikasinya🙏,bagus sekali aplikasinya,bagus sekali aplikasinya,"['bagus', 'sekali', 'aplikasinya']","['bagus', 'aplikasinya']",bagus aplikasi,-2,negative
sangat puas aplikasi bagus,sangat puas aplikasi bagus,sangat puas aplikasi bagus,"['sangat', 'puas', 'aplikasi', 'bagus']","['puas', 'aplikasi', 'bagus']",puas aplikasi bagus,1,positive
"ok mantap ini aplikasinya,",mantap aplikasinya,mantap aplikasinya,"['mantap', 'aplikasinya']","['mantap', 'aplikasinya']",mantap aplikasi,1,positive
Min gimana lapor akun saya di blokir ini,gimana lapor akun saya blokir,bagaimana lapor akun saya blokir,"['bagaimana', 'lapor', 'akun', 'saya', 'blokir']","['lapor', 'akun', 'blokir']",lapor akun blokir,-1,negative
lebih hemat sih klo gpay,lebih hemat gpay,lebih hemat gpay,"['lebih', 'hemat', 'gpay']","['hemat', 'gpay']",hemat gpay,4,positive
"mohon bantuannya nomor WhatsApp saya tidak bisa verifikasi melalui SMS atau telepon seluler dan WhatsApp soalnya nomor saya udah hilang dan tidak aktif mohon bantuannya menerima kode otp melalui email yang terdaftar saya kasih bintang 2 dulu,, kalau udah bisa baru saya kasih bintang 5",mohon bantuannya nomor whatsapp saya tidak bisa verifikasi melalui atau telepon seluler whatsapp soalnya nomor saya udah hilang tidak aktif mohon bantuannya menerima kode melalui email yang terdaftar saya kasih bintang dulu kalau udah bisa baru saya kasih bintang,mohon bantuannya nomor whatsapp saya tidak bisa verifikasi melalui atau telepon seluler whatsapp soalnya nomor saya sudah hilang tidak aktif mohon bantuannya menerima kode melalui email yang terdaftar saya kasih bintang dulu kalau sudah bisa baru saya kasih bintang,"['mohon', 'bantuannya', 'nomor', 'whatsapp', 'saya', 'tidak', 'bisa', 'verifikasi', 'melalui', 'atau', 'telepon', 'seluler', 'whatsapp', 'soalnya', 'nomor', 'saya', 'sudah', 'hilang', 'tidak', 'aktif', 'mohon', 'bantuannya', 'menerima', 'kode', 'melalui', 'email', 'yang', 'terdaftar', 'saya', 'kasih', 'bintang', 'dulu', 'kalau', 'sudah', 'bisa', 'baru', 'saya', 'kasih', 'bintang']","['mohon', 'bantuannya', 'nomor', 'whatsapp', 'verifikasi', 'telepon', 'seluler', 'whatsapp', 'nomor', 'hilang', 'aktif', 'mohon', 'bantuannya', 'menerima', 'kode', 'email', 'terdaftar', 'kasih', 'bintang', 'kasih', 'bintang']",mohon bantu nomor whatsapp verifikasi telepon seluler whatsapp nomor hilang aktif mohon bantu terima kode email daftar kasih bintang kasih bintang,19,positive
mantap brooo,mantap brooo,mantap brooo,"['mantap', 'brooo']","['mantap', 'brooo']",mantap brooo,5,positive
"tolong di perbaiki lagi dong,, transfer dan terima uang sering gangguan,, aplikasi lemot g guna",tolong perbaiki lagi dong transfer terima uang sering gangguan aplikasi lemot guna,tolong perbaiki lagi dong transfer terima uang sering gangguan aplikasi lemot guna,"['tolong', 'perbaiki', 'lagi', 'dong', 'transfer', 'terima', 'uang', 'sering', 'gangguan', 'aplikasi', 'lemot', 'guna']","['tolong', 'perbaiki', 'transfer', 'terima', 'uang', 'gangguan', 'aplikasi', 'lemot']",tolong baik transfer terima uang ganggu aplikasi lot,-5,negative
aplikasi terpercaya,aplikasi terpercaya,aplikasi terpercaya,"['aplikasi', 'terpercaya']","['aplikasi', 'terpercaya']",aplikasi percaya,-2,negative
Gopay sangat membantu dan banyak promo.murah murah...bagi saya lebih bagus dari pada yg lainnya... 1 buat gopay...saya udah lama pakai gopay dan setiap hari transaksi tapi blm dikasih kesempatan untuk paylaternya...,gopay sangat membantu banyak promomurah murahbagi saya lebih bagus dari pada lainnya buat gopaysaya udah lama pakai gopay setiap hari transaksi tapi dikasih kesempatan untuk paylaternya,gopay sangat membantu banyak promomurah murahbagi saya lebih bagus dari pada lainnya buat gopaysaya sudah lama pakai gopay setiap hari transaksi tapi dikasih kesempatan untuk paylaternya,"['gopay', 'sangat', 'membantu', 'banyak', 'promomurah', 'murahbagi', 'saya', 'lebih', 'bagus', 'dari', 'pada', 'lainnya', 'buat', 'gopaysaya', 'sudah', 'lama', 'pakai', 'gopay', 'setiap', 'hari', 'transaksi', 'tapi', 'dikasih', 'kesempatan', 'untuk', 'paylaternya']","['gopay', 'membantu', 'promomurah', 'murahbagi', 'bagus', 'gopaysaya', 'pakai', 'gopay', 'transaksi', 'dikasih', 'kesempatan', 'paylaternya']",gopay bantu promomurah murahbagi bagus gopaysaya pakai gopay transaksi kasih sempat paylaternya,11,positive
pake gopay aman dan nyaman,pake gopay aman nyaman,pakai gopay aman nyaman,"['pakai', 'gopay', 'aman', 'nyaman']","['pakai', 'gopay', 'aman', 'nyaman']",pakai gopay aman nyaman,4,positive
ko buat pinjaman rada susah,buat pinjaman rada susah,buat pinjaman rada susah,"['buat', 'pinjaman', 'rada', 'susah']","['pinjaman', 'rada', 'susah']",pinjam rada susah,-3,negative
hp gua iklan lu mulu matiinnya gimana tolong,iklan mulu matiinnya gimana tolong,iklan mulu matiinnya bagaimana tolong,"['iklan', 'mulu', 'matiinnya', 'bagaimana', 'tolong']","['iklan', 'mulu', 'matiinnya', 'tolong']",iklan mulu matiinnya tolong,5,positive
semoga aman dan Amanah ✅,semoga aman amanah,semoga aman amanah,"['semoga', 'aman', 'amanah']","['semoga', 'aman', 'amanah']",moga aman amanah,6,positive
aplikasi makin ga jelas gabisa tranfer dalam perbaikan mulu udah 2025 gada perkembangan nyesel naro di sini mending di apk yang lain apa apa dalam perbaikan semua sampe kapan apk yang lain ga seribet ini,aplikasi makin jelas gabisa tranfer dalam perbaikan mulu udah  gada perkembangan nyesel naro sini mending yang lain dalam perbaikan semua sampe kapan yang lain seribet,aplikasi makin jelas tidak bisa tranfer dalam perbaikan mulu sudah tidak ada perkembangan menyesal naro sini mending yang lain dalam perbaikan semua sampai kapan yang lain seribet,"['aplikasi', 'makin', 'jelas', 'tidak', 'bisa', 'tranfer', 'dalam', 'perbaikan', 'mulu', 'sudah', 'tidak', 'ada', 'perkembangan', 'menyesal', 'naro', 'sini', 'mending', 'yang', 'lain', 'dalam', 'perbaikan', 'semua', 'sampai', 'kapan', 'yang', 'lain', 'seribet']","['aplikasi', 'tranfer', 'perbaikan', 'mulu', 'perkembangan', 'menyesal', 'naro', 'mending', 'perbaikan', 'seribet']",aplikasi tranfer baik mulu kembang sesal naro mending baik seribet,10,positive
karna bagus,karna bagus,karena bagus,"['karena', 'bagus']",['bagus'],bagus,2,positive
scan barcode QR nya selalu gagal,scan barcode selalu gagal,scan barcode selalu gagal,"['scan', 'barcode', 'selalu', 'gagal']","['scan', 'barcode', 'gagal']",scan barcode gagal,-4,negative
"sangat"" membantu",sangat membantu,sangat membantu,"['sangat', 'membantu']",['membantu'],bantu,3,positive
bagus dan gak panik atas keyamananya,bagus panik atas keyamananya,bagus panik atas keyamananya,"['bagus', 'panik', 'atas', 'keyamananya']","['bagus', 'panik', 'keyamananya']",bagus panik keyamananya,-2,negative
tolong dong kasus saya ko ga di respon2. di email ga dibales2 itu uang saya balikin. saya pengguna gopay. saya mau minta bantuan nya perihal saldo yang belum dikembalikan ke akun saya dari gopay bulan kemarin pas akun saya udah limit. ada yang tf ke akun saya. susah minta bantuan. gax ada live chat. sama nelpon harus modal pulsa gimana ini kasus saya ko lama ga di tindak lanjut. di email ga dibales2.,tolong dong kasus saya respon email dibales uang saya balikin saya pengguna gopay saya minta bantuan perihal saldo yang belum dikembalikan akun saya dari gopay bulan kemarin akun saya udah limit yang akun saya susah minta bantuan live chat sama nelpon harus modal pulsa gimana kasus saya lama tindak lanjut email dibales,tolong dong kasus saya respon email dibales uang saya balikin saya pengguna gopay saya meminta bantuan perihal saldo yang belum dikembalikan akun saya dari gopay bulan kemarin akun saya sudah limit yang akun saya susah meminta bantuan live chat sama nelpon harus modal pulsa bagaimana kasus saya lama tindak lanjut email dibales,"['tolong', 'dong', 'kasus', 'saya', 'respon', 'email', 'dibales', 'uang', 'saya', 'balikin', 'saya', 'pengguna', 'gopay', 'saya', 'meminta', 'bantuan', 'perihal', 'saldo', 'yang', 'belum', 'dikembalikan', 'akun', 'saya', 'dari', 'gopay', 'bulan', 'kemarin', 'akun', 'saya', 'sudah', 'limit', 'yang', 'akun', 'saya', 'susah', 'meminta', 'bantuan', 'live', 'chat', 'sama', 'nelpon', 'harus', 'modal', 'pulsa', 'bagaimana', 'kasus', 'saya', 'lama', 'tindak', 'lanjut', 'email', 'dibales']","['tolong', 'respon', 'email', 'dibales', 'uang', 'balikin', 'pengguna', 'gopay', 'bantuan', 'perihal', 'saldo', 'dikembalikan', 'akun', 'gopay', 'kemarin', 'akun', 'limit', 'akun', 'susah', 'bantuan', 'live', 'chat', 'nelpon', 'modal', 'pulsa', 'tindak', 'email', 'dibales']",tolong respon email dibales uang balikin guna gopay bantu perihal saldo kembali akun gopay kemarin akun limit akun susah bantu live chat nelpon modal pulsa tindak email dibales,10,positive
tak-tiknya .hadiahnya yg besar cuma pajangan itu bukan hadiah krn sudah diatur gk mungkin akan dapat hadiah situ,taktiknya hadiahnya besar cuma pajangan bukan hadiah sudah diatur mungkin akan dapat hadiah situ,taktiknya hadiahnya besar cuma pajangan bukan hadiah sudah diatur mungkin akan dapat hadiah situ,"['taktiknya', 'hadiahnya', 'besar', 'cuma', 'pajangan', 'bukan', 'hadiah', 'sudah', 'diatur', 'mungkin', 'akan', 'dapat', 'hadiah', 'situ']","['taktiknya', 'hadiahnya', 'pajangan', 'hadiah', 'diatur', 'hadiah', 'situ']",taktik hadiah pajang hadiah atur hadiah situ,16,positive
gopay good,gopay good,gopay good,"['gopay', 'good']","['gopay', 'good']",gopay good,5,positive
gampang bayarnya..semoga gopay makin lancar,gampang bayarnyasemoga gopay makin lancar,gampang bayarnyasemoga gopay makin lancar,"['gampang', 'bayarnyasemoga', 'gopay', 'makin', 'lancar']","['gampang', 'bayarnyasemoga', 'gopay', 'lancar']",gampang bayarnyasemoga gopay lancar,8,positive
luar biasa bagus,luar biasa bagus,luar biasa bagus,"['luar', 'biasa', 'bagus']",['bagus'],bagus,2,positive
sangat membantu .🙂,sangat membantu,sangat membantu,"['sangat', 'membantu']",['membantu'],bantu,3,positive
menggu saat saya menonton cerita pendek,menggu saat saya menonton cerita pendek,menggu saat saya menonton cerita pendek,"['menggu', 'saat', 'saya', 'menonton', 'cerita', 'pendek']","['menggu', 'menonton', 'cerita', 'pendek']",menggu tonton cerita pendek,-1,negative
saya sangat menikmatinya,saya sangat menikmatinya,saya sangat menikmatinya,"['saya', 'sangat', 'menikmatinya']",['menikmatinya'],nikmat,3,positive
PERCUMA TRANSAKSI TERUS...ZONK BALASAN NYA,percuma transaksi teruszonk balasan,percuma transaksi teruszonk balasan,"['percuma', 'transaksi', 'teruszonk', 'balasan']","['transaksi', 'teruszonk', 'balasan']",transaksi teruszonk balas,5,positive
kenapa kalo transfer uang harus pakai gopay premium,kenapa kalo transfer uang harus pakai gopay premium,kenapa kalau transfer uang harus pakai gopay premium,"['kenapa', 'kalau', 'transfer', 'uang', 'harus', 'pakai', 'gopay', 'premium']","['transfer', 'uang', 'pakai', 'gopay', 'premium']",transfer uang pakai gopay premium,2,positive
"kenapa setiap saya login selsai verifikasi wajah selalu muncul tulisan "" sesi kamu telah berakhir"" padahal verifikasi telah berhasil dan terus menerus disuruh masukin nomor HP",kenapa setiap saya login selsai verifikasi wajah selalu muncul tulisan sesi kamu telah berakhir padahal verifikasi telah berhasil terus menerus disuruh masukin nomor,kenapa setiap saya login selsai verifikasi wajah selalu muncul tulisan sesi kamu telah berakhir padahal verifikasi telah berhasil terus menerus disuruh memasuki nomor,"['kenapa', 'setiap', 'saya', 'login', 'selsai', 'verifikasi', 'wajah', 'selalu', 'muncul', 'tulisan', 'sesi', 'kamu', 'telah', 'berakhir', 'padahal', 'verifikasi', 'telah', 'berhasil', 'terus', 'menerus', 'disuruh', 'memasuki', 'nomor']","['login', 'selsai', 'verifikasi', 'wajah', 'muncul', 'tulisan', 'sesi', 'verifikasi', 'berhasil', 'menerus', 'disuruh', 'memasuki', 'nomor']",login selsai verifikasi wajah muncul tulis sesi verifikasi hasil terus suruh pasuk nomor,4,positive
lebih gampang dan sempel,lebih gampang sempel,lebih gampang sempel,"['lebih', 'gampang', 'sempel']","['gampang', 'sempel']",gampang sempel,4,positive
tidak puas,tidak puas,tidak puas,"['tidak', 'puas']",['puas'],puas,3,positive
"good,sangat memudahkan semua transaksi,uang aman dan keren banget deh 👍👍👍",goodsangat memudahkan semua transaksiuang aman keren banget,goodsangat memudahkan semua transaksiuang aman keren banget,"['goodsangat', 'memudahkan', 'semua', 'transaksiuang', 'aman', 'keren', 'banget']","['goodsangat', 'memudahkan', 'transaksiuang', 'aman', 'keren', 'banget']",goodsangat mudah transaksiuang aman keren banget,5,positive
bgus bget ini,bgus bget,bagus banget,"['bagus', 'banget']","['bagus', 'banget']",bagus banget,3,positive
"kecewa saya dengan aplikasi ini, urusan aplikasi nya ribet sampai berujung penipuan.",kecewa saya dengan aplikasi urusan aplikasi ribet sampai berujung penipuan,kecewa saya dengan aplikasi urusan aplikasi ribet sampai berujung penipuan,"['kecewa', 'saya', 'dengan', 'aplikasi', 'urusan', 'aplikasi', 'ribet', 'sampai', 'berujung', 'penipuan']","['kecewa', 'aplikasi', 'urusan', 'aplikasi', 'ribet', 'berujung', 'penipuan']",kecewa aplikasi urus aplikasi ribet ujung tipu,-15,negative
mantap i like this,mantap like this,mantap like this,"['mantap', 'like', 'this']","['mantap', 'like', 'this']",mantap like this,5,positive
"baik,sagat mudah dipakai,terpercaya",baiksagat mudah dipakaiterpercaya,baiksagat mudah dipakaiterpercaya,"['baiksagat', 'mudah', 'dipakaiterpercaya']","['baiksagat', 'mudah', 'dipakaiterpercaya']",baiksagat mudah dipakaiterpercaya,4,positive
mantap👍👍👍,mantap,mantap,['mantap'],['mantap'],mantap,5,positive
aplikasi nya sangat membantu,aplikasi sangat membantu,aplikasi sangat membantu,"['aplikasi', 'sangat', 'membantu']","['aplikasi', 'membantu']",aplikasi bantu,-1,negative
akun saya mengalami aktivitas tidak wajar.. dari pihak developer.. tidak ada respon... membantu kembali normal akun saya,akun saya mengalami aktivitas tidak wajar dari pihak developer tidak respon membantu kembali normal akun saya,akun saya mengalami aktivitas tidak wajar dari pihak developer tidak respon membantu kembali normal akun saya,"['akun', 'saya', 'mengalami', 'aktivitas', 'tidak', 'wajar', 'dari', 'pihak', 'developer', 'tidak', 'respon', 'membantu', 'kembali', 'normal', 'akun', 'saya']","['akun', 'mengalami', 'aktivitas', 'wajar', 'developer', 'respon', 'membantu', 'normal', 'akun']",akun alami aktivitas wajar developer respon bantu normal akun,6,positive
"sedikit kecewa, main GG arena spin udah berhenti di gopay coin 1 juta malah jalan lagi🤔🤔🤔 kayak gak boleh menang dapet gopay koin 1 juta☹️☹️ gopay pinjam pun gk di acc padahal uah sering transaksi di gojek nya",sedikit kecewa main arena spin udah berhenti gopay coin juta malah jalan lagi kayak boleh menang dapet gopay koin juta gopay pinjam padahal sering transaksi gojek,sedikit kecewa main arena spin sudah berhenti gopay coin juta malah jalan lagi kayak boleh menang dapat gopay koin juta gopay pinjam padahal sering transaksi gojek,"['sedikit', 'kecewa', 'main', 'arena', 'spin', 'sudah', 'berhenti', 'gopay', 'coin', 'juta', 'malah', 'jalan', 'lagi', 'kayak', 'boleh', 'menang', 'dapat', 'gopay', 'koin', 'juta', 'gopay', 'pinjam', 'padahal', 'sering', 'transaksi', 'gojek']","['kecewa', 'main', 'arena', 'spin', 'berhenti', 'gopay', 'coin', 'juta', 'jalan', 'kayak', 'menang', 'gopay', 'koin', 'juta', 'gopay', 'pinjam', 'transaksi', 'gojek']",kecewa main arena spin henti gopay coin juta jalan kayak menang gopay koin juta gopay pinjam transaksi gojek,7,positive
awalnya aplikasi ini saya daftar dan berhasil. beberapa bulan saya hapus. setelah saya hapus teman saya kirim uang dan notifikasi pengiriman masuk ke wa saya akhirnya saya anggap masuk dan juga saya tidak cek lagi karna sudah saya hapus aplikasi gopay. setelah beberapa bulan saya buka pada awalnya saya kira ini sebagai tabungan lumayan 400 ribu dan akhirnya saya buka eh ternyata yang masuk 600 perak aneh entah kemana saldo yang teman saya kirim. jadi saya ragu menggunakan aplikasi ini,awalnya aplikasi saya daftar berhasil beberapa bulan saya hapus setelah saya hapus teman saya kirim uang notifikasi pengiriman masuk saya akhirnya saya anggap masuk juga saya tidak lagi karna sudah saya hapus aplikasi gopay setelah beberapa bulan saya buka pada awalnya saya kira sebagai tabungan lumayan ribu akhirnya saya buka ternyata yang masuk perak aneh entah kemana saldo yang teman saya kirim jadi saya ragu menggunakan aplikasi,awalnya aplikasi saya daftar berhasil beberapa bulan saya hapus setelah saya hapus teman saya kirim uang notifikasi pengiriman masuk saya akhirnya saya anggap masuk juga saya tidak lagi karena sudah saya hapus aplikasi gopay setelah beberapa bulan saya buka pada awalnya saya kira sebagai tabungan lumayan ribu akhirnya saya buka ternyata yang masuk perak aneh entah kemana saldo yang teman saya kirim jadi saya ragu menggunakan aplikasi,"['awalnya', 'aplikasi', 'saya', 'daftar', 'berhasil', 'beberapa', 'bulan', 'saya', 'hapus', 'setelah', 'saya', 'hapus', 'teman', 'saya', 'kirim', 'uang', 'notifikasi', 'pengiriman', 'masuk', 'saya', 'akhirnya', 'saya', 'anggap', 'masuk', 'juga', 'saya', 'tidak', 'lagi', 'karena', 'sudah', 'saya', 'hapus', 'aplikasi', 'gopay', 'setelah', 'beberapa', 'bulan', 'saya', 'buka', 'pada', 'awalnya', 'saya', 'kira', 'sebagai', 'tabungan', 'lumayan', 'ribu', 'akhirnya', 'saya', 'buka', 'ternyata', 'yang', 'masuk', 'perak', 'aneh', 'entah', 'kemana', 'saldo', 'yang', 'teman', 'saya', 'kirim', 'jadi', 'saya', 'ragu', 'menggunakan', 'aplikasi']","['aplikasi', 'daftar', 'berhasil', 'hapus', 'hapus', 'teman', 'kirim', 'uang', 'notifikasi', 'pengiriman', 'masuk', 'anggap', 'masuk', 'hapus', 'aplikasi', 'gopay', 'buka', 'tabungan', 'lumayan', 'ribu', 'buka', 'masuk', 'perak', 'aneh', 'kemana', 'saldo', 'teman', 'kirim', 'ragu', 'aplikasi']",aplikasi daftar hasil hapus hapus teman kirim uang notifikasi kirim masuk anggap masuk hapus aplikasi gopay buka tabung lumayan ribu buka masuk perak aneh mana saldo teman kirim ragu aplikasi,-6,negative
gopay mantul,gopay mantul,gopay mantul,"['gopay', 'mantul']","['gopay', 'mantul']",gopay mantul,0,neutral
